STARTDATE,ENDDATE,MEDIAN,MAD,VALUE,TYPE
2016-01-01,2016-02-13,,,,
2016-01-08,2016-02-20,,,,
2016-01-15,2016-02-27,,,,
2016-01-22,2016-03-05,,,,
2016-01-29,2016-03-12,,,,
2016-02-01,2016-03-15,10750.0,633.1,9935.0,Normal
2016-02-08,2016-03-22,10650.0,466.5,9935.0,Anomaly
2016-02-15,2016-03-29,10500.0,414.53333303703675,9935.0,Anomaly
2016-02-22,2016-04-05,10500.0,455.8,9935.0,Normal
2016-02-29,2016-04-12,10500.0,351.8,9935.0,Anomaly
2016-03-07,2016-04-19,10000.0,361.2,9935.0,Normal
2016-03-14,2016-04-26,10000.0,337.12000000000006,9935.0,Normal
2016-03-21,2016-05-03,10000.0,337.12000000000006,9935.0,Normal
2016-03-28,2016-05-10,9967.5,489.44000000000017,9935.0,Normal
2016-04-04,2016-05-17,9932.777777160494,483.884444345679,9940.0,Normal
2016-04-11,2016-05-24,9767.5,379.1262033420344,9950.0,Normal
2016-04-18,2016-05-31,9767.5,398.6749999015625,9950.0,Normal
2016-04-25,2016-06-07,9767.5,410.6709675321539,9950.0,Normal
2016-05-02,2016-06-14,9768.437500585937,327.2229838832642,9950.0,Normal
2016-05-09,2016-06-21,9773.75,281.35,9948.958333310777,Normal
2016-05-16,2016-06-28,9775.0,341.6,9948.958333310777,Normal
2016-05-23,2016-07-05,9775.0,341.6,9944.58333331185,Normal
2016-05-30,2016-07-12,9775.0,341.6,9946.99999997525,Normal
2016-06-06,2016-07-19,9975.0,309.2799999999999,9950.0,Normal
2016-06-13,2016-07-26,10100.0,301.65208333446117,9960.0,Normal
2016-06-20,2016-08-02,10100.0,301.90000000247494,9970.0,Normal
2016-06-27,2016-08-09,10100.0,301.90000000247494,9970.0,Normal
2016-07-04,2016-08-16,10250.0,409.8500001171875,9975.0,Normal
2016-07-11,2016-08-23,10250.0,406.38044719549725,9975.354609923726,Normal
2016-07-18,2016-08-30,10250.0,399.68677691471095,9977.641242919171,Normal
2016-07-25,2016-09-06,10250.0,399.6,9990.0,Normal
2016-08-01,2016-09-13,10500.0,365.80999999999983,10000.0,Anomaly
2016-08-08,2016-09-20,10500.0,361.4525076454294,10000.0,Anomaly
2016-08-15,2016-09-27,10500.0,401.8190991000862,10000.0,Normal
2016-08-22,2016-10-04,10500.0,401.3056711934878,10000.0,Normal
2016-08-29,2016-10-11,11000.0,479.95999999999987,10000.0,Anomaly
2016-09-05,2016-10-18,11000.0,491.95999999999987,10000.0,Anomaly
2016-09-12,2016-10-25,11000.0,474.0,10000.0,Anomaly
2016-09-19,2016-11-01,11000.0,460.0,10010.0,Anomaly
2016-09-26,2016-11-08,11000.0,496.0,10011.944441975304,Anomaly
2016-10-03,2016-11-15,11000.0,510.0,10015.0,Anomaly
2016-10-10,2016-11-22,11000.0,524.0,10015.0,Anomaly
2016-10-17,2016-11-29,11000.0,524.0905740272101,10015.0,Anomaly
2016-10-24,2016-12-06,11000.0,534.6,10019.749997656252,Anomaly
2016-10-31,2016-12-13,11000.0,547.9,10020.0,Anomaly
