STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,LOW,HIGH
2016-01-01,2016-02-13,,,Normal,1.0349750178443968,NO,YES
2016-01-08,2016-02-20,,,Normal,1.019556403547929,NO,YES
2016-01-15,2016-02-27,,,Normal,1.0159790126582873,NO,YES
2016-01-22,2016-03-05,,,Normal,1.5760266370699223,NO,YES
2016-01-29,2016-03-12,,,Normal,1.5704772475027746,NO,YES
2016-02-01,2016-03-15,Normal,,Normal,1.5704772475027746,NO,NO
2016-02-08,2016-03-22,Normal,,Normal,1.566945817756212,NO,NO
2016-02-15,2016-03-29,Normal,,Normal,1.566945817756212,NO,NO
2016-02-22,2016-04-05,Normal,,Normal,1.565274694755935,NO,NO
2016-02-29,2016-04-12,Normal,,Normal,1.5538290788013318,NO,NO
2016-03-07,2016-04-19,Normal,,Normal,1.0862445414847162,NO,NO
2016-03-14,2016-04-26,Normal,,Normal,1.0862445414847162,NO,NO
2016-03-21,2016-05-03,Normal,,Normal,1.091703056768559,NO,NO
2016-03-28,2016-05-10,Normal,,Normal,1.1074918566775245,NO,NO
2016-04-04,2016-05-17,Normal,,Normal,1.0613943808532778,NO,NO
2016-04-11,2016-05-24,Normal,,Normal,1.050463439752832,NO,NO
2016-04-18,2016-05-31,Normal,,Normal,1.1320754716981132,NO,NO
2016-04-25,2016-06-07,Normal,,Normal,1.198589894242068,NO,NO
2016-05-02,2016-06-14,Normal,,Normal,1.198589894242068,NO,NO
2016-05-09,2016-06-21,Normal,,Normal,1.198589894242068,NO,NO
2016-05-16,2016-06-28,Normal,,Normal,1.1750881316098707,NO,NO
2016-05-23,2016-07-05,Normal,,Normal,1.1692126909518217,NO,NO
2016-05-30,2016-07-12,Normal,,Normal,1.1222091656874265,NO,NO
2016-06-06,2016-07-19,Normal,,Normal,1.0575793184488838,NO,NO
2016-06-13,2016-07-26,Normal,,Normal,1.0575793184488838,NO,NO
2016-06-20,2016-08-02,Normal,,Normal,1.0575793184488838,NO,NO
2016-06-27,2016-08-09,Normal,,Normal,1.0869565217391304,NO,NO
2016-07-04,2016-08-16,Normal,,Normal,1.1045828437132783,NO,NO
2016-07-11,2016-08-23,Normal,,Normal,1.128084606345476,NO,NO
2016-07-18,2016-08-30,Normal,,Normal,1.1492051298553514,NO,NO
2016-07-25,2016-09-06,Normal,,Normal,1.148105625717566,NO,NO
2016-08-01,2016-09-13,Normal,,Normal,1.1286681715575622,NO,NO
2016-08-08,2016-09-20,Normal,,Normal,1.0857763300760044,NO,NO
2016-08-15,2016-09-27,Normal,,Normal,1.06458481192335,NO,NO
2016-08-22,2016-10-04,Normal,,Normal,1.0570824524312896,NO,NO
2016-08-29,2016-10-11,Normal,,Normal,1.019367991845056,NO,NO
2016-09-05,2016-10-18,Normal,,Normal,1.019367991845056,NO,NO
2016-09-12,2016-10-25,Normal,,Normal,1.019367991845056,NO,NO
2016-09-19,2016-11-01,Normal,,Normal,1.5392456676860349,NO,NO
2016-09-26,2016-11-08,Normal,,Normal,1.5392456676860349,NO,NO
2016-10-03,2016-11-15,Normal,,Normal,1.5550978372811537,NO,NO
2016-10-10,2016-11-22,Normal,,Normal,1.5550978372811537,NO,NO
2016-10-17,2016-11-29,Normal,,Normal,1.5550978372811537,NO,NO
2016-10-24,2016-12-06,Normal,,Normal,1.5550978372811537,NO,NO
2016-10-31,2016-12-13,Normal,,Normal,1.2873326467559216,NO,NO
2016-11-07,2016-12-20,Normal,,Normal,1.0249739854318418,NO,NO
2016-11-14,2016-12-27,Normal,,Normal,1.0665944775311316,NO,NO
2016-11-21,2017-01-03,Normal,,Normal,1.0753275109170306,NO,NO
2016-11-28,2017-01-10,Normal,,Normal,1.0812294182217344,NO,NO
2016-12-05,2017-01-17,Normal,,Normal,1.0812294182217344,NO,NO
2016-12-12,2017-01-24,Normal,,Normal,1.0812294182217344,NO,NO
2016-12-19,2017-01-31,Normal,,Normal,1.0812294182217344,NO,NO
2016-12-26,2017-02-07,Normal,,Normal,1.0812294182217344,NO,NO
2017-01-01,2017-02-13,Normal,Normal,Normal,1.0812294182217344,NO,NO
2017-01-08,2017-02-20,Normal,Normal,Normal,1.0812294182217344,NO,NO
2017-01-15,2017-02-27,Normal,Normal,Normal,1.0812294182217344,NO,NO
2017-01-22,2017-03-06,Normal,Normal,Normal,1.0812294182217344,NO,NO
2017-01-29,2017-03-13,Normal,Normal,Normal,1.0647639956092203,NO,NO
2017-02-05,2017-03-20,Normal,Normal,Normal,1.0647639956092203,NO,NO
2017-02-12,2017-03-27,Normal,Normal,Normal,1.0428100987925355,NO,NO
2017-02-19,2017-04-03,Normal,Normal,Normal,1.0428100987925355,NO,NO
2017-02-26,2017-04-10,Normal,Normal,Normal,1.0394124718818374,NO,NO
2017-03-05,2017-04-17,Normal,Normal,Normal,1.0757409440175631,NO,NO
2017-03-12,2017-04-24,Normal,Normal,Normal,1.0796915167392496,NO,NO
2017-03-19,2017-05-01,Normal,Normal,Normal,1.0876803551609322,NO,NO
2017-03-26,2017-05-08,Normal,Normal,Normal,1.1864406779661016,NO,NO
2017-04-02,2017-05-15,Normal,Normal,Normal,1.223470661672909,NO,NO
2017-04-09,2017-05-22,Normal,Normal,Normal,1.223470661672909,NO,NO
2017-04-16,2017-05-29,Normal,Normal,Normal,1.1610486891385767,NO,NO
2017-04-23,2017-06-05,Normal,Normal,Normal,1.1610486891385767,NO,NO
2017-04-30,2017-06-12,Normal,Normal,Normal,1.1329588014747192,NO,NO
2017-05-07,2017-06-19,Normal,Normal,Normal,1.0611735330836454,NO,NO
2017-05-14,2017-06-26,Normal,Normal,Normal,1.0611735330836454,NO,NO
2017-05-21,2017-07-03,Normal,Normal,Normal,1.067839196009711,NO,NO
2017-05-28,2017-07-10,Normal,Normal,Normal,1.042713567868306,NO,NO
2017-06-04,2017-07-17,Normal,Normal,Normal,1.0559796437659033,NO,NO
2017-06-11,2017-07-24,Normal,Normal,Normal,1.0432569974554708,NO,NO
2017-06-18,2017-07-31,Normal,Normal,Normal,1.0432569974554708,NO,NO
2017-06-25,2017-08-07,Normal,Normal,Normal,2.175572519083969,NO,NO
2017-07-02,2017-08-14,Normal,Normal,Normal,2.7099236641221376,NO,NO
2017-07-09,2017-08-21,Normal,Normal,Normal,2.7735368956743,NO,YES
2017-07-16,2017-08-28,Normal,Normal,Normal,2.7990012484132336,NO,YES
2017-07-23,2017-09-04,Anomaly,Normal,Normal,2.808988764044944,NO,YES
2017-07-30,2017-09-11,Anomaly,Normal,Normal,2.808988764044944,YES,NO
2017-08-06,2017-09-18,Anomaly,Normal,Normal,1.6180654338549076,YES,NO
2017-08-13,2017-09-25,Normal,Normal,Normal,1.071382700899118,YES,NO
2017-08-20,2017-10-02,Normal,Anomaly,Normal,1.082817705854355,YES,NO
2017-08-27,2017-10-09,Normal,Anomaly,Normal,1.1369315342328836,YES,NO
2017-09-03,2017-10-16,Normal,Anomaly,Normal,1.1369315342328836,YES,NO
2017-09-10,2017-10-23,Normal,Anomaly,Normal,1.1369315342328836,YES,NO
2017-09-17,2017-10-30,Normal,Anomaly,Normal,1.6241879060469766,YES,NO
2017-09-24,2017-11-06,Normal,Anomaly,Normal,1.6241879060469766,YES,NO
2017-10-01,2017-11-13,Normal,Anomaly,Normal,1.6241879060469766,YES,NO
2017-10-08,2017-11-20,Normal,Anomaly,Normal,1.6241879060469766,YES,NO
2017-10-15,2017-11-27,Normal,Anomaly,Normal,1.6241879060469766,YES,NO
2017-10-22,2017-12-04,Normal,Anomaly,Normal,1.6241879060469766,YES,NO
2017-10-29,2017-12-11,Normal,Anomaly,Normal,1.1069482288828338,YES,NO
2017-11-05,2017-12-18,Normal,Anomaly,Normal,1.0562060648600669,YES,NO
2017-11-12,2017-12-25,Normal,Anomaly,Normal,1.0700202408743118,YES,NO
2017-11-19,2018-01-01,Normal,Anomaly,Normal,1.0707633537562822,YES,NO
2017-11-26,2018-01-08,Normal,Anomaly,Normal,1.1467346069928228,YES,NO
2017-12-03,2018-01-15,Normal,Anomaly,Normal,1.1467346069928228,YES,NO
2017-12-10,2018-01-22,Normal,Anomaly,Normal,1.1467346069928228,YES,NO
2017-12-17,2018-01-29,Normal,Anomaly,Normal,1.1467346069928228,YES,NO
2017-12-24,2018-02-05,Normal,Anomaly,Normal,1.1467346069928228,YES,NO
2017-12-31,2018-02-12,Normal,Anomaly,Normal,1.2540894220283534,YES,NO
2018-01-07,2018-02-19,Normal,Anomaly,Normal,1.5326521545979566,YES,NO
2018-01-14,2018-02-26,Normal,Anomaly,Normal,1.5326521545979566,YES,NO
2018-01-21,2018-03-05,Normal,Anomaly,Normal,1.8638573743922204,YES,NO
2018-01-28,2018-03-12,Normal,Anomaly,Normal,2.553663952627683,YES,NO
2018-02-04,2018-03-19,Normal,Anomaly,Normal,2.4041335743635,YES,NO
2018-02-11,2018-03-26,Normal,Normal,Normal,2.190622598001537,YES,NO
2018-02-18,2018-04-02,Normal,Normal,Normal,1.8784972022382087,YES,NO
2018-02-25,2018-04-09,Anomaly,Normal,Normal,1.7985611510791366,NO,YES
2018-03-04,2018-04-16,Anomaly,Normal,Normal,1.52766308835673,NO,YES
2018-03-11,2018-04-23,Normal,Normal,Normal,1.1973575557390586,NO,YES
2018-03-18,2018-04-30,Normal,Normal,Normal,1.1582681134160566,NO,YES
2018-03-25,2018-05-07,Normal,Normal,Normal,1.116901395079769,NO,YES
2018-04-01,2018-05-14,Normal,Normal,Normal,1.100762066045724,NO,YES
2018-04-08,2018-05-21,Normal,Normal,Normal,1.1693914623069936,NO,NO
2018-04-15,2018-05-28,Normal,Normal,Normal,1.1988582302568982,NO,NO
2018-04-22,2018-06-04,Normal,Normal,Normal,1.1988582302568982,NO,NO
2018-04-29,2018-06-11,Normal,Normal,Normal,1.1988582302568982,NO,NO
2018-05-06,2018-06-18,Normal,Normal,Normal,1.379638439581351,NO,NO
2018-05-13,2018-06-25,Normal,Normal,Normal,1.3986679352997144,NO,YES
2018-05-20,2018-07-02,Normal,Normal,Normal,1.8934348239771648,NO,YES
2018-05-27,2018-07-09,Normal,Normal,Normal,1.8934348239771648,NO,YES
2018-06-03,2018-07-16,Normal,Normal,Normal,1.7289313640312771,NO,YES
2018-06-10,2018-07-23,Normal,Normal,Normal,1.6969869208157211,NO,YES
2018-06-17,2018-07-30,Normal,Normal,Normal,1.4568081991215227,YES,NO
2018-06-24,2018-08-06,Normal,Normal,Normal,1.3574351978171897,YES,NO
2018-07-01,2018-08-13,Normal,Normal,Normal,1.1446833236490412,YES,NO
2018-07-08,2018-08-20,Normal,Normal,Normal,1.10381861575179,NO,YES
2018-07-15,2018-08-27,Normal,Normal,Normal,1.0859188544152745,NO,YES
2018-07-22,2018-09-03,Normal,Normal,Normal,1.3424821002386635,NO,YES
2018-07-29,2018-09-10,Normal,Normal,Normal,1.5668523676880224,YES,NO
2018-08-05,2018-09-17,Normal,Normal,Normal,1.7032551097653292,NO,YES
2018-08-12,2018-09-24,Normal,Normal,Normal,1.7294388931591085,NO,YES
2018-08-19,2018-10-01,Normal,Normal,Normal,1.954821894005213,NO,YES
2018-08-26,2018-10-08,Normal,Normal,Normal,1.954821894005213,NO,YES
2018-09-02,2018-10-15,Normal,Normal,Normal,1.498957428320669,NO,YES
2018-09-09,2018-10-22,Normal,Normal,Normal,1.6555652089849406,NO,YES
2018-09-16,2018-10-29,Normal,Normal,Normal,1.6555652089849406,NO,YES
2018-09-23,2018-11-05,Normal,Normal,Normal,1.6555652089849406,NO,YES
2018-09-30,2018-11-12,Normal,Normal,Normal,1.6555652089849406,NO,YES
2018-10-07,2018-11-19,Normal,Normal,Normal,1.5866407623161256,NO,YES
2018-10-14,2018-11-26,Normal,Normal,Normal,1.4646852848129646,NO,YES
2018-10-21,2018-12-03,Normal,Normal,Normal,1.3899019369377583,NO,YES
2018-10-28,2018-12-10,Normal,Normal,Normal,1.39186295503212,NO,YES
2018-11-04,2018-12-17,Normal,Normal,Normal,1.4433752775721689,NO,YES
2018-11-11,2018-12-24,Normal,Normal,Normal,1.4433752775721689,YES,NO
2018-11-18,2018-12-31,Normal,Normal,Normal,1.6652433817250214,NO,YES
2018-11-25,2019-01-07,Normal,Normal,Normal,1.7317939609236237,NO,YES
2018-12-02,2019-01-14,Normal,Anomaly,Normal,1.76045741803552,NO,NO
2018-12-09,2019-01-21,Normal,Anomaly,Normal,1.354198013873477,NO,NO
2018-12-16,2019-01-28,Normal,Anomaly,Normal,1.283263832172281,NO,NO
2018-12-23,2019-02-04,Normal,Anomaly,Normal,1.358267716535433,NO,NO
2018-12-30,2019-02-11,Normal,Anomaly,Normal,1.250021445403128,NO,NO
2019-01-06,2019-02-18,Normal,Anomaly,Normal,1.1987381703470033,NO,NO
2019-01-13,2019-02-25,Normal,Normal,Normal,1.237785016286645,NO,NO
2019-01-20,2019-03-04,Normal,Anomaly,Normal,1.251372118551043,NO,NO
2019-01-27,2019-03-11,Normal,Anomaly,Normal,1.233864311297985,NO,NO
2019-02-03,2019-03-18,Normal,Normal,Normal,1.1525795828759604,NO,NO
2019-02-10,2019-03-25,Normal,Normal,Normal,1.1525795828759604,NO,NO
2019-02-17,2019-04-01,Normal,Normal,Normal,1.1525795828759604,NO,NO
2019-02-24,2019-04-08,Normal,Normal,Normal,1.344676180021954,NO,NO
2019-03-03,2019-04-15,Normal,Normal,Normal,1.37211855104281,NO,NO
2019-03-10,2019-04-22,Normal,Normal,Normal,1.37211855104281,NO,NO
2019-03-17,2019-04-29,Normal,Normal,Normal,1.3572204125950054,NO,NO
2019-03-24,2019-05-06,Normal,Normal,Normal,1.3144058885383807,NO,NO
2019-03-31,2019-05-13,Normal,Normal,Normal,1.3406940063091484,NO,NO
2019-04-07,2019-05-20,Normal,Normal,Normal,1.2237093690248566,NO,NO
2019-04-14,2019-05-27,Normal,Normal,Normal,1.25717017208413,NO,YES
2019-04-21,2019-06-03,Normal,Normal,Normal,1.215121512151215,NO,YES
2019-04-28,2019-06-10,Normal,Normal,Normal,1.2522202486678509,NO,YES
2019-05-05,2019-06-17,Normal,Normal,Normal,1.3672217353198948,NO,YES
2019-05-12,2019-06-24,Normal,Normal,Normal,1.2629896083133494,NO,YES
2019-05-19,2019-07-01,Normal,Normal,Normal,1.2629896083133494,NO,YES
2019-05-26,2019-07-08,Normal,Normal,Normal,1.3669064748201438,NO,YES
2019-06-02,2019-07-15,Normal,Normal,Normal,1.3715548621846156,NO,YES
2019-06-09,2019-07-22,Normal,Normal,Normal,1.261516654854713,NO,YES
2019-06-16,2019-07-29,Normal,Normal,Normal,1.261516654854713,NO,YES
2019-06-23,2019-08-05,Normal,Normal,Normal,1.261516654854713,NO,YES
2019-06-30,2019-08-12,Normal,Normal,Normal,1.261516654854713,NO,YES
2019-07-07,2019-08-19,Normal,Normal,Normal,1.1476466795615732,NO,YES
2019-07-14,2019-08-26,Normal,Normal,Normal,1.22501611863314,NO,YES
2019-07-21,2019-09-02,Normal,Normal,Normal,1.218036306869286,NO,YES
2019-07-28,2019-09-09,Normal,Normal,Normal,1.4522740581903026,NO,YES
2019-08-04,2019-09-16,Normal,Normal,Normal,1.4756978333224042,NO,YES
2019-08-11,2019-09-23,Normal,Normal,Normal,1.727503415992497,NO,YES
2019-08-18,2019-09-30,Normal,Normal,Normal,2.301385906728988,YES,NO
2019-08-25,2019-10-07,Normal,Normal,Normal,2.169137836353652,YES,NO
2019-09-01,2019-10-14,Normal,Anomaly,Normal,1.970730084838081,YES,NO
2019-09-08,2019-10-21,Anomaly,Anomaly,Normal,1.5985430999595305,YES,NO
2019-09-15,2019-10-28,Normal,Anomaly,Normal,1.5793682526989203,YES,NO
2019-09-22,2019-11-04,Normal,Anomaly,Normal,1.3592567102546456,YES,NO
