STARTDATE,ENDDATE,MEAN,STD,VALUE,lastYear
2017-01-01,2017-02-13,143.92445631905906,34.83311945232571,176.29166668047566,Normal
2017-01-08,2017-02-20,142.6108515129141,31.047292423642883,171.19223484564787,Normal
2017-01-15,2017-02-27,147.5494002511699,25.663036614806266,172.98516413870345,Normal
2017-01-22,2017-03-06,151.0220959897669,26.490845926635394,177.28566918912958,Normal
2017-01-29,2017-03-13,151.45000366009666,29.646026324237848,180.86875725706176,Normal
2017-02-05,2017-03-20,145.02023454832536,30.66905441542515,175.46201623647778,Normal
2017-02-12,2017-03-27,141.55846234435433,34.32400843757802,175.65519805465962,Normal
2017-02-19,2017-04-03,136.06178447763963,37.872785116317864,173.70729686668477,Normal
2017-02-26,2017-04-10,129.33451175036691,39.06596693449968,168.40047868486656,Normal
2017-03-05,2017-04-17,122.15003047157238,38.06673609194002,160.2167665635124,Normal
2017-03-12,2017-04-24,118.19295976475422,36.09830174875821,154.2912615135124,Normal
2017-03-19,2017-05-01,114.48558692486405,35.30326657176229,149.7888534966263,Normal
2017-03-26,2017-05-08,110.61813202911449,33.53674279238481,144.1548748214993,Normal
2017-04-02,2017-05-15,110.27343508791434,32.612500396639184,142.88593548455353,Normal
2017-04-09,2017-05-22,110.99549171422409,34.936829750221655,145.93232146444572,Normal
2017-04-16,2017-05-29,120.72976905464779,45.48664331888885,149.62550328262753,Normal
2017-04-23,2017-06-05,117.73763351618459,44.093598630468165,145.24032305574366,Normal
2017-04-30,2017-06-12,115.16592208364013,38.476432652469164,137.0514456452002,Normal
2017-05-07,2017-06-19,112.75320979653456,33.15138270246934,129.31368340809482,Normal
2017-05-14,2017-06-26,107.1360561168055,29.42059265910392,119.96573968500034,Normal
2017-05-21,2017-07-03,101.26889813642825,25.02864129086038,109.70663033637952,Normal
2017-05-28,2017-07-10,89.13632237856838,14.195307957811144,103.33163033637953,Anomaly
2017-06-04,2017-07-17,90.94655955132242,11.414190406448576,102.36074995777099,Normal
2017-06-11,2017-07-24,95.17973262790005,11.306017329444812,106.48574995734485,Normal
2017-06-18,2017-07-31,100.25454323424474,11.210373390334963,111.46491662457971,Anomaly
2017-06-25,2017-08-07,103.75055890348416,11.617500170758717,111.44558432669488,Normal
2017-07-02,2017-08-14,104.75148998753652,13.605642582621696,108.52556691351928,Normal
2017-07-09,2017-08-21,104.92913812126723,14.251967872526233,103.5333650034222,Normal
2017-07-16,2017-08-28,103.99853747163829,15.702049041079109,97.8117740943313,Normal
2017-07-23,2017-09-04,101.60374766512308,15.369242701399086,91.28848838584453,Normal
2017-07-30,2017-09-11,102.48322309250838,15.208011910107315,91.7373520226343,Normal
2017-08-06,2017-09-18,107.25202524449983,14.618859516644223,96.57041087207176,Normal
2017-08-13,2017-09-25,114.55773001925759,11.358609287341025,107.27904264431453,Normal
2017-08-20,2017-10-02,128.06883987095577,10.582563436292231,120.42764404348075,Normal
2017-08-27,2017-10-09,134.88133987095574,8.804154345383141,130.21173495257165,Normal
