STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,LOW,HIGH
2016-01-01,2016-02-13,,,Normal,1.9985734664764625,NO,NO
2016-01-08,2016-02-20,,,Normal,1.7845934379457915,NO,NO
2016-01-15,2016-02-27,,,Anomaly,1.6557978397915516,NO,NO
2016-01-22,2016-03-05,,,Anomaly,1.6557978397915516,NO,NO
2016-01-29,2016-03-12,,,Normal,1.5691868758915837,NO,NO
2016-02-01,2016-03-15,Normal,,Normal,1.613905325443787,NO,NO
2016-02-08,2016-03-22,Normal,,Normal,1.3387573964497042,NO,NO
2016-02-15,2016-03-29,Normal,,Normal,1.3387573964497042,NO,NO
2016-02-22,2016-04-05,Normal,,Normal,1.2588757396449703,NO,NO
2016-02-29,2016-04-12,Normal,,Normal,1.2724323752863558,NO,NO
2016-03-07,2016-04-19,Normal,,Normal,1.2724323752863558,NO,NO
2016-03-14,2016-04-26,Normal,,Normal,1.2724323752863558,NO,NO
2016-03-21,2016-05-03,Normal,,Normal,1.1847992915889485,NO,NO
2016-03-28,2016-05-10,Normal,,Normal,1.1847992915889485,NO,NO
2016-04-04,2016-05-17,Normal,,Normal,1.2270531892918353,NO,NO
2016-04-11,2016-05-24,Normal,,Normal,1.2125534950071326,NO,NO
2016-04-18,2016-05-31,Normal,,Normal,1.2154065620542085,NO,NO
2016-04-25,2016-06-07,Normal,,Normal,1.2154065620542085,NO,NO
2016-05-02,2016-06-14,Normal,,Normal,1.326676176890157,NO,NO
2016-05-09,2016-06-21,Normal,,Normal,1.326676176890157,NO,NO
2016-05-16,2016-06-28,Normal,,Normal,1.326676176890157,NO,NO
2016-05-23,2016-07-05,Normal,,Normal,1.2383488681757655,NO,NO
2016-05-30,2016-07-12,Normal,,Normal,1.1984536082474226,NO,NO
2016-06-06,2016-07-19,Normal,,Normal,1.1984536082474226,NO,NO
2016-06-13,2016-07-26,Normal,,Normal,1.1597938144329898,NO,NO
2016-06-20,2016-08-02,Normal,,Normal,1.1291235148309955,NO,NO
2016-06-27,2016-08-09,Normal,,Normal,1.0890017321355585,NO,NO
2016-07-04,2016-08-16,Normal,,Normal,1.2308638057672197,NO,NO
2016-07-11,2016-08-23,Normal,,Normal,1.3664457462900457,NO,NO
2016-07-18,2016-08-30,Normal,,Normal,1.3664457462900457,NO,NO
2016-07-25,2016-09-06,Normal,,Normal,1.5196954716268127,NO,NO
2016-08-01,2016-09-13,Normal,,Normal,1.9953051643192488,NO,NO
2016-08-08,2016-09-20,Normal,,Anomaly,2.094183090225115,NO,NO
2016-08-15,2016-09-27,Normal,,Normal,2.043620744565836,NO,NO
2016-08-22,2016-10-04,Normal,,Anomaly,1.8525509451544424,NO,NO
2016-08-29,2016-10-11,Normal,,Anomaly,2.1949117470758908,NO,NO
2016-09-05,2016-10-18,Normal,,Anomaly,2.1949117470758908,NO,NO
2016-09-12,2016-10-25,Anomaly,,Anomaly,2.1949117470758908,NO,NO
2016-09-19,2016-11-01,Normal,,Normal,2.230125434580178,NO,NO
2016-09-26,2016-11-08,Normal,,Normal,2.351314661157561,NO,NO
2016-10-03,2016-11-15,Normal,,Normal,2.117935619926324,NO,NO
2016-10-10,2016-11-22,Normal,,Normal,1.6082884854666497,NO,NO
2016-10-17,2016-11-29,Normal,,Anomaly,1.6082884854666497,NO,NO
2016-10-24,2016-12-06,Normal,,Anomaly,1.7687963183475528,NO,NO
2016-10-31,2016-12-13,Normal,,Normal,2.112676056338028,NO,NO
2016-11-07,2016-12-20,Normal,,Normal,2.112676056338028,NO,NO
2016-11-14,2016-12-27,Normal,,Normal,2.112676056338028,NO,NO
2016-11-21,2017-01-03,Normal,,Normal,2.112676056338028,NO,NO
2016-11-28,2017-01-10,Normal,,Normal,2.112676056338028,NO,NO
2016-12-05,2017-01-17,Normal,,Normal,2.112676056338028,NO,NO
2016-12-12,2017-01-24,Normal,,Normal,1.6075388026607538,NO,NO
2016-12-19,2017-01-31,Normal,,Anomaly,1.4173998044965788,NO,NO
2016-12-26,2017-02-07,Normal,,Anomaly,1.5821499656914415,NO,NO
2017-01-01,2017-02-13,Normal,Normal,Anomaly,1.5821499656914415,NO,NO
2017-01-08,2017-02-20,Normal,Normal,Anomaly,1.445867728116044,NO,NO
2017-01-15,2017-02-27,Normal,Normal,Anomaly,1.3747228381374723,NO,NO
2017-01-22,2017-03-06,Normal,Normal,Anomaly,1.3082039911308203,NO,NO
2017-01-29,2017-03-13,Normal,Normal,Anomaly,1.3082039911308203,NO,NO
2017-02-05,2017-03-20,Normal,Normal,Anomaly,1.3325942350332594,NO,NO
2017-02-12,2017-03-27,Normal,Normal,Normal,1.419068736141907,NO,NO
2017-02-19,2017-04-03,Normal,Normal,Normal,1.348644268403319,NO,NO
2017-02-26,2017-04-10,Normal,Normal,Anomaly,1.3008130081300813,NO,NO
2017-03-05,2017-04-17,Normal,Normal,Anomaly,1.2030075187969924,NO,NO
2017-03-12,2017-04-24,Normal,Normal,Anomaly,1.1967090501323303,NO,NO
2017-03-19,2017-05-01,Normal,Normal,Anomaly,1.3738000103406782,NO,NO
2017-03-26,2017-05-08,Normal,Normal,Anomaly,1.5027400151427184,NO,NO
2017-04-02,2017-05-15,Normal,Normal,Anomaly,1.4463840399002494,NO,NO
2017-04-09,2017-05-22,Normal,Normal,Anomaly,1.645299145235834,NO,NO
2017-04-16,2017-05-29,Normal,Normal,Anomaly,1.6438152887874566,NO,NO
2017-04-23,2017-06-05,Normal,Normal,Normal,1.5653328141502858,NO,NO
2017-04-30,2017-06-12,Normal,Normal,Normal,1.623931623931624,NO,NO
2017-05-07,2017-06-19,Normal,Normal,Normal,1.6809116809116809,NO,NO
2017-05-14,2017-06-26,Normal,Normal,Normal,1.6809116809116809,NO,NO
2017-05-21,2017-07-03,Normal,Normal,Normal,1.3721748465216383,NO,NO
2017-05-28,2017-07-10,Normal,Normal,Normal,1.4210149681774933,NO,NO
2017-06-04,2017-07-17,Normal,Normal,Normal,1.3921295490862216,NO,NO
2017-06-11,2017-07-24,Normal,Normal,Normal,1.6539923954372624,NO,NO
2017-06-18,2017-07-31,Normal,Normal,Normal,2.652511185381629,NO,NO
2017-06-25,2017-08-07,Normal,Normal,Normal,4.190566987103579,NO,NO
2017-07-02,2017-08-14,Normal,Normal,Normal,4.520295202952029,NO,YES
2017-07-09,2017-08-21,Normal,Normal,Normal,4.430463510045547,NO,YES
2017-07-16,2017-08-28,Normal,Normal,Normal,4.430463510045547,NO,YES
2017-07-23,2017-09-04,Normal,Normal,Normal,2.9908041286550446,NO,YES
2017-07-30,2017-09-11,Normal,Normal,Normal,1.958433253397282,YES,NO
2017-08-06,2017-09-18,Normal,Normal,Normal,2.7361544334836205,YES,NO
2017-08-13,2017-09-25,Normal,Normal,Normal,2.456955001495496,NO,YES
2017-08-20,2017-10-02,Normal,Normal,Normal,2.283598305552458,YES,NO
2017-08-27,2017-10-09,Normal,Normal,Normal,2.8031622971607706,NO,YES
2017-09-03,2017-10-16,Normal,Normal,Normal,2.8031622971607706,NO,YES
2017-09-10,2017-10-23,Normal,Normal,Normal,3.2616984524758634,NO,YES
2017-09-17,2017-10-30,Normal,Anomaly,Normal,2.7052308430346903,NO,YES
2017-09-24,2017-11-06,Normal,Anomaly,Normal,2.2371799852622467,YES,NO
2017-10-01,2017-11-13,Normal,Anomaly,Normal,2.1613502875137867,YES,NO
2017-10-08,2017-11-20,Normal,Anomaly,Normal,1.7457777214272807,YES,NO
2017-10-15,2017-11-27,Normal,Anomaly,Normal,1.823026773528144,YES,NO
2017-10-22,2017-12-04,Normal,Anomaly,Normal,1.8408144759277625,YES,NO
2017-10-29,2017-12-11,Normal,Anomaly,Normal,1.8408144759277625,YES,NO
2017-11-05,2017-12-18,Normal,Anomaly,Normal,1.8408144759277625,YES,NO
2017-11-12,2017-12-25,Normal,Anomaly,Normal,1.8408144759277625,YES,NO
2017-11-19,2018-01-01,Normal,Anomaly,Normal,1.8408144759277625,YES,NO
2017-11-26,2018-01-08,Normal,Anomaly,Normal,1.7344915708526245,YES,NO
2017-12-03,2018-01-15,Normal,Anomaly,Normal,1.6050451341833198,YES,NO
2017-12-10,2018-01-22,Normal,Anomaly,Normal,1.374690061390315,YES,NO
2017-12-17,2018-01-29,Normal,Anomaly,Normal,1.8135245901639343,YES,NO
2017-12-24,2018-02-05,Normal,Anomaly,Normal,2.43801652892562,YES,NO
2017-12-31,2018-02-12,Normal,Anomaly,Normal,2.43801652892562,YES,NO
2018-01-07,2018-02-19,Normal,Anomaly,Normal,2.2613406795174287,YES,NO
2018-01-14,2018-02-26,Anomaly,Normal,Normal,2.764923919975415,YES,NO
2018-01-21,2018-03-05,Anomaly,Normal,Anomaly,2.9948552230918737,NO,YES
2018-01-28,2018-03-12,Anomaly,Normal,Anomaly,3.158505154639175,YES,NO
2018-02-04,2018-03-19,Anomaly,Normal,Anomaly,3.2593085106382977,NO,NO
2018-02-11,2018-03-26,Anomaly,Normal,Anomaly,2.536803817260358,NO,NO
2018-02-18,2018-04-02,Anomaly,Normal,Anomaly,2.212357341224335,NO,NO
2018-02-25,2018-04-09,Anomaly,Normal,Anomaly,1.6918647544944432,NO,NO
2018-03-04,2018-04-16,Anomaly,Normal,Anomaly,1.7802068962301651,NO,NO
2018-03-11,2018-04-23,Anomaly,Normal,Normal,1.4309484193011648,NO,NO
2018-03-18,2018-04-30,Anomaly,Normal,Normal,2.144638403990025,NO,NO
2018-03-25,2018-05-07,Normal,Normal,Normal,2.060607557552871,NO,NO
2018-04-01,2018-05-14,Normal,Normal,Normal,1.9326683291770568,NO,NO
2018-04-08,2018-05-21,Normal,Normal,Anomaly,1.8453865336658355,NO,NO
2018-04-15,2018-05-28,Normal,Normal,Anomaly,1.8866480531130183,NO,NO
2018-04-22,2018-06-04,Normal,Normal,Anomaly,2.1221945137157108,NO,NO
2018-04-29,2018-06-11,Normal,Normal,Normal,1.415973377703827,NO,NO
2018-05-06,2018-06-18,Normal,Normal,Normal,1.6011667680003232,NO,NO
2018-05-13,2018-06-25,Normal,Normal,Normal,2.08153078202995,NO,NO
2018-05-20,2018-07-02,Normal,Normal,Normal,1.988335566279356,NO,NO
2018-05-27,2018-07-09,Normal,Normal,Normal,1.81095589791664,NO,YES
