STARTDATE,ENDDATE,MEAN,STD,VALUE,lastYear
2017-01-01,2017-02-13,2399.559174521428,1457.7482776508123,3317.1915728249946,Normal
2017-01-08,2017-02-20,2583.3952116468677,2000.9155908321256,3436.8806003807695,Normal
2017-01-15,2017-02-27,2762.833986498372,2627.8938961844665,3551.5659358995576,Normal
2017-01-22,2017-03-06,2816.5078582687524,3355.5063497874216,3430.72593973544,Normal
2017-01-29,2017-03-13,2813.8474197505843,4067.1782571075005,2841.4378760424074,Normal
2017-02-05,2017-03-20,2849.513809451609,4688.638293810974,2322.92234565662,Normal
2017-02-12,2017-03-27,2904.6495201439757,5071.80243398063,1950.0875190350437,Normal
2017-02-19,2017-04-03,2829.183845807169,5330.917028784646,1713.53030367121,Normal
2017-02-26,2017-04-10,2698.0682294497497,5441.263397352897,1248.5503710779442,Normal
2017-03-05,2017-04-17,2672.82790405838,5446.913306402157,754.8283169261144,Normal
2017-03-12,2017-04-24,2761.656813765309,5372.699944679335,1317.5759969282442,Normal
2017-03-19,2017-05-01,2801.9535696660155,5272.164604390895,1497.2115607017186,Normal
2017-03-26,2017-05-08,2770.8390700259547,5133.454793009395,1747.8243578740642,Normal
2017-04-02,2017-05-15,2775.9236486346567,4928.5671357187875,1919.6087706390347,Normal
2017-04-09,2017-05-22,2828.0235127469214,4754.832745279972,2021.3051490683392,Normal
2017-04-16,2017-05-29,2843.1269261708167,4581.824418828523,2523.1522079801402,Normal
2017-04-23,2017-06-05,2825.6670618066532,4399.568691336129,2454.441253847416,Normal
2017-04-30,2017-06-12,2765.6852232546134,4225.22456976238,2435.412748339961,Normal
2017-05-07,2017-06-19,2681.5789897072714,4049.4739790977255,2454.6261228190706,Normal
2017-05-14,2017-06-26,2610.888226203221,3865.2845993350475,2374.218752687053,Normal
2017-05-21,2017-07-03,2457.337620551906,3720.0756795761467,2390.118508851541,Normal
2017-05-28,2017-07-10,2330.8730722581786,3581.598530241563,2296.19858955919,Normal
2017-06-04,2017-07-17,2207.1054393316135,3419.951250288586,2129.2545430051337,Normal
2017-06-11,2017-07-24,2099.6480441155923,3235.4339223923203,2143.956545445119,Normal
2017-06-18,2017-07-31,2008.5747124482739,3040.4278229967485,2080.39473012892,Normal
2017-06-25,2017-08-07,1951.4784415556906,2841.4020774217097,2113.76055663372,Normal
2017-07-02,2017-08-14,1954.9276618454626,2622.538540356002,2205.60512471344,Normal
2017-07-09,2017-08-21,1966.717498095095,2358.8367727981017,2242.657223263829,Normal
