COMMODITY,STATENAME,MANDINAME,CENTRENAME,DATAPERCENTAGE
POTATO,MADHYA PRADESH,BADNAWAR(F&V),INDORE,4.092219020172911
POTATO,MADHYA PRADESH,JAORA,INDORE,3.804034582132565
POTATO,MADHYA PRADESH,NALKEHDA,INDORE,3.631123919308357
POTATO,MADHYA PRADESH,ASHTA,BHOPAL,3.112391930835735
POTATO,MADHYA PRADESH,MHOW,INDORE,2.0172910662824206
POTATO,MADHYA PRADESH,GAUTAMPURA,INDORE,1.095100864553314
POTATO,MADHYA PRADESH,MANAWAR,INDORE,0.6340057636887608
POTATO,MADHYA PRADESH,THANDLA,INDORE,0.46109510086455335
POTATO,MADHYA PRADESH,JORA,GWALIOR,0.46109510086455335
POTATO,MADHYA PRADESH,SARANGPUR,BHOPAL,0.11527377521613834
POTATO,MADHYA PRADESH,SENDHWA,INDORE,0.05763688760806917
POTATO,MADHYA PRADESH,DHAR,INDORE,0.05763688760806917
POTATO,NCT OF DELHI,SHAHDARA,DELHI,83.342939481268
POTATO,NCT OF DELHI,AZADPUR,DELHI,82.59365994236312
POTATO,NCT OF DELHI,KESHOPUR,DELHI,61.84438040345821
POTATO,PUNJAB,AJNALA,AMRITSAR,88.93371757925071
POTATO,PUNJAB,ZIRA,AMRITSAR,87.26224783861672
POTATO,PUNJAB,MALERKOTLA,LUDHIANA,86.74351585014409
POTATO,PUNJAB,SANGRUR,LUDHIANA,84.61095100864553
POTATO,PUNJAB,BARNALA,LUDHIANA,84.38040345821327
POTATO,PUNJAB,PATTI,AMRITSAR,83.80403458213257
POTATO,PUNJAB,RAMAN,BATHINDA,82.88184438040346
POTATO,PUNJAB,NABHA,LUDHIANA,82.70893371757924
POTATO,PUNJAB,DHARAMKOT,LUDHIANA,82.01729106628241
POTATO,PUNJAB,PHILLAUR(APRA MANDI),LUDHIANA,80.0
POTATO,PUNJAB,DHARIWAL,AMRITSAR,79.42363112391931
POTATO,PUNJAB,SUNAM,LUDHIANA,78.90489913544668
POTATO,PUNJAB,JALANDHAR CITY(JALANDHAR),LUDHIANA,77.69452449567723
POTATO,PUNJAB,JAGRAON,LUDHIANA,76.71469740634006
POTATO,PUNJAB,BILGA,LUDHIANA,76.71469740634006
POTATO,PUNJAB,TANDA URMUR,AMRITSAR,76.54178674351584
POTATO,PUNJAB,RAYYA,AMRITSAR,75.1585014409222
POTATO,PUNJAB,MALOUT,BATHINDA,74.81268011527378
POTATO,PUNJAB,GIDDARBAHA,BATHINDA,73.8328530259366
POTATO,PUNJAB,TARANTARAN,AMRITSAR,73.77521613832853
POTATO,PUNJAB,MAKHU,AMRITSAR,73.54466858789625
POTATO,PUNJAB,AMRITSAR(AMRITSAR MEWA MANDI),AMRITSAR,73.0835734870317
POTATO,PUNJAB,ADAMPUR,LUDHIANA,73.02593659942363
POTATO,PUNJAB,PHAGWARA,LUDHIANA,72.56484149855908
POTATO,PUNJAB,DHURI,LUDHIANA,71.87319884726224
POTATO,PUNJAB,GURU HAR SAHAI,BATHINDA,71.75792507204612
POTATO,PUNJAB,NAWAN SHAHAR(SUBZI MANDI),BATHINDA,71.70028818443804
POTATO,PUNJAB,BUDALADA,BATHINDA,70.14409221902017
POTATO,PUNJAB,SAMRALA,LUDHIANA,69.45244956772333
POTATO,PUNJAB,BAGHAPURANA,BATHINDA,69.3371757925072
POTATO,PUNJAB,NOOR MEHAL,AMRITSAR,69.04899135446686
POTATO,PUNJAB,FARIDKOT,BATHINDA,68.29971181556196
POTATO,PUNJAB,MOGA,BATHINDA,67.78097982708934
POTATO,PUNJAB,BHUCHO,BATHINDA,67.31988472622479
POTATO,PUNJAB,BHAWANIGARH,LUDHIANA,66.34005763688761
POTATO,PUNJAB,SAHNEWAL,LUDHIANA,65.70605187319885
POTATO,PUNJAB,ABOHAR,BATHINDA,64.61095100864553
POTATO,PUNJAB,GARH SHANKAR,LUDHIANA,63.51585014409223
POTATO,PUNJAB,GONIANA,BATHINDA,63.112391930835734
POTATO,PUNJAB,KHANNA,LUDHIANA,60.80691642651297
POTATO,PUNJAB,GARH SHANKAR(MAHALPUR),LUDHIANA,60.69164265129683
POTATO,PUNJAB,GORAYA,LUDHIANA,60.69164265129683
POTATO,PUNJAB,RAIKOT,LUDHIANA,60.576368876080686
POTATO,PUNJAB,GURDASPUR,AMRITSAR,60.576368876080686
POTATO,PUNJAB,MUKTSAR,BATHINDA,60.46109510086455
POTATO,PUNJAB,DINANAGAR,AMRITSAR,60.05763688760807
POTATO,PUNJAB,FIROZEPUR CITY,LUDHIANA,59.42363112391931
POTATO,PUNJAB,MAMDOT,BATHINDA,59.30835734870317
POTATO,PUNJAB,BANGA,LUDHIANA,57.636887608069166
POTATO,PUNJAB,TALWANDI SABO,BATHINDA,55.44668587896253
POTATO,PUNJAB,FAZILKA,BATHINDA,55.04322766570605
POTATO,PUNJAB,BATHINDA,BATHINDA,54.7550432276657
POTATO,PUNJAB,MACHHIWARA,LUDHIANA,49.79827089337176
POTATO,PUNJAB,BATALA,AMRITSAR,47.49279538904899
POTATO,PUNJAB,HOSHIARPUR,LUDHIANA,45.70605187319885
POTATO,PUNJAB,DORAHA,LUDHIANA,45.53314121037464
POTATO,PUNJAB,KAPURTHALA,AMRITSAR,44.610951008645536
POTATO,PUNJAB,FEROZEPUR CANTT.,AMRITSAR,42.4207492795389
POTATO,PUNJAB,KOT ISE KHAN,AMRITSAR,42.247838616714695
POTATO,PUNJAB,RAMPURAPHUL(NABHA MANDI),BATHINDA,40.57636887608069
POTATO,PUNJAB,BALACHAUR,LUDHIANA,40.345821325648416
POTATO,PUNJAB,F.G.CHURIAN,AMRITSAR,40.0
POTATO,PUNJAB,SARDULGARH,BATHINDA,38.55907780979827
POTATO,PUNJAB,QUADIAN,AMRITSAR,37.23342939481268
POTATO,PUNJAB,BARIWALA,BATHINDA,36.77233429394813
POTATO,PUNJAB,GEHRI(JANDIALA MANDI),AMRITSAR,32.10374639769453
POTATO,PUNJAB,LOHIAN KHAS,AMRITSAR,31.52737752161383
POTATO,PUNJAB,MAUR,BATHINDA,24.78386167146974
POTATO,PUNJAB,BHAGTA BHAI KA,BATHINDA,22.478386167146976
POTATO,PUNJAB,NAKODAR,LUDHIANA,22.420749279538903
POTATO,PUNJAB,NIHAL SINGH WALA,BATHINDA,22.074927953890487
POTATO,PUNJAB,NAWAN SHAHAR(MANDIRAHO),BATHINDA,19.193083573487034
POTATO,PUNJAB,TAPA,BATHINDA,17.579250720461097
POTATO,PUNJAB,DERA BABA NANAK,AMRITSAR,16.829971181556196
POTATO,PUNJAB,NAWAN SHAHAR(MANDI AUR),BATHINDA,16.253602305475503
POTATO,PUNJAB,LUDHIANA,LUDHIANA,15.677233429394812
POTATO,PUNJAB,BHULATH,AMRITSAR,10.317002881844381
POTATO,PUNJAB,SADIQ,BATHINDA,10.028818443804035
POTATO,PUNJAB,BHOGPUR,LUDHIANA,9.913544668587896
POTATO,PUNJAB,SHAHKOT,AMRITSAR,8.93371757925072
POTATO,PUNJAB,KOTKAPURA,BATHINDA,8.069164265129682
POTATO,PUNJAB,FAZILKA (LADHUKA),BATHINDA,6.455331412103746
POTATO,PUNJAB,TALWANDI BHAI,BATHINDA,6.397694524495677
POTATO,PUNJAB,MEHATPUR,LUDHIANA,5.475504322766571
POTATO,PUNJAB,MEHTA,AMRITSAR,3.5734870317002883
POTATO,PUNJAB,AHMEDGARH,LUDHIANA,2.9394812680115274
POTATO,PUNJAB,DHILWAN,AMRITSAR,1.8443804034582134
POTATO,PUNJAB,PHILLAUR,LUDHIANA,1.4985590778097981
POTATO,PUNJAB,RAMPURA PHUL,BATHINDA,0.1729106628242075
POTATO,PUNJAB,MAMDOT(TIBBI KHURD),BATHINDA,0.1729106628242075
POTATO,UTTAR PRADESH,FAIZABAD,LUCKNOW,94.69740634005763
POTATO,UTTAR PRADESH,LAKHIMPUR,LUCKNOW,90.31700288184437
POTATO,UTTAR PRADESH,BASTI,VARANASI,88.87608069164266
POTATO,UTTAR PRADESH,LUCKNOW,LUCKNOW,85.64841498559078
POTATO,UTTAR PRADESH,PRATAPGARH,VARANASI,83.86167146974063
POTATO,UTTAR PRADESH,FIROZABAD,AGRA,83.68876080691643
POTATO,UTTAR PRADESH,GONDA,LUCKNOW,83.51585014409221
POTATO,UTTAR PRADESH,BARABANKI,LUCKNOW,82.65129682997117
POTATO,UTTAR PRADESH,JALAUN,KANPUR,81.95965417867436
POTATO,UTTAR PRADESH,FATEHPUR,KANPUR,81.38328530259365
POTATO,UTTAR PRADESH,BAHRAICH,LUCKNOW,81.26801152737752
POTATO,UTTAR PRADESH,PUKHRAYAN,KANPUR,80.92219020172911
POTATO,UTTAR PRADESH,AURAIYA,KANPUR,80.63400576368876
POTATO,UTTAR PRADESH,KANPUR(GRAIN),KANPUR,80.51873198847262
POTATO,UTTAR PRADESH,KANNAUJ,KANPUR,80.11527377521614
POTATO,UTTAR PRADESH,AZAMGARH,VARANASI,79.94236311239193
POTATO,UTTAR PRADESH,BHARUASUMERPUR,KANPUR,79.65417867435158
POTATO,UTTAR PRADESH,MAINPURI,AGRA,79.53890489913545
POTATO,UTTAR PRADESH,GAZIPUR,AGRA,79.48126801152738
POTATO,UTTAR PRADESH,MADHOGANJ,KANPUR,78.96253602305475
POTATO,UTTAR PRADESH,MIRZAPUR,VARANASI,78.84726224783861
POTATO,UTTAR PRADESH,UNNAO,KANPUR,78.44380403458213
POTATO,UTTAR PRADESH,AGRA,AGRA,77.98270893371757
POTATO,UTTAR PRADESH,KASGANJ,AGRA,77.7521613832853
POTATO,UTTAR PRADESH,ETAH,AGRA,77.34870317002883
POTATO,UTTAR PRADESH,HARDOI,KANPUR,77.34870317002883
POTATO,UTTAR PRADESH,JAUNPUR,VARANASI,77.1757925072046
POTATO,UTTAR PRADESH,SHAHGANJ,VARANASI,77.06051873198847
POTATO,UTTAR PRADESH,ALIGARH,AGRA,76.94524495677233
POTATO,UTTAR PRADESH,HAATHRAS,AGRA,76.657060518732
POTATO,UTTAR PRADESH,KHAIR,AGRA,76.02305475504323
POTATO,UTTAR PRADESH,BANDA,KANPUR,75.6772334293948
POTATO,UTTAR PRADESH,ORAI,KANPUR,75.44668587896254
POTATO,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),KANPUR,75.1585014409222
POTATO,UTTAR PRADESH,FARUKHABAD,KANPUR,74.98559077809799
POTATO,UTTAR PRADESH,PARTAVAL,VARANASI,74.87031700288185
POTATO,UTTAR PRADESH,ROBERTSGANJ,VARANASI,73.8328530259366
POTATO,UTTAR PRADESH,CHANDOLI,LUCKNOW,73.25648414985591
POTATO,UTTAR PRADESH,BALRAMPUR,LUCKNOW,72.04610951008645
POTATO,UTTAR PRADESH,VARANASI(F&V),VARANASI,71.52737752161383
POTATO,UTTAR PRADESH,DEVARIYA,LUCKNOW,70.835734870317
POTATO,UTTAR PRADESH,KHAIRAGARH,AGRA,70.77809798270893
POTATO,UTTAR PRADESH,JAFARGANJ,KANPUR,70.37463976945246
POTATO,UTTAR PRADESH,SITAPUR,LUCKNOW,69.68299711815563
POTATO,UTTAR PRADESH,DIVAI,AGRA,69.27953890489914
POTATO,UTTAR PRADESH,BHARTHNA,KANPUR,68.64553314121038
POTATO,UTTAR PRADESH,BINDKI,KANPUR,68.53025936599424
POTATO,UTTAR PRADESH,JAYAS,LUCKNOW,68.53025936599424
POTATO,UTTAR PRADESH,CHOUBEPUR,VARANASI,68.29971181556196
POTATO,UTTAR PRADESH,SAHIYAPUR,LUCKNOW,68.12680115273776
POTATO,UTTAR PRADESH,MAHOBA,KANPUR,68.01152737752162
POTATO,UTTAR PRADESH,SIRSAGANJ,AGRA,67.95389048991355
POTATO,UTTAR PRADESH,ANWALA,AGRA,67.6657060518732
POTATO,UTTAR PRADESH,MAUDAHA,KANPUR,67.60806916426513
POTATO,UTTAR PRADESH,AWAGARH,AGRA,67.31988472622479
POTATO,UTTAR PRADESH,RURA,KANPUR,67.20461095100865
POTATO,UTTAR PRADESH,KAYAMGANJ,AGRA,66.34005763688761
POTATO,UTTAR PRADESH,BIJNAUR,LUCKNOW,66.10951008645533
POTATO,UTTAR PRADESH,SHIKOHABAD,AGRA,64.95677233429394
POTATO,UTTAR PRADESH,MATHURA,AGRA,64.55331412103746
POTATO,UTTAR PRADESH,RAATH,KANPUR,64.43804034582132
POTATO,UTTAR PRADESH,SAFDARGANJ,LUCKNOW,64.32276657060518
POTATO,UTTAR PRADESH,ACHNERA,AGRA,64.14985590778099
POTATO,UTTAR PRADESH,NAUGARH,VARANASI,63.861671469740635
POTATO,UTTAR PRADESH,AKBARPUR,KANPUR,63.68876080691642
POTATO,UTTAR PRADESH,SEHJANWA,VARANASI,62.99711815561959
POTATO,UTTAR PRADESH,CHORICHORA,VARANASI,61.72910662824207
POTATO,UTTAR PRADESH,GORAKHPUR,VARANASI,61.61383285302594
POTATO,UTTAR PRADESH,JASVANTNAGAR,AGRA,61.26801152737752
POTATO,UTTAR PRADESH,UJHANI,AGRA,59.94236311239193
POTATO,UTTAR PRADESH,BANGARMAU,KANPUR,59.654178674351584
POTATO,UTTAR PRADESH,JAGNAIR,AGRA,59.36599423631124
POTATO,UTTAR PRADESH,VISWAN,LUCKNOW,59.2507204610951
POTATO,UTTAR PRADESH,GANJDUDWARA,AGRA,59.19308357348703
POTATO,UTTAR PRADESH,FATEHPUR SIKRI,AGRA,59.02017291066283
POTATO,UTTAR PRADESH,KOPAGANJ,VARANASI,58.501440922190206
POTATO,UTTAR PRADESH,HARGAON (LAHARPUR),LUCKNOW,58.09798270893371
POTATO,UTTAR PRADESH,GHIRAUR,AGRA,57.52161383285303
POTATO,UTTAR PRADESH,DIBIAPUR,KANPUR,57.46397694524495
POTATO,UTTAR PRADESH,BABERU,KANPUR,56.887608069164266
POTATO,UTTAR PRADESH,SALON,LUCKNOW,56.65706051873198
POTATO,UTTAR PRADESH,GOLAGOKARNATH,LUCKNOW,56.42651296829971
POTATO,UTTAR PRADESH,SAMSABAD,KANPUR,56.080691642651296
POTATO,UTTAR PRADESH,SOHARATGARH,VARANASI,55.56195965417867
POTATO,UTTAR PRADESH,FATEHABAD,AGRA,55.5043227665706
POTATO,UTTAR PRADESH,ATRAULI,LUCKNOW,55.44668587896253
POTATO,UTTAR PRADESH,CHARRA,AGRA,55.44668587896253
POTATO,UTTAR PRADESH,JARAR,AGRA,55.27377521613833
POTATO,UTTAR PRADESH,TUNDLA,AGRA,54.351585014409224
POTATO,UTTAR PRADESH,CHAANDPUR,VARANASI,54.00576368876081
POTATO,UTTAR PRADESH,ALIGANJ,LUCKNOW,53.8328530259366
POTATO,UTTAR PRADESH,CHITWADAGAON,VARANASI,53.77521613832853
POTATO,UTTAR PRADESH,LALGANJ,VARANASI,53.42939481268012
POTATO,UTTAR PRADESH,ANANDNAGAR,VARANASI,53.42939481268012
POTATO,UTTAR PRADESH,NAANPARA,LUCKNOW,52.853025936599416
POTATO,UTTAR PRADESH,GADAURA,KANPUR,52.10374639769453
POTATO,UTTAR PRADESH,JANGIPURA,VARANASI,51.930835734870314
POTATO,UTTAR PRADESH,SANDI,KANPUR,50.25936599423632
POTATO,UTTAR PRADESH,KHALILABAD,VARANASI,49.221902017291065
POTATO,UTTAR PRADESH,SHAHABAD(NEW MANDI),KANPUR,47.95389048991354
POTATO,UTTAR PRADESH,UTTARIPURA,KANPUR,47.665706051873194
POTATO,UTTAR PRADESH,MUSKARA,KANPUR,47.49279538904899
POTATO,UTTAR PRADESH,MUGRABAADSHAHPUR,VARANASI,45.18731988472622
POTATO,UTTAR PRADESH,SHAHASWAN,AGRA,45.01440922190202
POTATO,UTTAR PRADESH,YUSUFPUR,VARANASI,44.841498559077806
POTATO,UTTAR PRADESH,WANSI,VARANASI,44.55331412103746
POTATO,UTTAR PRADESH,MOHAMADABAD,VARANASI,43.170028818443804
POTATO,UTTAR PRADESH,VILTHARAROAD,VARANASI,41.4985590778098
POTATO,UTTAR PRADESH,RASDA,LUCKNOW,40.0
POTATO,UTTAR PRADESH,NAWABGANJ,LUCKNOW,39.654178674351584
POTATO,UTTAR PRADESH,MEHMOODABAD,LUCKNOW,39.596541786743515
POTATO,UTTAR PRADESH,JHIJHANK,KANPUR,38.61671469740634
POTATO,UTTAR PRADESH,TANDA,VARANASI,38.38616714697407
POTATO,UTTAR PRADESH,ACHALDA,KANPUR,38.27089337175792
POTATO,UTTAR PRADESH,SHADABAD,AGRA,37.867435158501436
POTATO,UTTAR PRADESH,JAHANABAD,KANPUR,37.52161383285302
POTATO,UTTAR PRADESH,BEWAR,KANPUR,36.945244956772335
POTATO,UTTAR PRADESH,PURWA,LUCKNOW,35.73487031700288
POTATO,UTTAR PRADESH,SAIDPUR,VARANASI,35.158501440922194
POTATO,UTTAR PRADESH,NAUTNAVA,VARANASI,35.10086455331412
POTATO,UTTAR PRADESH,RUDAULI,LUCKNOW,33.02593659942363
POTATO,UTTAR PRADESH,GOPIGANJ,VARANASI,32.622478386167145
POTATO,UTTAR PRADESH,VARIPAAL,KANPUR,31.873198847262245
POTATO,UTTAR PRADESH,SIKANDRARAAU,AGRA,31.469740634005767
POTATO,UTTAR PRADESH,BHEHJOI,VARANASI,27.319884726224785
POTATO,UTTAR PRADESH,SANDILA,LUCKNOW,26.051873198847264
POTATO,UTTAR PRADESH,KAMLAGANJ,KANPUR,25.763688760806918
POTATO,UTTAR PRADESH,AHIRORA,KANPUR,23.919308357348704
POTATO,UTTAR PRADESH,DUDHI,VARANASI,23.631123919308358
POTATO,UTTAR PRADESH,KHAGA,KANPUR,22.19020172910663
POTATO,UTTAR PRADESH,VILASPUR,AGRA,22.19020172910663
POTATO,UTTAR PRADESH,TIKONIA,LUCKNOW,18.386167146974064
POTATO,UTTAR PRADESH,TULSIPUR,LUCKNOW,15.85014409221902
POTATO,UTTAR PRADESH,MAIGALGANJ,LUCKNOW,15.792507204610951
POTATO,UTTAR PRADESH,MISRIKH,LUCKNOW,15.504322766570604
POTATO,UTTAR PRADESH,RISIA,LUCKNOW,14.524495677233428
POTATO,UTTAR PRADESH,MOHAMMDI,LUCKNOW,14.46685878962536
POTATO,UTTAR PRADESH,UTRAULA,LUCKNOW,12.910662824207492
POTATO,UTTAR PRADESH,TANDA(RAMPUR),VARANASI,8.24207492795389
POTATO,UTTAR PRADESH,PANCHPEDWA,LUCKNOW,3.976945244956772
POTATO,UTTAR PRADESH,MIHIPURWA,LUCKNOW,1.8443804034582134
POTATO,UTTAR PRADESH,PAYAGPUR,LUCKNOW,1.729106628242075
POTATO,UTTAR PRADESH,KURARA,KANPUR,1.3256484149855907
POTATO,UTTAR PRADESH,VARANASI(GRAIN),VARANASI,1.2103746397694526
POTATO,UTTAR PRADESH,BABRALA,AGRA,0.7492795389048991
POTATO,UTTAR PRADESH,DOHARIGHAT,VARANASI,0.69164265129683
POTATO,UTTAR PRADESH,KISHUNPUR,VARANASI,0.2881844380403458
POTATO,UTTAR PRADESH,BACHRANWA,LUCKNOW,0.23054755043227668
POTATO,UTTAR PRADESH,MAHOLI,LUCKNOW,0.05763688760806917
POTATO,WEST BENGAL,BISHNUPUR(BANKURA),KOLKATA,97.9250720461095
POTATO,WEST BENGAL,ULUBERIA,KOLKATA,93.65994236311239
POTATO,WEST BENGAL,RAMKRISHANPUR(HOWRAH),SILIGURI,92.79538904899135
POTATO,WEST BENGAL,DURGAPUR,KOLKATA,91.0086455331412
POTATO,WEST BENGAL,ISLAMPUR,SILIGURI,90.89337175792507
POTATO,WEST BENGAL,SHEORAPHULY,KOLKATA,88.87608069164266
POTATO,WEST BENGAL,KATWA,KOLKATA,87.55043227665706
POTATO,WEST BENGAL,HABRA,KOLKATA,85.76368876080691
POTATO,WEST BENGAL,BARUIPUR(CANNING),KOLKATA,83.11239193083574
POTATO,WEST BENGAL,CHAKDAH,KOLKATA,81.78674351585015
POTATO,WEST BENGAL,RANAGHAT,KOLKATA,81.61383285302594
POTATO,WEST BENGAL,BURDWAN,KOLKATA,80.69164265129683
POTATO,WEST BENGAL,BOLPUR,KOLKATA,79.82708933717579
POTATO,WEST BENGAL,BARASAT,KOLKATA,79.48126801152738
POTATO,WEST BENGAL,NADIA,KOLKATA,79.07780979827089
POTATO,WEST BENGAL,BARA BAZAR (POSTA BAZAR),KOLKATA,73.31412103746398
POTATO,WEST BENGAL,DIAMOND HARBOUR(SOUTH 24-PGS),KOLKATA,71.12391930835736
POTATO,WEST BENGAL,KALNA,KOLKATA,70.66282420749279
POTATO,WEST BENGAL,GHATAL,KOLKATA,70.60518731988472
POTATO,WEST BENGAL,KASIPUR,KOLKATA,69.39481268011527
POTATO,WEST BENGAL,KOLAGHAT,KOLKATA,68.2420749279539
POTATO,WEST BENGAL,TAMLUK (MEDINIPUR E),KOLKATA,67.60806916426513
POTATO,WEST BENGAL,SILIGURI,SILIGURI,67.492795389049
POTATO,WEST BENGAL,KARIMPUR,KOLKATA,67.43515850144092
POTATO,WEST BENGAL,KALYANI,KOLKATA,63.40057636887608
POTATO,WEST BENGAL,MEDINIPUR(WEST),KOLKATA,60.46109510086455
POTATO,WEST BENGAL,KARSIYANG(MATIGARA),SILIGURI,59.71181556195966
POTATO,WEST BENGAL,ALIPURDUAR,SILIGURI,57.002881844380404
POTATO,WEST BENGAL,FALAKATA,SILIGURI,54.52449567723343
POTATO,WEST BENGAL,DARJEELING,SILIGURI,53.602305475504316
POTATO,WEST BENGAL,JALPAIGURI SADAR,SILIGURI,51.123919308357344
POTATO,WEST BENGAL,BANKURA SADAR,KOLKATA,51.123919308357344
POTATO,WEST BENGAL,KALIMPONG,SILIGURI,33.77521613832853
POTATO,WEST BENGAL,BELACOBA,SILIGURI,23.97694524495677
SUGAR,MAHARASHTRA,MUMBAI,MUMBAI,69.56772334293947
SUGAR,UTTAR PRADESH,LAKHIMPUR,LUCKNOW,65.53314121037464
SUGAR,UTTAR PRADESH,ALIGARH,AGRA,30.25936599423631
SUGAR,UTTAR PRADESH,BIJNAUR,LUCKNOW,1.5561959654178674
SUGAR,UTTAR PRADESH,MATHURA,AGRA,0.345821325648415
SUGAR,UTTAR PRADESH,SITAPUR,LUCKNOW,0.1729106628242075
TOMATO,KARNATAKA,KOLAR,BENGALURU,95.56195965417868
TOMATO,KARNATAKA,SRINIVASAPUR,BENGALURU,94.98559077809799
TOMATO,KARNATAKA,MULABAGILU,BENGALURU,94.81268011527378
TOMATO,KARNATAKA,CHINTAMANI,BENGALURU,92.44956772334294
TOMATO,KARNATAKA,RAMANAGARA,BENGALURU,81.4985590778098
TOMATO,KARNATAKA,CHANNAPATANA,BENGALURU,80.11527377521614
TOMATO,KARNATAKA,CHICKKABALLAPURA,BENGALURU,79.02017291066282
TOMATO,KARNATAKA,MYSORE (BANDIPALYA),MYSORE,76.0806916426513
TOMATO,KARNATAKA,DODDABALLA PUR,BENGALURU,72.68011527377521
TOMATO,KARNATAKA,CHIKKAMAGALORE,MANGALORE,71.00864553314122
TOMATO,KARNATAKA,BANGARPET,BENGALURU,62.19020172910663
TOMATO,KARNATAKA,DAVANGERE,DHARWAD,59.19308357348703
TOMATO,KARNATAKA,BAGEPALLI,BENGALURU,53.8328530259366
TOMATO,KARNATAKA,GUNDLUPET,MYSORE,41.03746397694524
TOMATO,KARNATAKA,BELUR,MANGALORE,29.106628242074926
TOMATO,KARNATAKA,MALUR,BENGALURU,27.60806916426513
TOMATO,KARNATAKA,HOSPET,DHARWAD,26.685878962536023
TOMATO,KARNATAKA,SHIMOGA,MANGALORE,25.878962536023053
TOMATO,KARNATAKA,HASSAN,MYSORE,25.072046109510087
TOMATO,KARNATAKA,HONNALI,DHARWAD,24.034582132564843
TOMATO,KARNATAKA,K.R.NAGAR,MYSORE,23.112391930835734
TOMATO,KARNATAKA,KANAKAPURA,BENGALURU,17.002881844380404
TOMATO,KARNATAKA,GOWRIBIDANOOR,BENGALURU,16.02305475504323
TOMATO,KARNATAKA,UDUPI,MANGALORE,13.602305475504323
TOMATO,KARNATAKA,NAGAMANGALA,MYSORE,11.988472622478385
TOMATO,KARNATAKA,KADUR,MANGALORE,10.893371757925072
TOMATO,KARNATAKA,K.R. PET,MANGALORE,9.221902017291066
TOMATO,KARNATAKA,NANJANGUD,MYSORE,8.99135446685879
TOMATO,KARNATAKA,CHANNARAYAPATNA,MYSORE,8.29971181556196
TOMATO,KARNATAKA,T. NARASIPURA,MANGALORE,7.665706051873198
TOMATO,KARNATAKA,CHAMARAJ NAGAR,MYSORE,6.85878962536023
TOMATO,KARNATAKA,DHARWAR,DHARWAD,5.936599423631124
TOMATO,KARNATAKA,MANGALORE,MANGALORE,4.899135446685879
TOMATO,KARNATAKA,BELLARY,DHARWAD,4.553314121037464
TOMATO,KARNATAKA,TUMKUR,BENGALURU,3.919308357348703
TOMATO,KARNATAKA,HUBLI (AMARAGOL),DHARWAD,3.5734870317002883
TOMATO,KARNATAKA,RANEBENNUR,DHARWAD,3.342939481268011
TOMATO,KARNATAKA,GADAG,DHARWAD,3.2853025936599423
TOMATO,KARNATAKA,HAVERI,DHARWAD,2.9971181556195963
TOMATO,KARNATAKA,ARASIKERE,MYSORE,2.478386167146974
TOMATO,KARNATAKA,MADDUR,MYSORE,0.9798270893371758
TOMATO,KARNATAKA,BELGAUM,DHARWAD,0.8645533141210375
TOMATO,KARNATAKA,HOLALKERE,MANGALORE,0.6340057636887608
TOMATO,KARNATAKA,HUNSUR,MYSORE,0.6340057636887608
TOMATO,KARNATAKA,HOSKOTE,BENGALURU,0.5763688760806917
TOMATO,KARNATAKA,SOMVARPET,MYSORE,0.1729106628242075
TOMATO,KARNATAKA,KOPPA,MANGALORE,0.11527377521613834
TOMATO,KARNATAKA,TARIKERE,MANGALORE,0.11527377521613834
TOMATO,KARNATAKA,HOLENARSIPURA,MYSORE,0.11527377521613834
TOMATO,KARNATAKA,KOLLEGAL,MYSORE,0.05763688760806917
TOMATO,KARNATAKA,THIRTHAHALLI,MANGALORE,0.05763688760806917
TOMATO,KARNATAKA,SAKALESHPURA,MANGALORE,0.05763688760806917
TOMATO,MAHARASHTRA,VAI,NAGPUR,85.82132564841498
TOMATO,MAHARASHTRA,KAMTHI,NAGPUR,77.52161383285303
TOMATO,MAHARASHTRA,SATARA,MUMBAI,75.1585014409222
TOMATO,MAHARASHTRA,MUMBAI,MUMBAI,75.04322766570604
TOMATO,MAHARASHTRA,PUNE,MUMBAI,73.94812680115274
TOMATO,MAHARASHTRA,SHRIRAMPUR,MUMBAI,69.79827089337176
TOMATO,MAHARASHTRA,KHED(CHAKAN),MUMBAI,68.2420749279539
TOMATO,MAHARASHTRA,CHANDRAPUR(GANJWAD),NAGPUR,66.45533141210375
TOMATO,MAHARASHTRA,PUNE(PIMPRI),MUMBAI,66.34005763688761
TOMATO,MAHARASHTRA,KALMESHWAR,NAGPUR,65.70605187319885
TOMATO,MAHARASHTRA,PUNE(HADAPSAR),MUMBAI,65.5907780979827
TOMATO,MAHARASHTRA,AMRAWATI(FRUI & VEG. MARKET),NAGPUR,64.6685878962536
TOMATO,MAHARASHTRA,SANGAMNER,MUMBAI,64.03458213256485
TOMATO,MAHARASHTRA,RAMTEK,NAGPUR,62.881844380403464
TOMATO,MAHARASHTRA,NAGPUR,NAGPUR,60.51873198847262
TOMATO,MAHARASHTRA,PALTHAN,MUMBAI,55.21613832853026
TOMATO,MAHARASHTRA,NASIK,MUMBAI,50.720461095100866
TOMATO,MAHARASHTRA,RAHURI,MUMBAI,45.07204610951009
TOMATO,MAHARASHTRA,GHOTI,MUMBAI,38.328530259366
TOMATO,MAHARASHTRA,RAHATA,MUMBAI,35.27377521613833
TOMATO,MAHARASHTRA,PUNE(KHADIKI),MUMBAI,32.680115273775215
