DATE,sin365_1,cos365_1,sin365_2,cos365_2
2016-01-01,0.017201575418260506,0.9998520419557735,0.03439806061360801,0.9994082116062598
2016-01-02,0.03439806061360801,0.9994082116062598,0.06875540848113941,0.9976335468520451
2016-01-03,0.051584366869408364,0.9986686402879997,0.10303137904317879,0.9946781061893646
2016-01-04,0.06875540848113941,0.9976335468520451,0.13718540405660057,0.9905453876091833
2016-01-05,0.08590610426133272,0.9963032375991965,0.17117705961019986,0.985240282501282
2016-01-06,0.10303137904317879,0.9946781061893646,0.20496611396949532,0.9787690698649216
2016-01-07,0.1201261651823505,0.9927586335250793,0.23851257519407648,0.9711394088771653
2016-01-08,0.13718540405660057,0.9905453876091833,0.2717767384711357,0.9623603298276545
2016-01-09,0.1542040475626894,0.988039023376751,0.3047192331091634,0.9524422234305676
2016-01-10,0.17117705961019986,0.985240282501282,0.3373010691361842,0.9413968285264122
2016-01-11,0.18809941761179758,0.9821499931752291,0.3694836834473831,0.9292372181882051
2016-01-12,0.20496611396949532,0.9787690698649216,0.4012289854475009,0.9159777842484877
2016-01-13,0.22177215755648186,0.975098513039961,0.4324994021339788,0.901634220265486
2016-01-14,0.23851257519407648,0.9711394088771653,0.4632579225674917,0.88622350294858
2016-01-15,0.2551824131233728,0.9668929289391521,0.49346814167723735,0.8697638720650646
2016-01-16,0.2717767384711357,0.9623603298276545,0.5230943033491326,0.8522748088519838
2016-01-17,0.2882906407095177,0.9575429528116719,0.5521013427459208,0.8337770129585915
2016-01-18,0.3047192331091634,0.9524422234305676,0.580454927809098,0.8142923779467267
2016-01-19,0.321057654185271,0.9470596510722283,0.6081214998935418,0.7938439653781019
2016-01-20,0.3373010691361842,0.9413968285264122,0.6350683134867438,0.7724559775191742
2016-01-21,0.3534446712740877,0.9354554315134164,0.6612634749656386,0.7501537286959042
2016-01-22,0.3694836834473831,0.9292372181882051,0.6866759803451553,0.726963615332308
2016-01-23,0.38541335945432564,0.9227440286201427,0.7112757519738152,0.7029130847082615
2016-01-24,0.4012289854475009,0.9159777842484877,0.7350336741329412,0.6780306024735382
2016-01-25,0.4169258813287287,0.908940487313808,0.7579216274973472,0.6523456189565257
2016-01-26,0.4324994021339788,0.901634220265486,0.7799125224167177,0.6258885343075018
2016-01-27,0.44794493940789115,0.8940611451454876,0.8009803309782905,0.5986906625177214
2016-01-28,0.4632579225674917,0.88622350294858,0.8211001178128892,0.5707841943569036
2016-01-29,0.4784338202547012,0.8781236129591848,0.8402480696078469,0.5422021592729844
2016-01-30,0.49346814167723735,0.8697638720650646,0.8584015232918917,0.512978386299228
2016-01-31,0.5083564379375122,0.8611467540480452,0.8755389928586302,0.4831474640149687
2016-02-01,0.5230943033491326,0.8522748088519838,0.8916401947968874,0.45274469960737107
2016-02-02,0.5376773767406141,0.8431506618282,0.9066860720977985,0.4218060770826634
2016-02-03,0.5521013427459208,0.8337770129585915,0.9206588168102428,0.3903682146763026
2016-02-04,0.5663619330814524,0.8241566360566663,0.9335418911179212,0.35846832151248087
2016-02-05,0.580454927809098,0.8142923779467267,0.945320046913132,0.3261441535642696
2016-02-06,0.5943761565849831,0.804187157621448,0.9559793438440766,0.2934339689665273
2016-02-07,0.6081214998935418,0.7938439653781019,0.9655071658143364,0.2603764827344581
2016-02-08,0.6216868902665479,0.7832658619336791,0.9738922359149924,0.22701082094141847
2016-02-09,0.6350683134867438,0.7724559775191742,0.981124629771712,0.19337647441020586
2016-02-10,0.6482618097757122,0.7614175109532997,0.9871957872910085,0.15951325197263655
2016-02-11,0.6612634749656386,0.7501537286959042,0.992098522791769,0.12546123335273648
2016-02-12,0.6740694616546161,0.7386679638813748,0.9958270335100595,0.09126072172931188
2016-02-13,0.6866759803451553,0.726963615332308,0.998376906467142,0.056952196034039754
2016-02-14,0.6990793005655562,0.7150441465537444,0.9997451236925734,0.022576263041545485
2016-02-15,0.7112757519738152,0.7029130847082615,0.9999300657962057,-0.011826390691832589
2016-02-16,0.7232617254437388,0.6905740195722294,0.9989315138848577,-0.046215046983708354
2016-02-17,0.7350336741329412,0.6780306024735382,0.9967506498213929,-0.08054900421874167
2016-02-18,0.746588114532413,0.6652865452111116,0.9933900548258936,-0.11478762552212701
2016-02-19,0.7579216274973472,0.6523456189565257,0.9888537064205885,-0.1488903868564548
2016-02-20,0.7690308592589181,0.6392116531380588,0.9831469737221499,-0.1828169249850199
2016-02-21,0.7799125224167177,0.6258885343075018,0.9762766110869321,-0.21652708524481437
2016-02-22,0.7905633969115482,0.612380204990065,0.9682507501166718,-0.2499809690726521
2016-02-23,0.8009803309782905,0.5986906625177214,0.9590788900341131,-0.28313898122818354
2016-02-24,0.8111602420785621,0.5848239578463322,0.9487718864399473,-0.31596187665790293
2016-02-25,0.8211001178128892,0.5707841943569036,0.9373419384643772,-0.3484108069446808
