STARTDATA,ENDDATA,MAX_PRICE,MIN_PRICE,MAXMINRATIO
2006-01-01,2006-02-13,540.0,220.0,2.4545454545454546
2006-01-08,2006-02-20,540.0,220.0,2.4545454545454546
2006-01-15,2006-02-27,540.0,220.0,2.4545454545454546
2006-01-22,2006-03-06,540.0,220.0,2.4545454545454546
2006-01-29,2006-03-13,430.0,220.0,1.9545454545454546
2006-02-01,2006-03-16,430.0,225.0,1.9111111111111112
2006-02-08,2006-03-23,430.0,225.0,1.9111111111111112
2006-02-15,2006-03-30,415.0,225.0,1.8444444444444446
2006-02-22,2006-04-06,330.0,225.0,1.4666666666666666
2006-03-01,2006-04-13,330.0,225.0,1.4666666666666666
2006-03-08,2006-04-20,330.0,223.8684730041264,1.4740798271935207
2006-03-15,2006-04-27,330.0,223.8684730041264,1.4740798271935207
2006-03-22,2006-05-04,315.4255319062358,223.8684730041264,1.4089770108023285
2006-03-29,2006-05-11,295.0,210.0,1.4047619047619047
2006-04-05,2006-05-18,295.0,201.42857140408162,1.4645390072702582
2006-04-12,2006-05-25,295.0,201.42857140408162,1.4645390072702582
2006-04-19,2006-06-01,295.0,201.42857140408162,1.4645390072702582
2006-04-26,2006-06-08,355.0,201.42857140408162,1.7624113477320056
2006-05-03,2006-06-15,355.0,201.42857140408162,1.7624113477320056
2006-05-10,2006-06-22,355.0,201.42857140408162,1.7624113477320056
2006-05-17,2006-06-29,415.5555582561731,210.0,1.9788359916960623
2006-05-24,2006-07-06,510.0,210.0,2.4285714285714284
2006-05-31,2006-07-13,510.0,210.0,2.4285714285714284
2006-06-07,2006-07-20,510.0,219.5993589496918,2.322411151103753
2006-06-14,2006-07-27,510.0,224.99999997777775,2.266666666890535
2006-06-21,2006-08-03,510.0,224.99999997777775,2.266666666890535
2006-06-28,2006-08-10,510.0,224.99999997777775,2.266666666890535
2006-07-05,2006-08-17,510.0,224.99999997777775,2.266666666890535
2006-07-12,2006-08-24,430.0,224.99999997777775,1.911111111299863
2006-07-19,2006-08-31,430.0,246.0227272502583,1.7478060047785628
2006-07-26,2006-09-07,430.0,240.0,1.7916666666666667
2006-08-02,2006-09-14,420.0,225.0,1.8666666666666667
2006-08-09,2006-09-21,420.0,212.92857140359183,1.9724924524286511
2006-08-16,2006-09-28,420.0,212.92857140359183,1.9724924524286511
2006-08-23,2006-10-05,420.0,212.92857140359183,1.9724924524286511
2006-08-30,2006-10-12,420.0,212.92857140359183,1.9724924524286511
2006-09-06,2006-10-19,420.0,212.92857140359183,1.9724924524286511
2006-09-13,2006-10-26,420.0,200.9632147778783,2.0899347199646456
2006-09-20,2006-11-02,420.0,200.0,2.1
2006-09-27,2006-11-09,420.0,200.0,2.1
2006-10-04,2006-11-16,420.0,200.0,2.1
2006-10-11,2006-11-23,625.0,200.0,3.125
2006-10-18,2006-11-30,625.0,200.0,3.125
2006-10-25,2006-12-07,728.8294367399149,200.0,3.6441471836995745
2006-11-01,2006-12-14,728.8294367399149,244.33361907638906,2.982927357663588
2006-11-08,2006-12-21,728.8294367399149,244.33361907638906,2.982927357663588
2006-11-15,2006-12-28,728.8294367399149,244.33361907638906,2.982927357663588
2006-11-22,2007-01-04,728.8294367399149,244.33361907638906,2.982927357663588
2006-11-29,2007-01-11,728.8294367399149,250.0,2.9153177469596594
2006-12-06,2007-01-18,700.0,325.0,2.1538461538461537
2006-12-13,2007-01-25,950.0,325.0,2.923076923076923
2006-12-20,2007-02-01,950.0,375.0,2.533333333333333
2006-12-27,2007-02-08,950.0,533.6734718867136,1.7801147144178504
2007-01-01,2007-02-13,950.0,533.6734718867136,1.7801147144178504
2007-01-08,2007-02-20,950.0,533.6734718867136,1.7801147144178504
2007-01-15,2007-02-27,950.0,533.6734718867136,1.7801147144178504
2007-01-22,2007-03-06,950.0,360.0,2.638888888888889
2007-01-29,2007-03-13,850.0,360.0,2.361111111111111
2007-02-05,2007-03-20,850.0,360.0,2.361111111111111
2007-02-12,2007-03-27,850.0,360.0,2.361111111111111
2007-02-19,2007-04-03,850.0,250.0,3.4
2007-02-26,2007-04-10,749.3842351428087,250.0,2.997536940571235
2007-03-05,2007-04-17,725.0,250.0,2.9
2007-03-12,2007-04-24,725.0,250.0,2.9
2007-03-19,2007-05-01,725.0,250.0,2.9
2007-03-26,2007-05-08,725.0,250.0,2.9
2007-04-02,2007-05-15,725.0,450.0,1.6111111111111112
2007-04-09,2007-05-22,625.0,450.0,1.3888888888888888
2007-04-16,2007-05-29,625.0,450.0,1.3888888888888888
2007-04-23,2007-06-05,625.0,450.0,1.3888888888888888
2007-04-30,2007-06-12,825.0,450.0,1.8333333333333333
2007-05-07,2007-06-19,975.0,450.0,2.1666666666666665
2007-05-14,2007-06-26,975.0,450.0,2.1666666666666665
2007-05-21,2007-07-03,975.0,483.3333333090278,2.0172413794117863
2007-05-28,2007-07-10,975.0,525.0,1.8571428571428572
2007-06-04,2007-07-17,975.0,625.0,1.56
2007-06-11,2007-07-24,1025.0,775.0,1.3225806451612903
2007-06-18,2007-07-31,1025.0,850.0,1.2058823529411764
2007-06-25,2007-08-07,1025.0,850.0,1.2058823529411764
2007-07-02,2007-08-14,1025.0,850.0,1.2058823529411764
2007-07-09,2007-08-21,1600.0,850.0,1.8823529411764706
2007-07-16,2007-08-28,1600.0,850.0,1.8823529411764706
2007-07-23,2007-09-04,1600.0,600.0,2.6666666666666665
2007-07-30,2007-09-11,1600.0,600.0,2.6666666666666665
2007-08-06,2007-09-18,1600.0,600.0,2.6666666666666665
2007-08-13,2007-09-25,1600.0,600.0,2.6666666666666665
2007-08-20,2007-10-02,1600.0,450.0,3.5555555555555554
2007-08-27,2007-10-09,1297.368421029363,450.0,2.8830409356208064
2007-09-03,2007-10-16,1297.368421029363,300.0,4.324561403431209
2007-09-10,2007-10-23,1297.368421029363,300.0,4.324561403431209
2007-09-17,2007-10-30,1297.368421029363,300.0,4.324561403431209
2007-09-24,2007-11-06,1297.368421029363,300.0,4.324561403431209
2007-10-01,2007-11-13,1297.368421029363,250.0,5.189473684117452
2007-10-08,2007-11-20,1200.0,250.0,4.8
2007-10-15,2007-11-27,1150.0,250.0,4.6
2007-10-22,2007-12-04,550.0,250.0,2.2
2007-10-29,2007-12-11,550.0,250.0,2.2
2007-11-05,2007-12-18,550.0,250.0,2.2
2007-11-12,2007-12-25,550.0,250.0,2.2
2007-11-19,2008-01-01,550.0,250.0,2.2
2007-11-26,2008-01-08,600.0,250.0,2.4
2007-12-03,2008-01-15,600.0,250.0,2.4
2007-12-10,2008-01-22,600.0,250.0,2.4
2007-12-17,2008-01-29,600.0,250.0,2.4
2007-12-24,2008-02-05,600.0,250.0,2.4
2007-12-31,2008-02-12,600.0,250.0,2.4
2008-01-07,2008-02-19,600.0,250.0,2.4
2008-01-14,2008-02-26,571.9558964423593,250.0,2.2878235857694373
2008-01-21,2008-03-04,571.9558964423593,250.0,2.2878235857694373
2008-01-28,2008-03-11,571.9558964423593,250.0,2.2878235857694373
2008-02-04,2008-03-18,533.3618207984898,250.0,2.1334472831939593
2008-02-11,2008-03-25,450.0,250.0,1.8
2008-02-18,2008-04-01,300.0,250.0,1.2
2008-02-25,2008-04-08,300.0,250.0,1.2
2008-03-03,2008-04-15,300.0,250.0,1.2
2008-03-10,2008-04-22,300.0,250.0,1.2
2008-03-17,2008-04-29,300.0,225.0,1.3333333333333333
2008-03-24,2008-05-06,383.33333330864195,217.50841749256625,1.76238390094371
2008-03-31,2008-05-13,383.33333330864195,191.4694893904085,2.002059620721194
2008-04-07,2008-05-20,383.33333330864195,191.4694893904085,2.002059620721194
2008-04-14,2008-05-27,383.33333330864195,191.4694893904085,2.002059620721194
2008-04-21,2008-06-03,500.0,191.4694893904085,2.6113821141523714
2008-04-28,2008-06-10,500.0,191.4694893904085,2.6113821141523714
2008-05-05,2008-06-17,500.0,191.4694893904085,2.6113821141523714
2008-05-12,2008-06-24,500.0,220.94861658549962,2.2629695887075942
2008-05-19,2008-07-01,500.0,250.0,2.0
2008-05-26,2008-07-08,500.0,250.0,2.0
2008-06-02,2008-07-15,375.0,250.0,1.5
2008-06-09,2008-07-22,800.0,250.0,3.2
2008-06-16,2008-07-29,820.0,293.87096983975135,2.790340265481644
2008-06-23,2008-08-05,900.0,300.0,3.0
2008-06-30,2008-08-12,980.0,375.0,2.6133333333333333
2008-07-07,2008-08-19,980.0,375.0,2.6133333333333333
2008-07-14,2008-08-26,980.0,375.0,2.6133333333333333
2008-07-21,2008-09-02,980.0,550.0,1.7818181818181817
2008-07-28,2008-09-09,980.0,350.0,2.8
2008-08-04,2008-09-16,980.0,350.0,2.8
2008-08-11,2008-09-23,900.0,278.01851987665293,3.2371944156788492
2008-08-18,2008-09-30,750.0,250.0,3.0
2008-08-25,2008-10-07,750.0,250.0,3.0
2008-09-01,2008-10-14,705.6280219557982,250.0,2.822512087823193
2008-09-08,2008-10-21,705.6280219557982,250.0,2.822512087823193
2008-09-15,2008-10-28,705.6280219557982,250.0,2.822512087823193
2008-09-22,2008-11-04,800.0,250.0,3.2
2008-09-29,2008-11-11,800.0,250.0,3.2
2008-10-06,2008-11-18,800.0,250.0,3.2
2008-10-13,2008-11-25,800.0,250.0,3.2
2008-10-20,2008-12-02,800.0,300.0,2.6666666666666665
2008-10-27,2008-12-09,800.0,376.4696223305551,2.1250054520934722
2008-11-03,2008-12-16,800.0,400.0,2.0
2008-11-10,2008-12-23,800.0,400.0,2.0
2008-11-17,2008-12-30,884.5458900482446,550.0,1.608265254633172
2008-11-24,2009-01-06,989.7291774977724,550.0,1.7995075954504953
2008-12-01,2009-01-13,1070.6999459760193,700.0,1.5295713513943132
2008-12-08,2009-01-20,1100.7398273698227,700.0,1.5724854676711753
2008-12-15,2009-01-27,1101.3230429867767,708.3560837418984,1.5547590657639676
2008-12-22,2009-02-03,1101.3230429867767,710.0,1.5511592154743334
2008-12-29,2009-02-10,1101.3230429867767,710.0,1.5511592154743334
2009-01-05,2009-02-17,1101.3230429867767,710.0,1.5511592154743334
2009-01-12,2009-02-24,1101.3230429867767,698.5344827338882,1.5766194371342634
2009-01-19,2009-03-03,1101.3230429867767,698.5344827338882,1.5766194371342634
2009-01-26,2009-03-10,1047.1311475224402,597.9910723266347,1.751081572921002
2009-02-02,2009-03-17,985.0127532692586,553.3637881525386,1.7800455583800017
