STARTDATA,ENDDATA,MAX_PRICE,MIN_PRICE,MAXMINRATIO
2006-01-01,2006-02-13,10.0,7.0,1.4285714285714286
2006-01-08,2006-02-20,10.0,7.0,1.4285714285714286
2006-01-15,2006-02-27,10.0,6.0,1.6666666666666667
2006-01-22,2006-03-06,10.0,6.0,1.6666666666666667
2006-01-29,2006-03-13,10.0,6.0,1.6666666666666667
2006-02-01,2006-03-16,10.0,6.0,1.6666666666666667
2006-02-08,2006-03-23,10.0,5.0,2.0
2006-02-15,2006-03-30,10.0,5.0,2.0
2006-02-22,2006-04-06,10.0,5.0,2.0
2006-03-01,2006-04-13,6.0,5.0,1.2
2006-03-08,2006-04-20,6.0,5.0,1.2
2006-03-15,2006-04-27,6.0,5.0,1.2
2006-03-22,2006-05-04,6.0,5.0,1.2
2006-03-29,2006-05-11,6.0,5.0,1.2
2006-04-05,2006-05-18,6.0,4.0,1.5
2006-04-12,2006-05-25,6.0,4.0,1.5
2006-04-19,2006-06-01,6.0,4.0,1.5
2006-04-26,2006-06-08,6.0,4.0,1.5
2006-05-03,2006-06-15,6.0,4.0,1.5
2006-05-10,2006-06-22,6.0,4.0,1.5
2006-05-17,2006-06-29,6.0,4.0,1.5
2006-05-24,2006-07-06,6.0,4.518518518518519,1.3278688524590163
2006-05-31,2006-07-13,8.0,6.0,1.3333333333333333
2006-06-07,2006-07-20,8.0,6.0,1.3333333333333333
2006-06-14,2006-07-27,8.0,6.0,1.3333333333333333
2006-06-21,2006-08-03,8.0,6.0,1.3333333333333333
2006-06-28,2006-08-10,8.0,6.0,1.3333333333333333
2006-07-05,2006-08-17,8.0,6.0,1.3333333333333333
2006-07-12,2006-08-24,9.0,7.0,1.2857142857142858
2006-07-19,2006-08-31,9.0,7.0,1.2857142857142858
2006-07-26,2006-09-07,9.0,7.0,1.2857142857142858
2006-08-02,2006-09-14,9.0,7.0,1.2857142857142858
2006-08-09,2006-09-21,9.0,7.0,1.2857142857142858
2006-08-16,2006-09-28,10.0,7.0,1.4285714285714286
2006-08-23,2006-10-05,10.0,8.0,1.25
2006-08-30,2006-10-12,10.0,8.0,1.25
2006-09-06,2006-10-19,10.0,8.0,1.25
2006-09-13,2006-10-26,10.0,8.0,1.25
2006-09-20,2006-11-02,10.0,8.0,1.25
2006-09-27,2006-11-09,10.0,8.0,1.25
2006-10-04,2006-11-16,10.0,8.0,1.25
2006-10-11,2006-11-23,10.0,8.0,1.25
2006-10-18,2006-11-30,10.0,8.0,1.25
2006-10-25,2006-12-07,10.0,8.0,1.25
2006-11-01,2006-12-14,10.0,8.0,1.25
2006-11-08,2006-12-21,10.0,8.0,1.25
2006-11-15,2006-12-28,12.0,8.0,1.5
2006-11-22,2007-01-04,12.0,9.0,1.3333333333333333
2006-11-29,2007-01-11,12.0,10.0,1.2
2006-12-06,2007-01-18,12.0,10.0,1.2
2006-12-13,2007-01-25,13.0,10.0,1.3
2006-12-20,2007-02-01,15.0,10.0,1.5
2006-12-27,2007-02-08,17.0,10.0,1.7
