STARTDATA,ENDDATA,MAX_PRICE,MIN_PRICE,MAXMINRATIO
2006-01-01,2006-02-13,605.0,605.0,1.0
2006-01-08,2006-02-20,605.0,605.0,1.0
2006-01-15,2006-02-27,605.0,605.0,1.0
2006-01-22,2006-03-06,605.0,605.0,1.0
2006-01-29,2006-03-13,605.0,605.0,1.0
2006-02-01,2006-03-16,605.0,605.0,1.0
2006-02-08,2006-03-23,605.0,605.0,1.0
2006-02-15,2006-03-30,605.0,605.0,1.0
2006-02-22,2006-04-06,605.0,605.0,1.0
2006-03-01,2006-04-13,605.0,605.0,1.0
2006-03-08,2006-04-20,605.0,605.0,1.0
2006-03-15,2006-04-27,605.0,605.0,1.0
2006-03-22,2006-05-04,605.0,605.0,1.0
2006-03-29,2006-05-11,605.0,605.0,1.0
2006-04-05,2006-05-18,605.0,605.0,1.0
2006-04-12,2006-05-25,605.0,605.0,1.0
2006-04-19,2006-06-01,605.0,605.0,1.0
2006-04-26,2006-06-08,605.0,605.0,1.0
2006-05-03,2006-06-15,605.0,605.0,1.0
2006-05-10,2006-06-22,605.0,605.0,1.0
2006-05-17,2006-06-29,605.0,605.0,1.0
2006-05-24,2006-07-06,605.0,605.0,1.0
2006-05-31,2006-07-13,605.0,605.0,1.0
2006-06-07,2006-07-20,605.0,605.0,1.0
2006-06-14,2006-07-27,605.0,605.0,1.0
2006-06-21,2006-08-03,605.0,605.0,1.0
2006-06-28,2006-08-10,605.0,605.0,1.0
2006-07-05,2006-08-17,605.0,605.0,1.0
2006-07-12,2006-08-24,605.0,605.0,1.0
2006-07-19,2006-08-31,605.0,605.0,1.0
2006-07-26,2006-09-07,605.0,605.0,1.0
2006-08-02,2006-09-14,605.0,605.0,1.0
2006-08-09,2006-09-21,605.0,605.0,1.0
2006-08-16,2006-09-28,605.0,605.0,1.0
2006-08-23,2006-10-05,605.0,605.0,1.0
2006-08-30,2006-10-12,605.0,605.0,1.0
2006-09-06,2006-10-19,605.0,605.0,1.0
2006-09-13,2006-10-26,605.0,605.0,1.0
2006-09-20,2006-11-02,605.0,605.0,1.0
2006-09-27,2006-11-09,605.0,605.0,1.0
2006-10-04,2006-11-16,605.0,605.0,1.0
2006-10-11,2006-11-23,605.0,605.0,1.0
2006-10-18,2006-11-30,605.0,605.0,1.0
2006-10-25,2006-12-07,605.0,605.0,1.0
2006-11-01,2006-12-14,605.0,605.0,1.0
2006-11-08,2006-12-21,605.0,605.0,1.0
2006-11-15,2006-12-28,605.0,605.0,1.0
2006-11-22,2007-01-04,605.0,605.0,1.0
2006-11-29,2007-01-11,605.0,605.0,1.0
2006-12-06,2007-01-18,605.0,605.0,1.0
2006-12-13,2007-01-25,605.0,605.0,1.0
2006-12-20,2007-02-01,605.0,605.0,1.0
2006-12-27,2007-02-08,605.0,605.0,1.0
2007-01-01,2007-02-13,605.0,605.0,1.0
2007-01-08,2007-02-20,605.0,605.0,1.0
2007-01-15,2007-02-27,605.0,605.0,1.0
2007-01-22,2007-03-06,605.0,605.0,1.0
2007-01-29,2007-03-13,605.0,605.0,1.0
2007-02-05,2007-03-20,605.0,605.0,1.0
2007-02-12,2007-03-27,605.0,605.0,1.0
2007-02-19,2007-04-03,605.0,605.0,1.0
2007-02-26,2007-04-10,605.0,605.0,1.0
2007-03-05,2007-04-17,605.0,605.0,1.0
2007-03-12,2007-04-24,605.0,605.0,1.0
2007-03-19,2007-05-01,605.0,605.0,1.0
2007-03-26,2007-05-08,605.0,605.0,1.0
2007-04-02,2007-05-15,605.0,605.0,1.0
2007-04-09,2007-05-22,605.0,605.0,1.0
2007-04-16,2007-05-29,605.0,605.0,1.0
2007-04-23,2007-06-05,605.0,605.0,1.0
2007-04-30,2007-06-12,605.0,605.0,1.0
2007-05-07,2007-06-19,605.0,605.0,1.0
2007-05-14,2007-06-26,605.0,605.0,1.0
2007-05-21,2007-07-03,605.0,605.0,1.0
2007-05-28,2007-07-10,605.0,605.0,1.0
2007-06-04,2007-07-17,605.0,605.0,1.0
2007-06-11,2007-07-24,605.0,605.0,1.0
2007-06-18,2007-07-31,605.0,605.0,1.0
2007-06-25,2007-08-07,605.0,605.0,1.0
2007-07-02,2007-08-14,605.0,605.0,1.0
2007-07-09,2007-08-21,605.0,605.0,1.0
2007-07-16,2007-08-28,605.0,605.0,1.0
2007-07-23,2007-09-04,605.0,605.0,1.0
2007-07-30,2007-09-11,605.0,605.0,1.0
2007-08-06,2007-09-18,605.0,605.0,1.0
2007-08-13,2007-09-25,605.0,605.0,1.0
2007-08-20,2007-10-02,605.0,605.0,1.0
2007-08-27,2007-10-09,605.0,605.0,1.0
2007-09-03,2007-10-16,605.0,605.0,1.0
2007-09-10,2007-10-23,605.0,605.0,1.0
2007-09-17,2007-10-30,605.0,605.0,1.0
2007-09-24,2007-11-06,605.0,605.0,1.0
2007-10-01,2007-11-13,605.0,605.0,1.0
2007-10-08,2007-11-20,605.0,605.0,1.0
2007-10-15,2007-11-27,605.0,605.0,1.0
2007-10-22,2007-12-04,605.0,605.0,1.0
2007-10-29,2007-12-11,605.0,605.0,1.0
2007-11-05,2007-12-18,605.0,605.0,1.0
2007-11-12,2007-12-25,605.0,605.0,1.0
2007-11-19,2008-01-01,605.0,605.0,1.0
2007-11-26,2008-01-08,605.0,605.0,1.0
2007-12-03,2008-01-15,605.0,605.0,1.0
2007-12-10,2008-01-22,605.0,605.0,1.0
2007-12-17,2008-01-29,605.0,605.0,1.0
2007-12-24,2008-02-05,605.0,605.0,1.0
2007-12-31,2008-02-12,630.0,450.0,1.4
2008-01-07,2008-02-19,630.0,450.0,1.4
2008-01-14,2008-02-26,630.0,450.0,1.4
2008-01-21,2008-03-04,630.0,450.0,1.4
2008-01-28,2008-03-11,630.0,450.0,1.4
2008-02-04,2008-03-18,630.0,360.0,1.75
2008-02-11,2008-03-25,600.0,360.0,1.6666666666666667
2008-02-18,2008-04-01,590.0,360.0,1.6388888888888888
2008-02-25,2008-04-08,590.0,360.0,1.6388888888888888
2008-03-03,2008-04-15,590.0,360.0,1.6388888888888888
2008-03-10,2008-04-22,590.0,360.0,1.6388888888888888
2008-03-17,2008-04-29,580.0,500.0,1.16
2008-03-24,2008-05-06,580.0,500.0,1.16
2008-03-31,2008-05-13,580.0,515.2066107506317,1.1257619523844373
2008-04-07,2008-05-20,581.6964689130294,570.0,1.0205201209000516
2008-04-14,2008-05-27,588.3035310869706,570.0,1.0321114580473167
2008-04-21,2008-06-03,594.3283161702989,570.0,1.0426812564391208
2008-04-28,2008-06-10,598.6062699817877,570.0,1.0501864385645399
2008-05-05,2008-06-17,600.0,570.9930962644894,1.0508007958857604
2008-05-12,2008-06-24,600.0,574.9264371039827,1.0436117758339967
2008-05-19,2008-07-01,600.0,550.0,1.0909090909090908
2008-05-26,2008-07-08,600.0,550.0,1.0909090909090908
2008-06-02,2008-07-15,600.0,550.0,1.0909090909090908
2008-06-09,2008-07-22,600.0,550.0,1.0909090909090908
2008-06-16,2008-07-29,600.0,550.0,1.0909090909090908
2008-06-23,2008-08-05,580.0,533.3333333145832,1.0875000000382327
2008-06-30,2008-08-12,580.0,530.0,1.0943396226415094
2008-07-07,2008-08-19,580.0,500.0,1.16
2008-07-14,2008-08-26,580.0,500.0,1.16
2008-07-21,2008-09-02,580.0,500.0,1.16
2008-07-28,2008-09-09,580.0,500.0,1.16
2008-08-04,2008-09-16,540.0,500.0,1.08
2008-08-11,2008-09-23,540.0,500.0,1.08
2008-08-18,2008-09-30,540.0,500.0,1.08
2008-08-25,2008-10-07,550.4507016694993,500.0,1.1009014033389986
2008-09-01,2008-10-14,552.1878480619197,500.0,1.1043756961238393
2008-09-08,2008-10-21,556.7087132268583,520.0,1.0705936792824198
