STARTDATA,ENDDATA,MAX_PRICE,MIN_PRICE,MAXMINRATIO
2006-01-01,2006-02-13,485.0,485.0,1.0
2006-01-08,2006-02-20,485.0,485.0,1.0
2006-01-15,2006-02-27,485.0,485.0,1.0
2006-01-22,2006-03-06,485.0,485.0,1.0
2006-01-29,2006-03-13,485.0,485.0,1.0
2006-02-01,2006-03-16,485.0,485.0,1.0
2006-02-08,2006-03-23,485.0,485.0,1.0
2006-02-15,2006-03-30,485.0,485.0,1.0
2006-02-22,2006-04-06,485.0,485.0,1.0
2006-03-01,2006-04-13,485.0,485.0,1.0
2006-03-08,2006-04-20,485.0,485.0,1.0
2006-03-15,2006-04-27,485.0,485.0,1.0
2006-03-22,2006-05-04,485.0,485.0,1.0
2006-03-29,2006-05-11,485.0,485.0,1.0
2006-04-05,2006-05-18,485.0,485.0,1.0
2006-04-12,2006-05-25,485.0,485.0,1.0
2006-04-19,2006-06-01,485.0,485.0,1.0
2006-04-26,2006-06-08,500.0,450.0,1.1111111111111112
2006-05-03,2006-06-15,500.0,450.0,1.1111111111111112
2006-05-10,2006-06-22,500.0,450.0,1.1111111111111112
2006-05-17,2006-06-29,500.0,450.0,1.1111111111111112
2006-05-24,2006-07-06,500.0,450.0,1.1111111111111112
2006-05-31,2006-07-13,560.0,450.0,1.2444444444444445
2006-06-07,2006-07-20,565.0,450.0,1.2555555555555555
2006-06-14,2006-07-27,575.0,460.0,1.25
2006-06-21,2006-08-03,580.0,470.0,1.2340425531914894
2006-06-28,2006-08-10,590.0,475.0,1.2421052631578948
2006-07-05,2006-08-17,590.0,475.0,1.2421052631578948
2006-07-12,2006-08-24,590.0,560.0,1.0535714285714286
2006-07-19,2006-08-31,590.0,565.0,1.0442477876106195
2006-07-26,2006-09-07,590.0,575.0,1.0260869565217392
2006-08-02,2006-09-14,595.0,580.0,1.0258620689655173
2006-08-09,2006-09-21,630.0,580.0,1.0862068965517242
2006-08-16,2006-09-28,700.0,580.0,1.206896551724138
2006-08-23,2006-10-05,850.0,580.0,1.4655172413793103
2006-08-30,2006-10-12,850.0,580.0,1.4655172413793103
2006-09-06,2006-10-19,850.0,585.0,1.452991452991453
2006-09-13,2006-10-26,850.0,590.0,1.4406779661016949
2006-09-20,2006-11-02,915.0,630.0,1.4523809523809523
2006-09-27,2006-11-09,950.0,700.0,1.3571428571428572
2006-10-04,2006-11-16,950.0,710.0,1.3380281690140845
2006-10-11,2006-11-23,950.0,710.0,1.3380281690140845
2006-10-18,2006-11-30,950.0,700.0,1.3571428571428572
2006-10-25,2006-12-07,950.0,475.0,2.0
2006-11-01,2006-12-14,950.0,300.0,3.1666666666666665
2006-11-08,2006-12-21,950.0,250.0,3.8
2006-11-15,2006-12-28,950.0,200.0,4.75
2006-11-22,2007-01-04,900.0,200.0,4.5
2006-11-29,2007-01-11,900.0,200.0,4.5
2006-12-06,2007-01-18,475.0,200.0,2.375
2006-12-13,2007-01-25,300.0,200.0,1.5
2006-12-20,2007-02-01,260.0,200.0,1.3
2006-12-27,2007-02-08,310.0,200.0,1.55
2007-01-01,2007-02-13,350.0,200.0,1.75
2007-01-08,2007-02-20,365.0,200.0,1.825
2007-01-15,2007-02-27,385.0,210.0,1.8333333333333333
2007-01-22,2007-03-06,385.0,225.0,1.711111111111111
2007-01-29,2007-03-13,385.0,240.0,1.6041666666666667
2007-02-05,2007-03-20,430.0,240.0,1.7916666666666667
2007-02-12,2007-03-27,450.0,315.0,1.4285714285714286
2007-02-19,2007-04-03,450.0,315.0,1.4285714285714286
2007-02-26,2007-04-10,465.0,315.0,1.4761904761904763
2007-03-05,2007-04-17,493.05555802469576,315.0,1.565255739760939
2007-03-12,2007-04-24,500.0,375.0,1.3333333333333333
2007-03-19,2007-05-01,500.0,430.0,1.1627906976744187
2007-03-26,2007-05-08,525.0,430.0,1.2209302325581395
2007-04-02,2007-05-15,550.0,450.0,1.2222222222222223
2007-04-09,2007-05-22,575.0,460.0,1.25
2007-04-16,2007-05-29,585.0,481.9444419753042,1.213832859244752
2007-04-23,2007-06-05,600.0,500.0,1.2
2007-04-30,2007-06-12,610.0,500.0,1.22
2007-05-07,2007-06-19,637.5,525.0,1.2142857142857142
2007-05-14,2007-06-26,676.6145826009093,540.0,1.2529899677794618
2007-05-21,2007-07-03,680.0,575.0,1.182608695652174
2007-05-28,2007-07-10,701.799998079997,585.0,1.1996581163760631
2007-06-04,2007-07-17,716.3768102709454,585.0,1.2245757440528982
2007-06-11,2007-07-24,720.0,610.0,1.180327868852459
2007-06-18,2007-07-31,724.6683685964223,625.0,1.1594693897542756
2007-06-25,2007-08-07,725.0,675.833332161455,1.0727496935987157
2007-07-02,2007-08-14,725.0,680.0,1.0661764705882353
2007-07-09,2007-08-21,725.0,700.0,1.0357142857142858
2007-07-16,2007-08-28,750.0,675.0,1.1111111111111112
2007-07-23,2007-09-04,750.0,675.0,1.1111111111111112
2007-07-30,2007-09-11,750.0,675.0,1.1111111111111112
2007-08-06,2007-09-18,760.0,675.0,1.125925925925926
2007-08-13,2007-09-25,760.0,675.0,1.125925925925926
2007-08-20,2007-10-02,760.0,675.0,1.125925925925926
2007-08-27,2007-10-09,760.0,750.0,1.0133333333333334
2007-09-03,2007-10-16,770.0,750.0,1.0266666666666666
2007-09-10,2007-10-23,773.0102045814259,750.0,1.0306802727752344
2007-09-17,2007-10-30,775.0,750.0,1.0333333333333334
2007-09-24,2007-11-06,775.0,750.0,1.0333333333333334
2007-10-01,2007-11-13,775.0,750.0,1.0333333333333334
2007-10-08,2007-11-20,775.0,750.0,1.0333333333333334
2007-10-15,2007-11-27,775.0,750.0,1.0333333333333334
2007-10-22,2007-12-04,775.0,750.0,1.0333333333333334
2007-10-29,2007-12-11,775.0,634.7222246913573,1.2210065598015807
2007-11-05,2007-12-18,775.0,500.0,1.55
2007-11-12,2007-12-25,775.0,350.0,2.2142857142857144
2007-11-19,2008-01-01,760.0,325.0,2.3384615384615386
2007-11-26,2008-01-08,750.0,300.0,2.5
2007-12-03,2008-01-15,750.0,300.0,2.5
2007-12-10,2008-01-22,690.2777753086427,285.0,2.4220272817847115
2007-12-17,2008-01-29,570.0,285.0,2.0
2007-12-24,2008-02-05,350.0,285.0,1.2280701754385965
2007-12-31,2008-02-12,325.0,285.0,1.1403508771929824
2008-01-07,2008-02-19,325.0,285.0,1.1403508771929824
2008-01-14,2008-02-26,340.0,285.0,1.1929824561403508
2008-01-21,2008-03-04,380.0,285.0,1.3333333333333333
2008-01-28,2008-03-11,450.0,300.0,1.5
2008-02-04,2008-03-18,450.0,300.0,1.5
2008-02-11,2008-03-25,450.0,300.0,1.5
2008-02-18,2008-04-01,450.0,300.0,1.5
2008-02-25,2008-04-08,450.0,240.0,1.875
2008-03-03,2008-04-15,450.0,240.0,1.875
2008-03-10,2008-04-22,450.0,240.0,1.875
2008-03-17,2008-04-29,450.0,240.0,1.875
2008-03-24,2008-05-06,400.0,240.0,1.6666666666666667
2008-03-31,2008-05-13,400.0,240.0,1.6666666666666667
2008-04-07,2008-05-20,400.0,240.0,1.6666666666666667
2008-04-14,2008-05-27,400.0,240.0,1.6666666666666667
2008-04-21,2008-06-03,400.0,240.0,1.6666666666666667
2008-04-28,2008-06-10,400.0,300.0,1.3333333333333333
2008-05-05,2008-06-17,400.0,375.0,1.0666666666666667
2008-05-12,2008-06-24,400.0,375.0,1.0666666666666667
2008-05-19,2008-07-01,385.0,375.0,1.0266666666666666
2008-05-26,2008-07-08,390.0,375.0,1.04
2008-06-02,2008-07-15,400.0,375.0,1.0666666666666667
2008-06-09,2008-07-22,500.0,380.0,1.3157894736842106
2008-06-16,2008-07-29,515.0,380.0,1.355263157894737
2008-06-23,2008-08-05,515.0,385.0,1.3376623376623376
2008-06-30,2008-08-12,515.0,385.0,1.3376623376623376
2008-07-07,2008-08-19,515.0,390.0,1.3205128205128205
2008-07-14,2008-08-26,515.0,390.0,1.3205128205128205
2008-07-21,2008-09-02,515.0,390.0,1.3205128205128205
2008-07-28,2008-09-09,515.0,275.0,1.8727272727272728
2008-08-04,2008-09-16,500.0,275.0,1.8181818181818181
2008-08-11,2008-09-23,400.0,275.0,1.4545454545454546
2008-08-18,2008-09-30,400.0,275.0,1.4545454545454546
2008-08-25,2008-10-07,400.0,275.0,1.4545454545454546
2008-09-01,2008-10-14,400.0,275.0,1.4545454545454546
2008-09-08,2008-10-21,400.0,275.0,1.4545454545454546
2008-09-15,2008-10-28,400.0,380.0,1.0526315789473684
2008-09-22,2008-11-04,400.0,380.0,1.0526315789473684
2008-09-29,2008-11-11,400.0,375.0,1.0666666666666667
2008-10-06,2008-11-18,400.0,365.0,1.095890410958904
2008-10-13,2008-11-25,400.0,350.0,1.1428571428571428
2008-10-20,2008-12-02,400.0,350.0,1.1428571428571428
2008-10-27,2008-12-09,400.0,300.0,1.3333333333333333
2008-11-03,2008-12-16,400.0,300.0,1.3333333333333333
2008-11-10,2008-12-23,400.0,200.0,2.0
2008-11-17,2008-12-30,400.0,200.0,2.0
2008-11-24,2009-01-06,400.0,197.59999960937512,2.024291501977422
2008-12-01,2009-01-13,400.0,191.57708341953602,2.0879324022489536
2008-12-08,2009-01-20,300.0,186.16666705246902,1.6114592625512725
2008-12-15,2009-01-27,300.0,185.0,1.6216216216216217
2008-12-22,2009-02-03,300.0,185.0,1.6216216216216217
2008-12-29,2009-02-10,300.0,185.0,1.6216216216216217
2009-01-05,2009-02-17,300.0,185.0,1.6216216216216217
2009-01-12,2009-02-24,310.0,185.0,1.6756756756756757
2009-01-19,2009-03-03,375.0,185.0,2.027027027027027
2009-01-26,2009-03-10,385.0,185.0,2.081081081081081
2009-02-02,2009-03-17,400.0,275.0,1.4545454545454546
2009-02-09,2009-03-24,500.0,280.0,1.7857142857142858
2009-02-16,2009-03-31,650.0,300.0,2.1666666666666665
2009-02-23,2009-04-07,685.0,310.0,2.2096774193548385
2009-03-02,2009-04-14,715.0,350.0,2.0428571428571427
2009-03-09,2009-04-21,725.0,385.0,1.8831168831168832
2009-03-16,2009-04-28,725.0,400.0,1.8125
2009-03-23,2009-05-05,850.0,475.0,1.7894736842105263
2009-03-30,2009-05-12,900.0,600.0,1.5
2009-04-06,2009-05-19,950.0,685.0,1.3868613138686132
2009-04-13,2009-05-26,950.0,700.0,1.3571428571428572
2009-04-20,2009-06-02,950.0,725.0,1.3103448275862069
2009-04-27,2009-06-09,950.0,725.0,1.3103448275862069
2009-05-04,2009-06-16,950.0,750.0,1.2666666666666666
2009-05-11,2009-06-23,950.0,875.0,1.0857142857142856
2009-05-18,2009-06-30,1100.0,875.0,1.2571428571428571
2009-05-25,2009-07-07,1100.0,876.3580236244461,1.2551947609843455
2009-06-01,2009-07-14,1150.0,885.0,1.2994350282485876
2009-06-08,2009-07-21,1160.0,900.0,1.288888888888889
2009-06-15,2009-07-28,1165.0,900.0,1.2944444444444445
2009-06-22,2009-08-04,1165.0,950.0,1.2263157894736842
2009-06-29,2009-08-11,1165.0,1000.0,1.165
2009-07-06,2009-08-18,1165.0,1050.0,1.1095238095238096
2009-07-13,2009-08-25,1165.0,1050.0,1.1095238095238096
2009-07-20,2009-09-01,1171.457544424785,1050.0,1.1156738518331286
2009-07-27,2009-09-08,1296.4845862224795,1050.0,1.23474722497379
2009-08-03,2009-09-15,1427.4743105770706,1050.0,1.359499343406734
2009-08-10,2009-09-22,1536.6008655563749,1050.0,1.463429395767976
2009-08-17,2009-09-29,1596.0383992282086,1050.0,1.520036570693532
2009-08-24,2009-10-06,1600.0,1071.565711011843,1.4931422156921899
2009-08-31,2009-10-13,1600.0,1155.7057867051053,1.384435397318178
2009-09-07,2009-10-20,1600.0,1277.6095185920444,1.2523388223995369
2009-09-14,2009-10-27,1600.0,1409.4510547404775,1.1351937299409154
2009-09-21,2009-11-03,1600.0,1500.0,1.0666666666666667
2009-09-28,2009-11-10,1600.0,1400.0,1.1428571428571428
2009-10-05,2009-11-17,1600.0,1200.0,1.3333333333333333
2009-10-12,2009-11-24,1600.0,1181.0310499900227,1.3547484632292408
2009-10-19,2009-12-01,1600.0,1106.161766279841,1.4464430508939015
2009-10-26,2009-12-08,1600.0,995.5224630061166,1.6071962808037306
2009-11-02,2009-12-15,1600.0,871.8758798911039,1.8351235960327723
2009-11-09,2009-12-22,1400.0,757.9847566570572,1.8470028423453062
2009-11-16,2009-12-29,1200.0,676.6118330262312,1.7735427337013152
2009-11-23,2010-01-05,1187.4793868984034,650.0,1.826891364459082
2009-11-30,2010-01-12,1119.5782888174838,500.0,2.239156577634968
2009-12-07,2010-01-19,1012.6553512126984,400.0,2.531638378031746
2009-12-14,2010-01-26,889.4733138063033,400.0,2.2236832845157584
2009-12-21,2010-02-02,772.7949163205519,400.0,1.9319872908013798
2009-12-28,2010-02-09,685.3828984776993,400.0,1.7134572461942483
2010-01-04,2010-02-16,650.0,400.0,1.625
2010-01-11,2010-02-23,500.0,393.20987547629966,1.271585560750081
2010-01-18,2010-03-02,500.0,350.0,1.4285714285714286
2010-01-25,2010-03-09,400.0,350.0,1.1428571428571428
2010-02-01,2010-03-16,400.0,350.0,1.1428571428571428
2010-02-08,2010-03-23,400.0,350.0,1.1428571428571428
2010-02-15,2010-03-30,400.0,350.0,1.1428571428571428
2010-02-22,2010-04-06,400.0,350.0,1.1428571428571428
2010-03-01,2010-04-13,400.0,350.0,1.1428571428571428
2010-03-08,2010-04-20,400.0,350.0,1.1428571428571428
2010-03-15,2010-04-27,400.0,350.0,1.1428571428571428
2010-03-22,2010-05-04,400.0,350.0,1.1428571428571428
2010-03-29,2010-05-11,500.0,350.0,1.4285714285714286
2010-04-05,2010-05-18,550.0,350.0,1.5714285714285714
2010-04-12,2010-05-25,550.0,350.0,1.5714285714285714
2010-04-19,2010-06-01,550.0,350.0,1.5714285714285714
2010-04-26,2010-06-08,600.0,400.0,1.5
2010-05-03,2010-06-15,600.0,400.0,1.5
2010-05-10,2010-06-22,611.2476366908353,450.0,1.3583280815351895
2010-05-17,2010-06-29,632.915879242141,540.0,1.172066443041002
2010-05-24,2010-07-06,648.7948963154078,540.0,1.201472030213718
2010-05-31,2010-07-13,700.0,540.0,1.2962962962962963
2010-06-07,2010-07-20,700.0,540.0,1.2962962962962963
2010-06-14,2010-07-27,700.0,600.0,1.1666666666666667
2010-06-21,2010-08-03,700.0,608.624763304162,1.150133944928187
2010-06-28,2010-08-10,950.0,500.0,1.9
2010-07-05,2010-08-17,950.0,450.0,2.111111111111111
2010-07-12,2010-08-24,950.0,450.0,2.111111111111111
2010-07-19,2010-08-31,950.0,450.0,2.111111111111111
2010-07-26,2010-09-07,950.0,400.0,2.375
2010-08-02,2010-09-14,950.0,400.0,2.375
2010-08-09,2010-09-21,500.0,400.0,1.25
2010-08-16,2010-09-28,500.0,400.0,1.25
2010-08-23,2010-10-05,450.0,400.0,1.125
2010-08-30,2010-10-12,4800.0,400.0,12.0
2010-09-06,2010-10-19,4800.0,400.0,12.0
2010-09-13,2010-10-26,4800.0,400.0,12.0
2010-09-20,2010-11-02,4800.0,400.0,12.0
2010-09-27,2010-11-09,4800.0,425.0,11.294117647058824
2010-10-04,2010-11-16,4800.0,425.0,11.294117647058824
2010-10-11,2010-11-23,750.0,520.0,1.4423076923076923
2010-10-18,2010-11-30,750.0,600.0,1.25
2010-10-25,2010-12-07,750.0,600.0,1.25
2010-11-01,2010-12-14,750.0,600.0,1.25
2010-11-08,2010-12-21,750.0,480.0,1.5625
2010-11-15,2010-12-28,750.0,443.99999808000086,1.6891891964937877
2010-11-22,2011-01-04,750.0,380.0,1.9736842105263157
2010-11-29,2011-01-11,725.0,380.0,1.9078947368421053
2010-12-06,2011-01-18,700.0,300.0,2.3333333333333335
2010-12-13,2011-01-25,600.0,300.0,2.0
2010-12-20,2011-02-01,484.2222222106666,300.0,1.6140740740355553
2010-12-27,2011-02-08,450.0,300.0,1.5
2011-01-03,2011-02-15,385.0,300.0,1.2833333333333334
2011-01-10,2011-02-22,400.0,300.0,1.3333333333333333
2011-01-17,2011-03-01,450.0,300.0,1.5
2011-01-24,2011-03-08,500.0,325.0,1.5384615384615385
2011-01-31,2011-03-15,500.0,350.0,1.4285714285714286
2011-02-07,2011-03-22,680.0,350.0,1.9428571428571428
2011-02-14,2011-03-29,680.0,375.0,1.8133333333333332
2011-02-21,2011-04-05,680.0,400.0,1.7
2011-02-28,2011-04-12,680.0,450.0,1.511111111111111
2011-03-07,2011-04-19,680.0,400.0,1.7
2011-03-14,2011-04-26,680.0,396.30750352056845,1.7158393266826144
2011-03-21,2011-05-03,500.0,396.30750352056845,1.2616465637372165
2011-03-28,2011-05-10,496.93877488546445,396.30750352056845,1.2539221954440567
2011-04-04,2011-05-17,601.3095222663119,396.30750352056845,1.5172801850195192
2011-04-11,2011-05-24,615.0,396.30750352056845,1.5518252733967763
2011-04-18,2011-05-31,635.0,396.30750352056845,1.6022911359462648
2011-04-25,2011-06-07,650.0,423.6095967386897,1.5344317149664644
2011-05-02,2011-06-14,680.0,434.6000009600015,1.5646571525493023
2011-05-09,2011-06-21,680.0,480.0,1.4166666666666667
2011-05-16,2011-06-28,680.0,545.0,1.2477064220183487
2011-05-23,2011-07-05,700.0,545.0,1.2844036697247707
2011-05-30,2011-07-12,750.0,630.0,1.1904761904761905
2011-06-06,2011-07-19,800.0,640.0,1.25
2011-06-13,2011-07-26,800.0,640.0,1.25
2011-06-20,2011-08-02,800.0,650.0,1.2307692307692308
2011-06-27,2011-08-09,800.0,655.0,1.2213740458015268
2011-07-04,2011-08-16,800.0,655.0,1.2213740458015268
2011-07-11,2011-08-23,800.0,655.0,1.2213740458015268
2011-07-18,2011-08-30,750.0,655.0,1.1450381679389312
2011-07-25,2011-09-06,750.0,655.0,1.1450381679389312
2011-08-01,2011-09-13,750.0,655.0,1.1450381679389312
2011-08-08,2011-09-20,750.0,655.0,1.1450381679389312
2011-08-15,2011-09-27,750.0,650.0,1.1538461538461537
2011-08-22,2011-10-04,750.0,650.0,1.1538461538461537
2011-08-29,2011-10-11,750.0,650.0,1.1538461538461537
2011-09-05,2011-10-18,750.0,593.7325271709408,1.263195067943563
2011-09-12,2011-10-25,700.0,526.6285340172428,1.3292101638706129
2011-09-19,2011-11-01,679.4780756079499,500.0,1.3589561512158999
2011-09-26,2011-11-08,679.4780756079499,450.0,1.5099512791287775
2011-10-03,2011-11-15,679.4780756079499,450.0,1.5099512791287775
2011-10-10,2011-11-22,674.9368830021824,425.0,1.588086783534547
2011-10-17,2011-11-29,605.2268243361433,375.0,1.6139381982297154
2011-10-24,2011-12-06,534.1603755860841,375.0,1.4244276682295576
2011-10-31,2011-12-13,500.7714223511171,375.0,1.3353904596029789
2011-11-07,2011-12-20,450.0,375.0,1.2
2011-11-14,2011-12-27,450.0,350.0,1.2857142857142858
2011-11-21,2012-01-03,425.0,275.0,1.5454545454545454
2011-11-28,2012-01-10,400.0,275.0,1.4545454545454546
2011-12-05,2012-01-17,400.0,275.0,1.4545454545454546
2011-12-12,2012-01-24,450.0,275.0,1.6363636363636365
2011-12-19,2012-01-31,450.0,275.0,1.6363636363636365
2011-12-26,2012-02-07,450.0,275.0,1.6363636363636365
2012-01-02,2012-02-14,450.0,275.0,1.6363636363636365
2012-01-09,2012-02-21,450.0,300.0,1.5
2012-01-16,2012-02-28,450.0,350.0,1.2857142857142858
2012-01-23,2012-03-06,475.0,388.88888886666666,1.2214285714983673
2012-01-30,2012-03-13,550.0,400.0,1.375
2012-02-06,2012-03-20,600.0,425.0,1.411764705882353
2012-02-13,2012-03-27,625.0,450.0,1.3888888888888888
2012-02-20,2012-04-03,650.0,450.0,1.4444444444444444
2012-02-27,2012-04-10,700.0,450.0,1.5555555555555556
2012-03-05,2012-04-17,850.0,470.0,1.8085106382978724
2012-03-12,2012-04-24,950.0,475.0,2.0
2012-03-19,2012-05-01,1000.0,600.0,1.6666666666666667
2012-03-26,2012-05-08,1000.0,625.0,1.6
2012-04-02,2012-05-15,1025.0,650.0,1.5769230769230769
2012-04-09,2012-05-22,1050.0,700.0,1.5
2012-04-16,2012-05-29,1100.0,700.0,1.5714285714285714
2012-04-23,2012-06-05,1100.0,900.0,1.2222222222222223
2012-04-30,2012-06-12,1100.0,950.0,1.1578947368421053
2012-05-07,2012-06-19,1150.0,1000.0,1.15
2012-05-14,2012-06-26,1150.0,1000.0,1.15
2012-05-21,2012-07-03,1150.0,1000.0,1.15
2012-05-28,2012-07-10,1180.0,1037.4999999765623,1.1373493976160547
2012-06-04,2012-07-17,1300.0,1037.4999999765623,1.2530120482210774
2012-06-11,2012-07-24,1300.0,1037.4999999765623,1.2530120482210774
2012-06-18,2012-07-31,1300.0,1037.4999999765623,1.2530120482210774
2012-06-25,2012-08-07,1300.0,1080.0,1.2037037037037037
2012-07-02,2012-08-14,1325.0,1080.0,1.2268518518518519
2012-07-09,2012-08-21,1325.0,1100.0,1.2045454545454546
2012-07-16,2012-08-28,1325.0,1200.0,1.1041666666666667
2012-07-23,2012-09-04,1340.0,1200.0,1.1166666666666667
2012-07-30,2012-09-11,1350.0,1250.0,1.08
2012-08-06,2012-09-18,1350.0,1250.0,1.08
2012-08-13,2012-09-25,1350.0,1200.0,1.125
2012-08-20,2012-10-02,1350.0,1100.0,1.2272727272727273
2012-08-27,2012-10-09,1350.0,1050.0,1.2857142857142858
2012-09-03,2012-10-16,1350.0,1000.0,1.35
2012-09-10,2012-10-23,1350.0,1000.0,1.35
2012-09-17,2012-10-30,1280.0,1000.0,1.28
2012-09-24,2012-11-06,1200.0,1000.0,1.2
2012-10-01,2012-11-13,1150.0,960.0,1.1979166666666667
2012-10-08,2012-11-20,1100.0,900.0,1.2222222222222223
2012-10-15,2012-11-27,1100.0,850.0,1.2941176470588236
2012-10-22,2012-12-04,1100.0,850.0,1.2941176470588236
2012-10-29,2012-12-11,1100.0,750.0,1.4666666666666666
2012-11-05,2012-12-18,1000.0,680.0,1.4705882352941178
2012-11-12,2012-12-25,1000.0,550.0,1.8181818181818181
2012-11-19,2013-01-01,1000.0,550.0,1.8181818181818181
2012-11-26,2013-01-08,900.0,500.0,1.8
2012-12-03,2013-01-15,860.0,500.0,1.72
2012-12-10,2013-01-22,800.0,500.0,1.6
2012-12-17,2013-01-29,700.0,500.0,1.4
2012-12-24,2013-02-05,600.0,500.0,1.2
2012-12-31,2013-02-12,650.0,500.0,1.3
2013-01-07,2013-02-19,650.0,500.0,1.3
2013-01-14,2013-02-26,680.0,500.0,1.36
2013-01-21,2013-03-05,680.0,524.9166666439166,1.2954437212817362
2013-01-28,2013-03-12,680.0,550.0,1.2363636363636363
2013-02-04,2013-03-19,680.0,550.0,1.2363636363636363
2013-02-11,2013-03-26,680.0,550.0,1.2363636363636363
2013-02-18,2013-04-02,680.0,550.0,1.2363636363636363
2013-02-25,2013-04-09,710.0,550.0,1.290909090909091
2013-03-04,2013-04-16,825.0,575.0,1.434782608695652
2013-03-11,2013-04-23,875.0,600.0,1.4583333333333333
2013-03-18,2013-04-30,918.2454941447023,625.0,1.4691927906315236
2013-03-25,2013-05-07,950.0,625.0,1.52
2013-04-01,2013-05-14,975.0,650.0,1.5
2013-04-08,2013-05-21,980.0,702.7777777555556,1.3944664032061491
2013-04-15,2013-05-28,980.0,825.0,1.187878787878788
2013-04-22,2013-06-04,980.0,828.00564763768,1.183566806332739
2013-04-29,2013-06-11,1050.0,900.0,1.1666666666666667
2013-05-06,2013-06-18,1050.0,900.0,1.1666666666666667
2013-05-13,2013-06-25,1050.0,900.0,1.1666666666666667
2013-05-20,2013-07-02,1070.0,900.0,1.1888888888888889
2013-05-27,2013-07-09,1100.0,900.0,1.2222222222222223
2013-06-03,2013-07-16,1100.0,950.0,1.1578947368421053
2013-06-10,2013-07-23,1100.0,980.0,1.1224489795918366
2013-06-17,2013-07-30,1100.0,900.0,1.2222222222222223
2013-06-24,2013-08-06,1100.0,750.0,1.4666666666666666
2013-07-01,2013-08-13,1100.0,700.0,1.5714285714285714
2013-07-08,2013-08-20,1100.0,700.0,1.5714285714285714
2013-07-15,2013-08-27,1050.0,700.0,1.5
2013-07-22,2013-09-03,1050.0,700.0,1.5
2013-07-29,2013-09-10,938.0434782438564,700.0,1.3400621117769378
2013-08-05,2013-09-17,925.0,700.0,1.3214285714285714
2013-08-12,2013-09-24,925.0,800.0,1.15625
2013-08-19,2013-10-01,925.0,800.0,1.15625
2013-08-26,2013-10-08,925.0,800.0,1.15625
2013-09-02,2013-10-15,925.0,800.0,1.15625
2013-09-09,2013-10-22,1019.99999998125,800.0,1.2749999999765624
2013-09-16,2013-10-29,1400.0,800.0,1.75
2013-09-23,2013-11-05,1400.0,800.0,1.75
