DATE,ARRIVAL
2016-01-01,210.0
2016-01-02,370.0
2016-01-03,277.0
2016-01-04,359.0
2016-01-05,210.0
2016-01-06,145.0
2016-01-07,150.0
2016-01-08,385.0
2016-01-09,400.0
2016-01-10,13.0
2016-01-11,20.7
2016-01-12,23.0
2016-01-13,22.2
2016-01-14,28.0
2016-01-15,33.88267172160493
2016-01-16,40.0
2016-01-17,47.5
2016-01-18,43.1
2016-01-19,23.2
2016-01-20,33.1
2016-01-21,28.0
2016-01-22,36.0
2016-01-23,38.5
2016-01-24,33.0
2016-01-25,23.0
2016-01-26,38.0
2016-01-27,28.8
2016-01-28,24.5
2016-01-29,31.0
2016-01-30,43.5
2016-01-31,39.81408968774494
2016-02-01,34.3
2016-02-02,27.0
2016-02-03,27.7
2016-02-04,51.9
2016-02-05,36.0
2016-02-06,40.0
2016-02-07,32.0
2016-02-08,16.0
2016-02-09,23.7
2016-02-10,30.7
2016-02-11,41.7
2016-02-12,40.0
2016-02-13,29.0
2016-02-14,32.4668712219737
2016-02-15,39.49167356334857
2016-02-16,43.0
2016-02-17,30.0
2016-02-18,20.9
2016-02-19,33.0
2016-02-20,27.5
2016-02-21,28.0
2016-02-22,29.6
2016-02-23,17.2
2016-02-24,37.2
2016-02-25,25.5
2016-02-26,26.7
2016-02-27,30.1
2016-02-28,47.1
2016-02-29,37.85
2016-03-01,28.6
2016-03-02,32.0
2016-03-03,30.6
2016-03-04,35.0
2016-03-05,29.3
2016-03-06,18.0
2016-03-07,25.5
2016-03-08,30.5
2016-03-09,26.0
2016-03-10,40.7
2016-03-11,25.5
2016-03-12,26.6
2016-03-13,12.8
2016-03-14,32.5
2016-03-15,34.543962002592764
2016-03-16,36.1
2016-03-17,24.2
2016-03-18,19.0
2016-03-19,23.5
2016-03-20,12.5
2016-03-21,9.0
2016-03-22,22.0
2016-03-23,10.6
2016-03-24,18.2
2016-03-25,18.8
2016-03-26,9.1
2016-03-27,15.1
2016-03-28,12.7
2016-03-29,16.5
2016-03-30,18.5
2016-03-31,13.25
2016-04-01,8.0
2016-04-02,15.0
2016-04-03,11.0
2016-04-04,16.5
2016-04-05,11.0
2016-04-06,10.1
2016-04-07,10.327590911794845
2016-04-08,11.0
2016-04-09,16.3
2016-04-10,11.2
2016-04-11,6.6
2016-04-12,5.7
2016-04-13,11.0
2016-04-14,19.7
2016-04-15,17.2
2016-04-16,14.7
2016-04-17,14.7
2016-04-18,20.4
2016-04-19,7.5
2016-04-20,10.2
2016-04-21,11.5
2016-04-22,13.5
2016-04-23,19.4
2016-04-24,8.2
2016-04-25,11.8
2016-04-26,7.5
2016-04-27,13.7
2016-04-28,16.0
2016-04-29,22.6
2016-04-30,18.05
2016-05-01,13.5
2016-05-02,10.8
2016-05-03,7.0
2016-05-04,9.0
2016-05-05,7.8
2016-05-06,5.2
2016-05-07,11.0
2016-05-08,6.5
2016-05-09,6.0
2016-05-10,9.7
2016-05-11,6.2
2016-05-12,9.7
2016-05-13,9.5
2016-05-14,8.3
2016-05-15,6.9
2016-05-16,5.5
2016-05-17,10.9
2016-05-18,10.2
2016-05-19,7.2
2016-05-20,11.0
2016-05-21,6.0
2016-05-22,3.2
2016-05-23,8.5
2016-05-24,12.2
2016-05-25,6.7
2016-05-26,7.369478116351164
2016-05-27,8.5
2016-05-28,10.2
2016-05-29,7.3
2016-05-30,8.396321115085499
2016-05-31,11.10612112754625
2016-06-01,12.2
2016-06-02,9.5
2016-06-03,10.5
2016-06-04,10.7
2016-06-05,8.2
2016-06-06,5.7
2016-06-07,7.2
2016-06-08,13.9
2016-06-09,8.9
2016-06-10,12.3
2016-06-11,13.6
2016-06-12,14.05
2016-06-13,14.5
2016-06-14,16.0
2016-06-15,15.867322887661414
2016-06-16,15.4
2016-06-17,14.611115828409028
2016-06-18,13.5
2016-06-19,11.65
2016-06-20,9.8
2016-06-21,9.7
2016-06-22,12.0
2016-06-23,13.5
2016-06-24,13.6
2016-06-25,9.5
2016-06-26,10.7
2016-06-27,110.0
2016-06-28,13.8
2016-06-29,14.0
2016-06-30,13.41038733463701
2016-07-01,12.4
2016-07-02,9.95
2016-07-03,7.5
2016-07-04,8.6
2016-07-05,10.1
2016-07-06,11.6
2016-07-07,12.7
2016-07-08,10.5
2016-07-09,11.5
2016-07-10,17.5
2016-07-11,11.5
2016-07-12,12.5
2016-07-13,8.6
2016-07-14,10.6
2016-07-15,13.3
2016-07-16,16.0
2016-07-17,12.8
2016-07-18,13.4
2016-07-19,11.5
2016-07-20,16.4
2016-07-21,9.5
2016-07-22,13.0
2016-07-23,17.5
2016-07-24,13.2
2016-07-25,15.2
2016-07-26,11.2
2016-07-27,15.5
2016-07-28,11.5
2016-07-29,14.7
2016-07-30,17.9
2016-07-31,16.924250474983292
2016-08-01,15.424206647556634
2016-08-02,13.8
2016-08-03,12.0
2016-08-04,15.0
