MANDINAME,DATE,ARRIVAL,MIN,MAX,PRICE
BAREILLY,02/01/2017,18.0,7500.0,7800.0,7650
BAREILLY,03/01/2017,12.0,,,7625
BAREILLY,04/01/2017,1.2,,,7615
BAREILLY,06/01/2017,16.0,,,7600
BAREILLY,07/01/2017,9.5,,,7610
BAREILLY,09/01/2017,18.0,,,7600
BAREILLY,11/01/2017,36.0,,,7500
BAREILLY,17/01/2017,16.5,,,7450
BAREILLY,20/01/2017,31.5,,,7350
BAREILLY,31/01/2017,32.0,,,7200
