MANDINAME,DATE,ARRIVAL,MIN,MAX,PRICE
BAREILLY,08/12/2016,10.5,7700.0,7800.0,7725
BAREILLY,09/12/2016,14.0,,,7750
BAREILLY,19/12/2016,6.0,,,7650
BAREILLY,21/12/2016,16.0,,,7600
BAREILLY,24/12/2016,6.0,,,7550
BAREILLY,26/12/2016,4.0,,,7525
BAREILLY,27/12/2016,3.0,,,7550
BAREILLY,28/12/2016,114.5,,,7500
