MANDINAME,DATE,ARRIVAL,MIN,MAX,PRICE
BAREILLY,02/02/2017,24,7100.0,7250.0,7175
BAREILLY,06/02/2017,56,,,7000
BAREILLY,07/02/2017,10,,,6950
BAREILLY,09/02/2017,45,,,7000
BAREILLY,18/02/2017,28,,,7050
BAREILLY,20/02/2017,36,,,7000
BAREILLY,28/02/2017,98,,,6650
