MANDINAME,DATE,ARRIVAL,MIN,MAX,PRICE
BAREILLY,27/08/2016,2.5,8100,8160,8140
BAREILLY,29/08/2016,56.0,8000,8200,8150
BAREILLY,30/08/2016,48.0,7850,8150,8000
BAREILLY,31/08/2016,6.0,8000,8250,8130
