DATE,MEAN,STD
2010-01-01,0.02260578626787407,0.015187191221578713
2010-02-01,0.023119196279596133,0.018255710582375212
2010-03-01,0.01641571947725307,0.011300898706966548
2010-04-01,0.014609763977600833,0.009185938997849481
2010-05-01,0.015009399294566232,0.009640428295714142
2010-06-01,0.018690747573638016,0.013539971205844633
2010-07-01,0.020110324738243212,0.017415114832182756
2010-08-01,0.017495991857284603,0.014228826360717109
2010-09-01,0.01568316848271105,0.012852721581598076
2010-10-01,0.013893137039971672,0.011128402207247944
2010-11-01,0.013158154086922674,0.008487227778926739
2010-12-01,0.01435889671241664,0.011292866012433596
2011-01-01,0.017643795269430922,0.01798328195982702
2011-02-01,0.011504084036335543,0.0073288700665759396
2011-03-01,0.014821409340379003,0.01204305624368797
2011-04-01,0.01903656131194389,0.018072773740161793
2011-05-01,0.013804488984402534,0.008288335640484201
2011-06-01,0.014099438695746308,0.008256568797441443
2011-07-01,0.01894082225389742,0.016123296168600695
2011-08-01,0.02284950969115365,0.028447764463883807
2011-09-01,0.022927880253203036,0.027518389707125415
2011-10-01,0.011537454336991814,0.009752538489732336
2011-11-01,0.012731241448017955,0.009279902351320306
2011-12-01,0.01576102742843478,0.012231805977990572
2012-01-01,0.013643489876252251,0.010555800967593556
2012-02-01,0.013921231150269877,0.012223822888077265
2012-03-01,0.014862810480819314,0.010685281774916703
2012-04-01,0.012964260759417423,0.007631085051243246
2012-05-01,0.016039496756554122,0.011426187154120339
2012-06-01,0.01704201330617646,0.012434646347999657
2012-07-01,0.016784298492066918,0.012362006576645155
2012-08-01,0.021355076653613386,0.024349705310575794
2012-09-01,0.021580714114090238,0.02473334741177419
2012-10-01,0.02221994961837002,0.02432437418294789
2012-11-01,0.017175321692096734,0.01697941544394921
2012-12-01,0.014524217529954872,0.009900032740225011
2013-01-01,0.01788575439355079,0.015284524790801616
2013-02-01,0.017260495162548285,0.015800358999633238
2013-03-01,0.017195626055991498,0.015266143416975885
2013-04-01,0.014425793521150124,0.009800126824674038
2013-05-01,0.020031613391227835,0.014139886799501424
2013-06-01,0.018982484975855113,0.012039449121789976
2013-07-01,0.016840471247118866,0.008952390560582271
2013-08-01,0.025039225770794375,0.023444682614129114
2013-09-01,0.022367954407566195,0.018168256591592234
