DATE,DISPERSION,COMMODITY
2010-06-01,0.0283705740506928,ONION
2010-06-01,0.0268974436009566,POTATO
2010-06-01,0.01986313272039777,AVG
2010-06-01,0.0135962040658378,GREEN GRAM DAL (MOONG DAL)
2010-06-01,0.0134446743100757,RICE
2010-06-01,0.0068113800394975,MUSTARD OIL
2010-06-01,0.0058158131622881,MASUR DAL
2010-07-01,0.0560677053221629,TOMATO
2010-07-01,0.0366722428939214,POTATO
2010-07-01,0.0249985359604192,ONION
2010-07-01,0.0224763130461972,AVG
2010-07-01,0.015010977183401,RICE
2010-07-01,0.0127387401621635,GREEN GRAM DAL (MOONG DAL)
2010-07-01,0.0090841070317644,MASUR DAL
2010-07-01,0.002761882769548,MUSTARD OIL
2010-08-01,0.0469799354053681,POTATO
2010-08-01,0.0453879589728483,TOMATO
2010-08-01,0.0255696835703057,ONION
2010-08-01,0.021707983792725073,AVG
2010-08-01,0.0122644267818035,RICE
2010-08-01,0.009686202997697,GREEN GRAM DAL (MOONG DAL)
2010-08-01,0.0092343641778306,MASUR DAL
2010-08-01,0.0028333146432223,MUSTARD OIL
2010-09-01,0.0397495457172734,TOMATO
2010-09-01,0.031823443848205,POTATO
2010-09-01,0.0222131073733613,ONION
2010-09-01,0.017988922106353,AVG
2010-09-01,0.0175890763560782,RICE
2010-09-01,0.0075738242792183,GREEN GRAM DAL (MOONG DAL)
2010-09-01,0.0045876047433482,MASUR DAL
2010-09-01,0.0023858524269866,MUSTARD OIL
2010-10-01,0.0311866244137928,TOMATO
2010-10-01,0.0264710314870411,POTATO
2010-10-01,0.0229793780767526,ONION
2010-10-01,0.0183945159671142,RICE
2010-10-01,0.0156899791038387,AVG
2010-10-01,0.0075389669395407,MASUR DAL
2010-10-01,0.001642265210423,GREEN GRAM DAL (MOONG DAL)
2010-10-01,0.0016170716322065,MUSTARD OIL
2010-11-01,0.0298232223939872,POTATO
2010-11-01,0.0224172223059201,TOMATO
2010-11-01,0.0216973676393158,ONION
2010-11-01,0.0201493709990816,RICE
2010-11-01,0.015538878130788985,AVG
2010-11-01,0.0075358654139943,MASUR DAL
2010-11-01,0.0057392068167589,GREEN GRAM DAL (MOONG DAL)
2010-11-01,0.001409891346465,MUSTARD OIL
2010-12-01,0.0328531314619424,TOMATO
2010-12-01,0.0240395172213197,RICE
2010-12-01,0.0156536850854697,ONION
2010-12-01,0.014104761109236844,AVG
2010-12-01,0.0125799474901584,POTATO
2010-12-01,0.0095002521451997,MASUR DAL
2010-12-01,0.0028559751542315,GREEN GRAM DAL (MOONG DAL)
2010-12-01,0.0012508192063365,MUSTARD OIL
2011-01-01,0.0539964443942378,TOMATO
2011-01-01,0.0254551421994628,RICE
2011-01-01,0.017386410746456884,AVG
2011-01-01,0.015842103608613,POTATO
2011-01-01,0.0110372295653283,MASUR DAL
2011-01-01,0.010457219604643,ONION
2011-01-01,0.0032861220147437,GREEN GRAM DAL (MOONG DAL)
2011-01-01,0.0016306138381696,MUSTARD OIL
2011-02-01,0.035713421945187,POTATO
2011-02-01,0.020796364500987,RICE
2011-02-01,0.0171235951794211,TOMATO
2011-02-01,0.0165456706329392,ONION
2011-02-01,0.014962560880457141,AVG
2011-02-01,0.01008466503341,MASUR DAL
2011-02-01,0.0038437265814241,GREEN GRAM DAL (MOONG DAL)
2011-02-01,0.0006304822898316,MUSTARD OIL
2011-03-01,0.0377463863842539,TOMATO
2011-03-01,0.0257964967765034,POTATO
2011-03-01,0.0179526073969852,RICE
2011-03-01,0.0178610412328528,ONION
2011-03-01,0.016389278974111028,AVG
2011-03-01,0.0096445886659479,MASUR DAL
2011-03-01,0.0053872340630951,GREEN GRAM DAL (MOONG DAL)
2011-03-01,0.0003365982991389,MUSTARD OIL
2011-04-01,0.0559356361973037,TOMATO
2011-04-01,0.0262523847963707,POTATO
2011-04-01,0.0253025844987541,ONION
2011-04-01,0.020067393238290543,AVG
2011-04-01,0.015597039944707,RICE
2011-04-01,0.008436599403666,MASUR DAL
2011-04-01,0.0067765686772537,GREEN GRAM DAL (MOONG DAL)
2011-04-01,0.0021709391499786,MUSTARD OIL
2011-05-01,0.0296572378050344,TOMATO
2011-05-01,0.0252621931344776,POTATO
2011-05-01,0.0156834559144365,ONION
2011-05-01,0.015441303862984644,AVG
2011-05-01,0.0150552952916425,RICE
2011-05-01,0.0119213038450455,GREEN GRAM DAL (MOONG DAL)
2011-05-01,0.0069918179383911,MASUR DAL
2011-05-01,0.0035178231118649,MUSTARD OIL
2011-06-01,0.0265160036817874,POTATO
2011-06-01,0.025017228960757,TOMATO
2011-06-01,0.0214775169095032,RICE
2011-06-01,0.0166514059069792,ONION
2011-06-01,0.015873233693752143,AVG
2011-06-01,0.0145151250081513,GREEN GRAM DAL (MOONG DAL)
2011-06-01,0.0046160181735177,MASUR DAL
2011-06-01,0.0023193372155692,MUSTARD OIL
2011-07-01,0.052064937702112,TOMATO
2011-07-01,0.0283501584199186,POTATO
2011-07-01,0.0208280248530063,RICE
2011-07-01,0.02028501313475754,AVG
2011-07-01,0.0178050459926276,ONION
2011-07-01,0.0143624044029231,GREEN GRAM DAL (MOONG DAL)
2011-07-01,0.0062394229655217,MASUR DAL
2011-07-01,0.0023450976071935,MUSTARD OIL
2011-08-01,0.0848580830784253,TOMATO
2011-08-01,0.0300581833889677,POTATO
2011-08-01,0.023879320219412754,AVG
2011-08-01,0.0195187538779909,RICE
2011-08-01,0.0145811497813286,ONION
2011-08-01,0.0130987287988861,GREEN GRAM DAL (MOONG DAL)
2011-08-01,0.0046981529523388,MASUR DAL
2011-08-01,0.0003421896579519,MUSTARD OIL
2011-09-01,0.0824306636690068,TOMATO
2011-09-01,0.0349528601997112,POTATO
2011-09-01,0.02464573453127557,AVG
2011-09-01,0.0212699037081817,ONION
2011-09-01,0.0187637433341992,RICE
2011-09-01,0.0070597091755433,GREEN GRAM DAL (MOONG DAL)
2011-09-01,0.0068684787928319,MASUR DAL
2011-09-01,0.0011747828394549,MUSTARD OIL
2011-10-01,0.0343980080315661,POTATO
2011-10-01,0.0314605106853746,TOMATO
2011-10-01,0.014803247721930956,AVG
2011-10-01,0.0147591106015975,RICE
2011-10-01,0.0095529848755725,ONION
2011-10-01,0.0060617127585344,GREEN GRAM DAL (MOONG DAL)
2011-10-01,0.0054897980642921,MASUR DAL
2011-10-01,0.0019006090365795,MUSTARD OIL
2011-11-01,0.0302158583820489,POTATO
2011-11-01,0.0269084452894754,TOMATO
2011-11-01,0.0229334017489809,RICE
2011-11-01,0.0152290438671652,AVG
2011-11-01,0.0129796647722485,ONION
2011-11-01,0.0070103377845007,GREEN GRAM DAL (MOONG DAL)
2011-11-01,0.0034977562280867,MUSTARD OIL
2011-11-01,0.0030578428648153,MASUR DAL
2011-12-01,0.0327458392868647,TOMATO
2011-12-01,0.0256787930338953,RICE
2011-12-01,0.0246807200117632,POTATO
2011-12-01,0.0242114439201374,ONION
2011-12-01,0.017035269226053102,AVG
2011-12-01,0.007742838522251,GREEN GRAM DAL (MOONG DAL)
2011-12-01,0.0029767672096526,MUSTARD OIL
2011-12-01,0.0012104825978075,MASUR DAL
2012-01-01,0.0263318033395791,TOMATO
2012-01-01,0.0258605750959384,RICE
2012-01-01,0.0210838336740787,POTATO
2012-01-01,0.0193674646058944,ONION
2012-01-01,0.014706396133084557,AVG
2012-01-01,0.0060925280418746,GREEN GRAM DAL (MOONG DAL)
2012-01-01,0.0031558740209697,MUSTARD OIL
2012-01-01,0.001052694153257,MASUR DAL
2012-02-01,0.0335576986429866,TOMATO
2012-02-01,0.0268351481677336,RICE
2012-02-01,0.0171791194079203,POTATO
2012-02-01,0.0143866437585056,AVG
2012-02-01,0.0125890174465432,ONION
2012-02-01,0.0068728652054642,GREEN GRAM DAL (MOONG DAL)
2012-02-01,0.0023962297368838,MUSTARD OIL
2012-02-01,0.0012764277020075,MASUR DAL
2012-03-01,0.0318670708258797,TOMATO
2012-03-01,0.0238781142564744,RICE
2012-03-01,0.0184120685235059,POTATO
2012-03-01,0.0178075156144956,ONION
2012-03-01,0.015369847344060229,AVG
2012-03-01,0.0082960006936998,GREEN GRAM DAL (MOONG DAL)
2012-03-01,0.0061149513279874,MUSTARD OIL
2012-03-01,0.0012132101663788,MASUR DAL
2012-04-01,0.0237664567191765,RICE
2012-04-01,0.0190217221510497,ONION
2012-04-01,0.0176349931965289,TOMATO
2012-04-01,0.0147294541834773,POTATO
2012-04-01,0.013216431248568796,AVG
2012-04-01,0.0093670789092451,GREEN GRAM DAL (MOONG DAL)
2012-04-01,0.0044798632033665,MUSTARD OIL
2012-04-01,0.0035154503771376,MASUR DAL
2012-05-01,0.0357873697714989,TOMATO
2012-05-01,0.0250344583090467,RICE
2012-05-01,0.0162033041334349,POTATO
2012-05-01,0.016062897810394185,AVG
2012-05-01,0.014012193944429,GREEN GRAM DAL (MOONG DAL)
2012-05-01,0.0139112920213001,ONION
2012-05-01,0.0046265029513075,MASUR DAL
2012-05-01,0.0028651635417422,MUSTARD OIL
2012-06-01,0.0396400439772791,TOMATO
2012-06-01,0.0238214167407714,RICE
2012-06-01,0.0172502090687533,ONION
2012-06-01,0.016354110667832027,AVG
2012-06-01,0.014208952796438,GREEN GRAM DAL (MOONG DAL)
2012-06-01,0.0122266948377657,POTATO
2012-06-01,0.0052737890562446,MASUR DAL
2012-06-01,0.0020576681975721,MUSTARD OIL
2012-07-01,0.0385852022213716,TOMATO
2012-07-01,0.0237397735022209,RICE
2012-07-01,0.0213321959278798,ONION
2012-07-01,0.0172249860119054,POTATO
2012-07-01,0.016847253852043786,AVG
2012-07-01,0.0067189936540198,MASUR DAL
2012-07-01,0.0059517615508682,GREEN GRAM DAL (MOONG DAL)
2012-07-01,0.0043778640960408,MUSTARD OIL
2012-08-01,0.0735443247927215,TOMATO
2012-08-01,0.0242097176259526,RICE
2012-08-01,0.020730488771414857,AVG
2012-08-01,0.016982961478224,POTATO
2012-08-01,0.0125616383883212,ONION
2012-08-01,0.0107697505653289,MASUR DAL
2012-08-01,0.0038450425268231,GREEN GRAM DAL (MOONG DAL)
2012-08-01,0.0031999860225327,MUSTARD OIL
2012-09-01,0.0745406735350966,TOMATO
2012-09-01,0.0256677170023443,RICE
2012-09-01,0.021398968874551273,AVG
2012-09-01,0.0203084974373177,POTATO
2012-09-01,0.0100488586963163,MASUR DAL
2012-09-01,0.0096244495225777,ONION
2012-09-01,0.0070301996523586,GREEN GRAM DAL (MOONG DAL)
2012-09-01,0.0025723862758477,MUSTARD OIL
2012-10-01,0.0737008817507063,TOMATO
2012-10-01,0.0260034734682982,RICE
2012-10-01,0.0225227587888402,POTATO
2012-10-01,0.022263208071294272,AVG
2012-10-01,0.0174697885497878,ONION
2012-10-01,0.0078275673811037,MASUR DAL
2012-10-01,0.0054529534945442,GREEN GRAM DAL (MOONG DAL)
2012-10-01,0.0028650330657795,MUSTARD OIL
2012-11-01,0.0503948709990417,TOMATO
2012-11-01,0.0270728415485111,RICE
2012-11-01,0.0210890281402182,POTATO
2012-11-01,0.0177344226132569,AVG
2012-11-01,0.012426944608137,ONION
2012-11-01,0.007481322158701,MASUR DAL
2012-11-01,0.0034142692919484,MUSTARD OIL
2012-11-01,0.0022616815462409,GREEN GRAM DAL (MOONG DAL)
2012-12-01,0.0293024367572709,RICE
2012-12-01,0.0218846694383648,TOMATO
2012-12-01,0.0200272222123215,ONION
2012-12-01,0.013785440475461529,AVG
2012-12-01,0.0097990718618602,MASUR DAL
2012-12-01,0.0093527781485019,POTATO
2012-12-01,0.0034520447637233,MUSTARD OIL
2012-12-01,0.0026798601461881,GREEN GRAM DAL (MOONG DAL)
2013-01-01,0.0446591880943746,TOMATO
2013-01-01,0.031535277345644,RICE
2013-01-01,0.015965442550974172,AVG
2013-01-01,0.0144426014436567,ONION
2013-01-01,0.0100929016502655,MASUR DAL
2013-01-01,0.0044435714955148,POTATO
2013-01-01,0.0034520447637233,MUSTARD OIL
2013-01-01,0.0031325130636403,GREEN GRAM DAL (MOONG DAL)
2013-02-01,0.0457633171601957,TOMATO
2013-02-01,0.0314237385715448,RICE
2013-02-01,0.01705380051635123,AVG
2013-02-01,0.0158136326391692,POTATO
2013-02-01,0.0093237876781311,ONION
2013-02-01,0.0092447941306373,MASUR DAL
2013-02-01,0.004554520179677,GREEN GRAM DAL (MOONG DAL)
2013-02-01,0.0032528132551035,MUSTARD OIL
2013-03-01,0.0445505768392231,TOMATO
2013-03-01,0.0314224964373569,RICE
2013-03-01,0.0266583081293892,POTATO
2013-03-01,0.018547437780762573,AVG
2013-03-01,0.0101078714880642,MASUR DAL
2013-03-01,0.0064049006746744,ONION
2013-03-01,0.0054732309466987,GREEN GRAM DAL (MOONG DAL)
2013-03-01,0.0052146799499315,MUSTARD OIL
2013-04-01,0.0301998161653676,RICE
2013-04-01,0.0250342908734451,TOMATO
2013-04-01,0.0228736628744546,POTATO
2013-04-01,0.0156326320001936,AVG
2013-04-01,0.0123186020310242,MASUR DAL
2013-04-01,0.0093639632264489,ONION
2013-04-01,0.0051749022173888,GREEN GRAM DAL (MOONG DAL)
2013-04-01,0.004463186613226,MUSTARD OIL
2013-05-01,0.0450547516760041,TOMATO
2013-05-01,0.0328552060885172,RICE
2013-05-01,0.0211143879797671,POTATO
2013-05-01,0.020186295475304827,AVG
2013-05-01,0.0149556681403472,ONION
2013-05-01,0.0124656592407881,MASUR DAL
2013-05-01,0.0094744070067483,GREEN GRAM DAL (MOONG DAL)
2013-05-01,0.0053839881949618,MUSTARD OIL
2013-06-01,0.0403334948635358,TOMATO
2013-06-01,0.0299052866379445,POTATO
2013-06-01,0.0290708651987624,RICE
2013-06-01,0.020542885213296412,AVG
2013-06-01,0.0173021971885261,ONION
2013-06-01,0.0109227552841121,MASUR DAL
2013-06-01,0.0102345807775303,GREEN GRAM DAL (MOONG DAL)
2013-06-01,0.0060310165426637,MUSTARD OIL
2013-07-01,0.0408764613747056,POTATO
2013-07-01,0.0302415434901651,TOMATO
2013-07-01,0.0278610614836866,RICE
2013-07-01,0.020274184122488343,AVG
2013-07-01,0.0141083647755562,MASUR DAL
2013-07-01,0.0122368249774731,ONION
2013-07-01,0.0099111324299994,GREEN GRAM DAL (MOONG DAL)
2013-07-01,0.0066839003258324,MUSTARD OIL
2013-08-01,0.0755295793631646,TOMATO
2013-08-01,0.046074268272082,POTATO
2013-08-01,0.02804423184240686,AVG
2013-08-01,0.0265225330228703,RICE
2013-08-01,0.016477790137668,ONION
2013-08-01,0.014454600767082,MASUR DAL
2013-08-01,0.0119634427963811,GREEN GRAM DAL (MOONG DAL)
2013-08-01,0.0052874085376,MUSTARD OIL
2013-09-01,0.060713717156802,TOMATO
2013-09-01,0.0459511186833511,POTATO
2013-09-01,0.0261760026904433,RICE
2013-09-01,0.025736977875535416,AVG
2013-09-01,0.0165163044052897,MASUR DAL
2013-09-01,0.0132484398510379,ONION
2013-09-01,0.0108693620159915,GREEN GRAM DAL (MOONG DAL)
2013-09-01,0.0066839003258324,MUSTARD OIL
2013-10-01,0.040456904119017,POTATO
2013-10-01,0.0259263914932293,RICE
2013-10-01,0.0243116837905944,ONION
2013-10-01,0.019705250526182872,AVG
2013-10-01,0.0181279831849133,TOMATO
2013-10-01,0.0153391229166439,MASUR DAL
2013-10-01,0.0085729930893077,GREEN GRAM DAL (MOONG DAL)
2013-10-01,0.0052016750895745,MUSTARD OIL
2013-11-01,0.0389771687441745,POTATO
2013-11-01,0.0293366526296604,TOMATO
2013-11-01,0.0271341182660025,RICE
2013-11-01,0.01963594665460753,AVG
2013-11-01,0.0185372900673171,ONION
2013-11-01,0.0149127890201256,MASUR DAL
2013-11-01,0.0043984855929466,GREEN GRAM DAL (MOONG DAL)
2013-11-01,0.004155122262026,MUSTARD OIL
2013-12-01,0.0352016132297893,TOMATO
2013-12-01,0.0277029920014648,POTATO
2013-12-01,0.026845284101777,RICE
2013-12-01,0.018703406437863442,AVG
2013-12-01,0.0172016556196258,ONION
2013-12-01,0.0144131648649737,MASUR DAL
2013-12-01,0.0050941975587008,MUSTARD OIL
2013-12-01,0.0044649376887127,GREEN GRAM DAL (MOONG DAL)
2014-01-01,0.0496783404601144,TOMATO
2014-01-01,0.0273143898061157,ONION
2014-01-01,0.0249816228405517,RICE
2014-01-01,0.0215693651147368,POTATO
2014-01-01,0.021496793477857674,AVG
2014-01-01,0.0182019396354578,MASUR DAL
2014-01-01,0.0050550211213855,MUSTARD OIL
2014-01-01,0.0036768753666418,GREEN GRAM DAL (MOONG DAL)
2014-02-01,0.0485487946582434,TOMATO
2014-02-01,0.0366235763812426,ONION
2014-02-01,0.0312547623278924,POTATO
2014-02-01,0.0252774816587749,RICE
2014-02-01,0.02367334164465937,AVG
2014-02-01,0.0180025114817299,MASUR DAL
2014-02-01,0.0035799490675399,GREEN GRAM DAL (MOONG DAL)
2014-02-01,0.0024263159371925,MUSTARD OIL
2014-03-01,0.0483916682321673,TOMATO
2014-03-01,0.0314595013007506,ONION
2014-03-01,0.0269331414794506,RICE
2014-03-01,0.0258395821339544,POTATO
2014-03-01,0.02272458279573893,AVG
2014-03-01,0.0182898386857408,MASUR DAL
2014-03-01,0.0048160951947928,GREEN GRAM DAL (MOONG DAL)
2014-03-01,0.003342252543316,MUSTARD OIL
2014-04-01,0.0342465695207538,TOMATO
2014-04-01,0.0272196229849668,RICE
2014-04-01,0.0240629868633552,ONION
2014-04-01,0.0214494929442969,POTATO
2014-04-01,0.0199175838200965,MASUR DAL
2014-04-01,0.019409829510530285,AVG
2014-04-01,0.0065553704416663,GREEN GRAM DAL (MOONG DAL)
2014-04-01,0.0024171799985765,MUSTARD OIL
2014-05-01,0.0309893314370733,TOMATO
2014-05-01,0.0271095044981367,RICE
2014-05-01,0.0253569388289003,ONION
2014-05-01,0.0191402257842233,MASUR DAL
2014-05-01,0.0181252396721897,AVG
2014-05-01,0.013007833218111,POTATO
2014-05-01,0.0098996814203441,GREEN GRAM DAL (MOONG DAL)
2014-05-01,0.0013731625185392,MUSTARD OIL
2014-06-01,0.037935089878867,TOMATO
2014-06-01,0.024986138825683,RICE
2014-06-01,0.023455048480871,ONION
2014-06-01,0.019077506589868714,AVG
2014-06-01,0.0164715260136185,MASUR DAL
2014-06-01,0.0152618507580116,POTATO
2014-06-01,0.0141126330964217,GREEN GRAM DAL (MOONG DAL)
2014-06-01,0.0013202590756082,MUSTARD OIL
2014-07-01,0.023560079535487,POTATO
2014-07-01,0.020654636958619,RICE
2014-07-01,0.0132734378075808,MASUR DAL
2014-07-01,0.012655189102698113,AVG
2014-07-01,0.0117823793882194,GREEN GRAM DAL (MOONG DAL)
2014-07-01,0.0100005170195011,TOMATO
2014-07-01,0.0079950139338713,ONION
2014-07-01,0.0013202590756082,MUSTARD OIL
2014-08-01,0.0326579267057439,TOMATO
2014-08-01,0.0175947702271509,RICE
2014-08-01,0.0160912375700706,POTATO
2014-08-01,0.0133146970915184,AVG
2014-08-01,0.0103566170120747,MASUR DAL
2014-08-01,0.009029733896551,GREEN GRAM DAL (MOONG DAL)
2014-08-01,0.0061523351534295,ONION
2014-08-01,0.0013202590756082,MUSTARD OIL
2014-09-01,0.0613708810656958,TOMATO
2014-09-01,0.01922486232936944,AVG
2014-09-01,0.0187957292087889,POTATO
2014-09-01,0.0156097652797917,RICE
2014-09-01,0.0140761258369382,ONION
2014-09-01,0.0128176285137895,MASUR DAL
2014-09-01,0.0090415615960825,GREEN GRAM DAL (MOONG DAL)
2014-09-01,0.0028623448044995,MUSTARD OIL
2014-10-01,0.0645958133846733,TOMATO
2014-10-01,0.0289467628542111,POTATO
2014-10-01,0.02168073861857464,AVG
2014-10-01,0.0194314891850922,ONION
2014-10-01,0.0153830821041992,RICE
2014-10-01,0.0135030958952666,MASUR DAL
2014-10-01,0.0073981385069008,GREEN GRAM DAL (MOONG DAL)
2014-10-01,0.0025067883996793,MUSTARD OIL
2014-11-01,0.0321753431092896,TOMATO
2014-11-01,0.0296175334928748,ONION
2014-11-01,0.023694659808596,POTATO
2014-11-01,0.016783004149137828,AVG
2014-11-01,0.0139481502049875,MASUR DAL
2014-11-01,0.011890970799195,RICE
2014-11-01,0.0038162506421494,MUSTARD OIL
2014-11-01,0.0023381209868725,GREEN GRAM DAL (MOONG DAL)
2014-12-01,0.032554219144704,ONION
2014-12-01,0.0136794334466868,TOMATO
2014-12-01,0.0132165296553996,RICE
2014-12-01,0.012765896086671415,AVG
2014-12-01,0.0122231516087122,POTATO
2014-12-01,0.0108355254423586,MASUR DAL
2014-12-01,0.0045273195168605,MUSTARD OIL
2014-12-01,0.0023250937919782,GREEN GRAM DAL (MOONG DAL)
2015-01-01,0.0484823522929548,TOMATO
2015-01-01,0.0305320356440241,ONION
2015-01-01,0.018141241127973887,AVG
2015-01-01,0.0171913597664071,RICE
2015-01-01,0.0144043610879898,POTATO
2015-01-01,0.0110422476573811,MASUR DAL
2015-01-01,0.0037046223334732,MUSTARD OIL
2015-01-01,0.0016317091135871,GREEN GRAM DAL (MOONG DAL)
2015-02-01,0.0499938887968922,TOMATO
2015-02-01,0.0244958306660364,ONION
2015-02-01,0.0242591146719118,POTATO
2015-02-01,0.019413344532084147,AVG
2015-02-01,0.0168795816330057,RICE
2015-02-01,0.009525262167503,MASUR DAL
2015-02-01,0.006082387867091,MUSTARD OIL
2015-02-01,0.0046573459221489,GREEN GRAM DAL (MOONG DAL)
2015-03-01,0.0492202597435757,TOMATO
2015-03-01,0.024621492247663,POTATO
2015-03-01,0.018494518704680742,AVG
2015-03-01,0.0177909180371034,ONION
2015-03-01,0.0170819463522506,RICE
2015-03-01,0.0078599986826124,GREEN GRAM DAL (MOONG DAL)
2015-03-01,0.0072386192436354,MASUR DAL
2015-03-01,0.0056483966259247,MUSTARD OIL
2015-04-01,0.0427041674792166,TOMATO
2015-04-01,0.0210791475661023,POTATO
2015-04-01,0.0177473352477275,RICE
2015-04-01,0.01695338319308474,AVG
2015-04-01,0.0146594948860909,ONION
2015-04-01,0.0091880271459113,GREEN GRAM DAL (MOONG DAL)
2015-04-01,0.0079563013416391,MASUR DAL
2015-04-01,0.0053392086849055,MUSTARD OIL
2015-05-01,0.035137311133415,TOMATO
2015-05-01,0.0179824516434061,RICE
2015-05-01,0.014506126344996413,AVG
2015-05-01,0.0135287366103769,ONION
2015-05-01,0.0110680938070976,MASUR DAL
2015-05-01,0.009809386896208,POTATO
2015-05-01,0.0090416895364534,GREEN GRAM DAL (MOONG DAL)
2015-05-01,0.0049752147880179,MUSTARD OIL
2015-06-01,0.038782266333914,TOMATO
2015-06-01,0.0193185776678082,RICE
2015-06-01,0.0189117213322176,POTATO
2015-06-01,0.017690194945593186,AVG
2015-06-01,0.0171145881685438,ONION
2015-06-01,0.0123518637498483,GREEN GRAM DAL (MOONG DAL)
2015-06-01,0.0117454400527291,MASUR DAL
2015-06-01,0.0056069073140913,MUSTARD OIL
2015-07-01,0.0434136059260421,TOMATO
2015-07-01,0.0244713980879252,POTATO
2015-07-01,0.0200654046861366,RICE
2015-07-01,0.018740894034535716,AVG
2015-07-01,0.0147550645780995,GREEN GRAM DAL (MOONG DAL)
2015-07-01,0.0139564348275739,ONION
2015-07-01,0.0118045143438726,MASUR DAL
2015-07-01,0.0027198357921001,MUSTARD OIL
2015-08-01,0.0805903317980124,TOMATO
2015-08-01,0.027564015505575,POTATO
2015-08-01,0.024152034332463084,AVG
2015-08-01,0.020299622563635,RICE
2015-08-01,0.0137689111058271,ONION
2015-08-01,0.0134438321468342,GREEN GRAM DAL (MOONG DAL)
2015-08-01,0.0109231985644246,MASUR DAL
2015-08-01,0.0024743286429333,MUSTARD OIL
2015-09-01,0.0834965338707839,TOMATO
2015-09-01,0.0241759124708665,POTATO
2015-09-01,0.02256425713342566,AVG
2015-09-01,0.020299622563635,RICE
2015-09-01,0.0105051577178922,MASUR DAL
2015-09-01,0.0102001483621801,GREEN GRAM DAL (MOONG DAL)
2015-09-01,0.0069582108703217,ONION
2015-09-01,0.0023142140783002,MUSTARD OIL
2015-10-01,0.0560869845181031,TOMATO
2015-10-01,0.0356202530420858,POTATO
2015-10-01,0.0244108982671665,ONION
2015-10-01,0.021575997900739517,AVG
2015-10-01,0.0202056314193889,RICE
2015-10-01,0.0093704620511841,MASUR DAL
2015-10-01,0.0026848470549293,GREEN GRAM DAL (MOONG DAL)
2015-10-01,0.0026529089523189,MUSTARD OIL
2015-11-01,0.0388229989041186,POTATO
2015-11-01,0.0280020921586049,TOMATO
2015-11-01,0.0199815242845726,ONION
2015-11-01,0.0194575243945382,RICE
2015-11-01,0.01738472745012983,AVG
2015-11-01,0.0060546922855962,GREEN GRAM DAL (MOONG DAL)
2015-11-01,0.0058624480343729,MASUR DAL
2015-11-01,0.0035118120891054,MUSTARD OIL
2015-12-01,0.0233327343413485,POTATO
2015-12-01,0.020928259987969,TOMATO
2015-12-01,0.0188896715536872,RICE
2015-12-01,0.0171777687303797,ONION
2015-12-01,0.013869199670562915,AVG
2015-12-01,0.0088764084041936,GREEN GRAM DAL (MOONG DAL)
2015-12-01,0.0054872864446413,MASUR DAL
2015-12-01,0.0023922682317211,MUSTARD OIL
2016-01-01,0.0369962700317313,TOMATO
2016-01-01,0.0194256987634288,RICE
2016-01-01,0.0174565329276451,ONION
2016-01-01,0.017058013863690054,AVG
2016-01-01,0.0169829736458868,MASUR DAL
2016-01-01,0.015051514864283,POTATO
2016-01-01,0.0117225770268813,GREEN GRAM DAL (MOONG DAL)
2016-01-01,0.0017705297859741,MUSTARD OIL
2016-02-01,0.0360468958382408,TOMATO
2016-02-01,0.0253280479261036,POTATO
2016-02-01,0.021174037468102,RICE
2016-02-01,0.0201888589177812,MASUR DAL
2016-02-01,0.018913945930496275,AVG
2016-02-01,0.0154453579013345,GREEN GRAM DAL (MOONG DAL)
