DATE,MEAN,STD
2006-01-01,0.5377093425857176,0.2311975707819933
2006-02-01,0.5210224219509905,0.2189174075128266
2006-03-01,0.5161787551576138,0.2215769642148331
2006-04-01,0.5097079795838976,0.2290074267318774
2006-05-01,0.5147063268559754,0.22578034069511294
2006-06-01,0.5354353383400523,0.2487920492593807
2006-07-01,0.5363434698475381,0.26072466252076143
2006-08-01,0.5499824605376131,0.2642103092274633
2006-09-01,0.5709028357954509,0.31205898080295885
2006-10-01,0.5848289966607205,0.3188320004338301
2006-11-01,0.5862894873638594,0.38344111797433406
2006-12-01,0.5556274204707128,0.3509942662790637
2007-01-01,0.5712773006646623,0.3844130704199234
2007-02-01,0.6245980060022169,0.2905559933601478
2007-03-01,0.569925074815804,0.3008103836401123
2007-04-01,0.5226515716643692,0.28781452974349364
2007-05-01,0.5722551170577118,0.3338215423523955
2007-06-01,0.6626888110270613,0.3841347666603238
2007-07-01,0.7016446534259873,0.430077126500338
2007-08-01,0.6946489349281082,0.44655224306428903
2007-09-01,0.7103233952835093,0.5514086367960744
2007-10-01,0.7154952645169866,0.5158763303218202
2007-11-01,0.76504222822337,0.6207959729200084
2007-12-01,0.7627206252567234,0.6956178201369936
2008-01-01,0.7365359695495315,0.6712520189012169
2008-02-01,0.6023654280733892,0.49038434526848645
2008-03-01,0.8055431275592728,0.8270435639378491
2008-04-01,0.7984813254111266,0.836424146574055
2008-05-01,0.8459397363612684,0.8921051482448086
2008-06-01,0.8712711088467389,0.93776781222155
2008-07-01,0.9642837827592506,1.0212367249972374
2008-08-01,0.9405337525987421,1.0046287575090183
2008-09-01,0.6101812459508643,0.4735592450194585
2008-10-01,0.8504439923266581,0.9115064129394386
2008-11-01,0.7970559743037784,0.8219032441598597
2008-12-01,0.8804426756696163,1.00869275396386
2009-01-01,0.8897749764591081,0.9758716646573109
2009-02-01,0.8425990604510236,0.8187147258852804
2009-03-01,0.9665946030330979,0.9366239866157646
2009-04-01,0.8166302427247426,0.7528258913132587
2009-05-01,0.8854136629138036,0.8498138863761547
2009-06-01,0.995294026388717,1.0546908372931347
2009-07-01,1.0861164739257883,1.2284573940544847
2009-08-01,1.0757048474633704,1.172097250400692
2009-09-01,1.1757323272071853,1.4063592416225594
2009-10-01,1.229137897834795,1.5422499352941685
2009-11-01,1.2088731970459858,1.5268994636333488
2009-12-01,1.027999791170817,1.29654570331578
2010-01-01,0.9639709664330863,1.1440187316521708
2010-02-01,1.7319753480232711,2.429129135287166
2010-03-01,1.856180420965862,2.6281544998213273
2010-04-01,-1.0243365813296663,2.2910612854812933
2010-05-01,-0.7767895077133267,1.8820559189438195
2010-06-01,21.72281207304344,37.07648869139303
2010-07-01,2.696272841992175,3.9330031726639514
2010-08-01,7.863083793361763,12.938206260890048
2010-09-01,8.102123153853768,13.35770409412082
2010-10-01,6.861576618739572,11.306106661145117
2010-11-01,15.386384395481269,26.04447467860661
2010-12-01,-21.14510699889902,37.207362028412646
2011-01-01,1.382654187485262,1.8956043285639892
2011-02-01,1.2774714016787834,1.7125937204161372
2011-03-01,1.1206889996440235,1.4528832398408789
2011-04-01,1.0213611169537664,1.2242036142794857
2011-05-01,2.902185274702649,4.440806704959455
2011-06-01,0.5309069279574562,0.3332464884990884
2011-07-01,0.25911646180737646,0.04015336720518742
2011-08-01,0.26608767053649274,0.03641491280957153
2011-09-01,0.23803765587062703,0.046094318555274294
2011-10-01,0.20055020296818538,0.027284976535083702
2011-11-01,0.19154369754595094,0.022036764493391453
2011-12-01,0.2248500671299314,0.031515528877322535
2012-01-01,0.258536712605921,0.04220328292437625
2012-02-01,0.2384346010227344,0.033529312260144384
2012-03-01,0.2464793790436165,0.08093433985577621
2012-04-01,0.26524767597128596,0.0774103569452009
2012-05-01,0.267428184210791,0.060891279825974684
2012-06-01,0.2713915451606043,0.03708760938624363
2012-07-01,0.2655295076928388,0.04198043942633538
2012-08-01,0.2549073889493123,0.02663569754633477
2012-09-01,0.25389014654294206,0.04801335034386946
2012-10-01,0.24190923103510098,0.04627931367570526
2012-11-01,0.23333546751340073,0.0538313666558663
2012-12-01,0.2614192131601811,0.06517165515789101
2013-01-01,0.2940785200780651,0.09224055897857464
2013-02-01,0.28736242681410373,0.10196630969091863
2013-03-01,0.2650762703441308,0.07793385471806157
2013-04-01,0.2451912547627681,0.04463783940506334
2013-05-01,0.2948121994227127,0.08295276206251767
2013-06-01,0.29978716446795994,0.07502960399564652
2013-07-01,0.31026339506893824,0.07064909736001795
2013-08-01,0.32265461868603035,0.07803036145562191
2013-09-01,0.29879429960614295,0.08851975401732325
2013-10-01,0.33334187869473,0.05957002591891028
2013-11-01,0.3070382028656562,0.10434219933089096
2013-12-01,0.3266563325092059,0.12097774706430349
2014-01-01,0.33048082628816006,0.1295309656961201
2014-02-01,0.2964321515667846,0.13566292216762263
2014-03-01,0.26290099497787284,0.09567812482230122
2014-04-01,0.30579412628940256,0.13153051659632867
2014-05-01,0.33563162496006105,0.14109226840888203
2014-06-01,0.3250440925844383,0.13743947339640886
2014-07-01,0.31866089976223216,0.11338879895303682
2014-08-01,0.3086802901463069,0.0896806812016612
2014-09-01,0.3082877813008348,0.10725138607968632
2014-10-01,0.32720961737966014,0.11362037702435346
2014-11-01,0.362624820696958,0.146936726008245
