DATE,MEAN,STD
2016-01-01,0.025509296067162717,0.021446748898851176
2016-02-01,0.03405179471104586,0.025878946763760933
2016-03-01,0.03356868369122303,0.02697611059258799
2016-04-01,0.027186139696105914,0.021147505607861446
2016-05-01,0.03232129023278767,0.024858835361788345
2016-06-01,0.027703740412599653,0.020506639345474142
2016-07-01,0.02895248355377416,0.019713396577544333
2016-08-01,0.03486622519838598,0.02722869082095594
2016-09-01,0.03150089852772088,0.019077006998037133
2016-10-01,0.03194307211433373,0.019115807927825513
2016-11-01,0.03885264809763213,0.027310358451739757
2016-12-01,0.03554806600175936,0.025498419496686135
2017-01-01,0.03414207376219758,0.02867214625142526
2017-02-01,0.03848857479949065,0.02934606445133102
2017-03-01,0.031145932057857977,0.022925956178942095
2017-04-01,0.026348290941024737,0.01636089933668309
2017-05-01,0.024677138251516663,0.013944528913289657
2017-06-01,0.025514237484933994,0.013529151886333711
2017-07-01,0.021965325205875685,0.012789653855535493
2017-08-01,0.022104341230256865,0.012673607529801366
2017-09-01,0.029259277094199294,0.017951289178088074
2017-10-01,0.025321010357747493,0.016017904142653406
2017-11-01,0.02578413596169506,0.015626272718154168
2017-12-01,0.03045784932546568,0.02037568725977291
2018-01-01,0.03468850137811341,0.02663718746527497
2018-02-01,0.03382693255359299,0.02724710957968096
2018-03-01,0.02883451653391806,0.020250340001585074
2018-04-01,0.03121635910359017,0.024272440766634637
2018-05-01,0.027146515223197384,0.021731811758473687
2018-06-01,0.026542265609198482,0.019410420558431295
2018-07-01,0.02698295483996016,0.022158744754108728
2018-08-01,0.03156337956306501,0.0318488498451883
2018-09-01,0.03436626318874066,0.029791529460091764
2018-10-01,0.03000776340726623,0.025281075201968463
2018-11-01,0.029714449540987425,0.02575921643970831
2018-12-01,0.027256883894711908,0.028129109574617985
2019-01-01,0.030710940225798032,0.031098498005932583
2019-02-01,0.02491429639098165,0.024187023321928888
2019-03-01,0.021732816214218083,0.016657044310923408
2019-04-01,0.021363162856804417,0.014518629165697638
2019-05-01,0.020889891766395812,0.014046341854131283
2019-06-01,0.020128210374718715,0.012351445142660027
2019-07-01,0.018482604284895954,0.010735162027819068
2019-08-01,0.025097975483642877,0.018745224186375236
2019-09-01,0.02541640378011687,0.018185028910849894
2019-10-01,0.023360186357547746,0.015547904905599593
2019-11-01,0.02284036972730467,0.016307184371688717
2019-12-01,0.018393427403398367,0.012617776415822882
2020-01-01,0.024651339232646452,0.017666797217293778
2020-02-01,0.03158801448431197,0.027615098556877046
2020-03-01,0.02987468489363531,0.03027747299465461
2020-04-01,0.036688441858903895,0.033138042905685464
2020-05-01,0.027315658058261975,0.021509749698390177
2020-06-01,0.02134347447901069,0.014040984536108362
2020-07-01,0.024111324593758508,0.015915472307623003
2020-08-01,0.02432248771042592,0.016635010714410422
2020-09-01,0.02614169058776848,0.013202148845236633
2020-10-01,0.0260804322886032,0.014447049951426216
2020-11-01,0.026443526138907103,0.013800552652260293
2020-12-01,0.028786921364662706,0.01506165088080712
2021-01-01,0.035305184306475904,0.024654165107760185
2021-02-01,0.036028550607600116,0.022481679904705416
2021-03-01,0.025402631926532922,0.014897022063698284
2021-04-01,0.03061511810373328,0.022088341506647572
2021-05-01,0.030900003262396714,0.0183579291673236
2021-06-01,0.03158456013647478,0.01649227269616613
,0.04008656264911669,0.010649583082486896
,0.04089012231007249,0.01244216354289131
,0.028333328050872835,0.013640350081468655
,0.030767689911814826,0.016158179572864452
,0.03756147965992724,0.015343638004286004
,0.058970199535801675,0.02303363313522009
,0.05948014632254818,0.014812250805667147
,0.04621298689023299,0.009317621167711135
,0.04006334220846813,0.0021511937026067983
,0.029910845260054764,0.0020309257189656503
,0.027838087072391625,0.01077662093040912
,0.02602604974377413,0.005028941537791806
