STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2016-02-08,2016-03-22,Anomaly,,Normal,1.166537051438729,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2016-02-08,2016-03-22,Normal,,Anomaly,1.0284734787163128,WEST BENGAL,KASIPUR
2016-02-08,2016-03-22,Anomaly,,Normal,1.166537051438729,UTTAR PRADESH,PRATAPGARH
2016-02-08,2016-03-22,Normal,,Anomaly,1.0284734787163128,WEST BENGAL,KATWA
2016-02-08,2016-03-22,Normal,,Anomaly,1.0284734787163128,WEST BENGAL,DURGAPUR
2016-03-28,2016-05-10,Anomaly,,Anomaly,1.0554382846350403,UTTAR PRADESH,PRATAPGARH
2016-03-28,2016-05-10,Anomaly,,Anomaly,1.0554382846350403,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2016-05-02,2016-06-14,Anomaly,,Normal,1.0498950104989502,WEST BENGAL,KATWA
2016-05-02,2016-06-14,Anomaly,,Normal,1.0498950104989502,WEST BENGAL,KASIPUR
2016-05-02,2016-06-14,Anomaly,,Normal,1.0498950104989502,WEST BENGAL,DURGAPUR
2016-06-20,2016-08-02,Anomaly,,Normal,1.029310851877267,WEST BENGAL,DURGAPUR
2016-06-20,2016-08-02,Anomaly,,Normal,1.029310851877267,WEST BENGAL,KATWA
2016-06-20,2016-08-02,Anomaly,,Normal,1.029310851877267,WEST BENGAL,KASIPUR
2016-07-11,2016-08-23,Anomaly,,Normal,1.0998900109989,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2016-07-11,2016-08-23,Anomaly,,Normal,1.0998900109989,UTTAR PRADESH,PRATAPGARH
2016-08-08,2016-09-20,Anomaly,,Normal,1.0665650890391392,WEST BENGAL,KATWA
2016-08-08,2016-09-20,Anomaly,,Normal,1.0665650890391392,WEST BENGAL,KASIPUR
2016-08-08,2016-09-20,Anomaly,,Normal,1.0665650890391392,WEST BENGAL,DURGAPUR
2017-02-05,2017-03-20,Normal,Anomaly,Normal,1.047519283877726,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2017-02-05,2017-03-20,Normal,Anomaly,Normal,1.07989201079892,WEST BENGAL,KATWA
2017-02-05,2017-03-20,Normal,Anomaly,Normal,1.07989201079892,WEST BENGAL,DURGAPUR
2017-02-05,2017-03-20,Normal,Anomaly,Normal,1.07989201079892,WEST BENGAL,KASIPUR
2017-02-05,2017-03-20,Normal,Anomaly,Normal,1.047519283877726,UTTAR PRADESH,PRATAPGARH
2017-05-14,2017-06-26,Anomaly,Anomaly,Normal,1.0525207872855489,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2017-05-14,2017-06-26,Normal,Normal,Anomaly,1.0415581710238515,WEST BENGAL,KATWA
2017-05-14,2017-06-26,Normal,Normal,Anomaly,1.0415581710238515,WEST BENGAL,DURGAPUR
2017-05-14,2017-06-26,Anomaly,Anomaly,Normal,1.0525207872855489,UTTAR PRADESH,PRATAPGARH
2017-05-14,2017-06-26,Normal,Normal,Anomaly,1.0415581710238515,WEST BENGAL,KASIPUR
2017-07-02,2017-08-14,Normal,Anomaly,Normal,1.0324964677752415,UTTAR PRADESH,PRATAPGARH
2017-07-02,2017-08-14,Normal,Anomaly,Normal,1.0211679608552282,WEST BENGAL,DURGAPUR
2017-07-02,2017-08-14,Normal,Anomaly,Normal,1.0324964677752415,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2017-07-02,2017-08-14,Normal,Anomaly,Normal,1.0211679608552282,WEST BENGAL,KASIPUR
2017-07-02,2017-08-14,Normal,Anomaly,Normal,1.0211679608552282,WEST BENGAL,KATWA
2017-08-20,2017-10-02,Anomaly,Anomaly,Normal,1.0285838497902402,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2017-08-20,2017-10-02,Anomaly,Anomaly,Normal,1.0311425893136132,WEST BENGAL,DURGAPUR
2017-08-20,2017-10-02,Anomaly,Anomaly,Normal,1.0285838497902402,UTTAR PRADESH,PRATAPGARH
2017-08-20,2017-10-02,Anomaly,Anomaly,Normal,1.0311425893136132,WEST BENGAL,KASIPUR
2017-08-20,2017-10-02,Anomaly,Anomaly,Normal,1.0311425893136132,WEST BENGAL,KATWA
2017-10-08,2017-11-20,Anomaly,Anomaly,Normal,1.0203040506070808,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2017-10-08,2017-11-20,Normal,Anomaly,Normal,1.0203040506070808,WEST BENGAL,DURGAPUR
2017-10-08,2017-11-20,Normal,Anomaly,Normal,1.0203040506070808,WEST BENGAL,KATWA
2017-10-08,2017-11-20,Normal,Anomaly,Normal,1.0203040506070808,WEST BENGAL,KASIPUR
2017-10-08,2017-11-20,Anomaly,Anomaly,Normal,1.0203040506070808,UTTAR PRADESH,PRATAPGARH
2017-11-26,2018-01-08,Normal,Anomaly,Normal,1.00999899000101,UTTAR PRADESH,PRATAPGARH
2017-11-26,2018-01-08,Normal,Anomaly,Normal,1.01989801019898,WEST BENGAL,DURGAPUR
2017-11-26,2018-01-08,Normal,Anomaly,Normal,1.00999899000101,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2017-11-26,2018-01-08,Normal,Anomaly,Normal,1.01989801019898,WEST BENGAL,KASIPUR
2017-11-26,2018-01-08,Normal,Anomaly,Normal,1.01989801019898,WEST BENGAL,KATWA
2018-01-14,2018-02-26,Normal,Anomaly,Normal,1.00999899000101,UTTAR PRADESH,PRATAPGARH
2018-01-14,2018-02-26,Normal,Anomaly,Normal,1.00999899000101,WEST BENGAL,KATWA
2018-01-14,2018-02-26,Normal,Anomaly,Normal,1.00999899000101,WEST BENGAL,DURGAPUR
2018-01-14,2018-02-26,Normal,Anomaly,Normal,1.00999899000101,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2018-01-14,2018-02-26,Normal,Anomaly,Normal,1.00999899000101,WEST BENGAL,KASIPUR
2018-05-13,2018-06-25,Normal,Anomaly,Normal,1.0525207872855489,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2018-05-13,2018-06-25,Normal,Anomaly,Normal,1.0525207872855489,UTTAR PRADESH,PRATAPGARH
2018-06-03,2018-07-16,Normal,Anomaly,Normal,1.051437996082878,WEST BENGAL,KATWA
2018-06-03,2018-07-16,Normal,Anomaly,Normal,1.051437996082878,WEST BENGAL,KASIPUR
2018-06-03,2018-07-16,Normal,Anomaly,Normal,1.051437996082878,WEST BENGAL,DURGAPUR
2018-07-22,2018-09-03,Anomaly,Anomaly,Anomaly,1.0391138123713362,WEST BENGAL,KASIPUR
2018-07-22,2018-09-03,Anomaly,Anomaly,Anomaly,1.0391138123713362,WEST BENGAL,KATWA
2018-07-22,2018-09-03,Anomaly,Anomaly,Anomaly,1.0391138123713362,WEST BENGAL,DURGAPUR
2018-09-09,2018-10-22,Anomaly,Anomaly,Anomaly,0.9999056692764834,WEST BENGAL,KASIPUR
2018-09-09,2018-10-22,Anomaly,Anomaly,Anomaly,0.9999056692764834,WEST BENGAL,KATWA
2018-09-09,2018-10-22,Anomaly,Anomaly,Anomaly,0.9999056692764834,WEST BENGAL,DURGAPUR
2018-10-28,2018-12-10,Anomaly,Normal,Anomaly,1.05989401059894,WEST BENGAL,KASIPUR
2018-10-28,2018-12-10,Anomaly,Normal,Anomaly,1.05989401059894,WEST BENGAL,DURGAPUR
2018-10-28,2018-12-10,Anomaly,Normal,Anomaly,1.05989401059894,WEST BENGAL,KATWA
2018-12-16,2019-01-28,Anomaly,Normal,Anomaly,1.0604989395010604,UTTAR PRADESH,PRATAPGARH
2018-12-16,2019-01-28,Anomaly,Normal,Anomaly,1.0604989395010604,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2019-02-03,2019-03-18,Anomaly,Normal,Anomaly,0.999904770974193,UTTAR PRADESH,PRATAPGARH
2019-02-03,2019-03-18,Anomaly,Normal,Anomaly,0.999904770974193,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2019-03-24,2019-05-06,Anomaly,Normal,Anomaly,0.999904770974193,UTTAR PRADESH,PRATAPGARH
2019-03-24,2019-05-06,Anomaly,Normal,Anomaly,0.999904770974193,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2019-05-12,2019-06-24,Anomaly,Anomaly,Anomaly,0.999904770974193,UTTAR PRADESH,PRATAPGARH
2019-05-12,2019-06-24,Anomaly,Anomaly,Anomaly,0.999904770974193,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2019-05-26,2019-07-08,Normal,Anomaly,Normal,1.0127118169486655,WEST BENGAL,DURGAPUR
2019-05-26,2019-07-08,Normal,Anomaly,Normal,1.0127118169486655,WEST BENGAL,KASIPUR
2019-05-26,2019-07-08,Normal,Anomaly,Normal,1.0127118169486655,WEST BENGAL,KATWA
2019-06-30,2019-08-12,Anomaly,Anomaly,Anomaly,0.999904770974193,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2019-06-30,2019-08-12,Anomaly,Anomaly,Anomaly,0.999904770974193,UTTAR PRADESH,PRATAPGARH
2019-08-18,2019-09-30,Anomaly,Anomaly,Anomaly,1.047519283877726,UTTAR PRADESH,PRATAPGARH
2019-08-18,2019-09-30,Anomaly,Anomaly,Anomaly,1.047519283877726,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2019-10-06,2019-11-18,Anomaly,Anomaly,Anomaly,0.9999090991728024,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2019-10-06,2019-11-18,Anomaly,Anomaly,Anomaly,0.9999090991728024,UTTAR PRADESH,PRATAPGARH
2019-11-24,2020-01-06,Normal,Anomaly,Normal,1.0692010692010692,WEST BENGAL,DURGAPUR
2019-11-24,2020-01-06,Normal,Anomaly,Normal,1.0692010692010692,WEST BENGAL,KASIPUR
2019-11-24,2020-01-06,Normal,Anomaly,Normal,1.0692010692010692,WEST BENGAL,KATWA
2019-11-24,2020-01-06,Anomaly,Anomaly,Anomaly,0.9999090991728024,UTTAR PRADESH,PRATAPGARH
2019-11-24,2020-01-06,Anomaly,Anomaly,Anomaly,0.9999090991728024,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2020-01-12,2020-02-24,Normal,Anomaly,Normal,0.9999090991728024,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2020-01-12,2020-02-24,Normal,Anomaly,Normal,1.0848033204414678,WEST BENGAL,KASIPUR
2020-01-12,2020-02-24,Normal,Anomaly,Normal,1.0848033204414678,WEST BENGAL,KATWA
2020-01-12,2020-02-24,Normal,Anomaly,Normal,1.0848033204414678,WEST BENGAL,DURGAPUR
2020-01-12,2020-02-24,Normal,Anomaly,Normal,0.9999090991728024,UTTAR PRADESH,PRATAPGARH
2020-03-01,2020-04-13,Normal,Anomaly,Normal,0.9999090991728024,UTTAR PRADESH,PRATAPGARH
2020-03-01,2020-04-13,Normal,Anomaly,Normal,1.1175374963238898,WEST BENGAL,DURGAPUR
2020-03-01,2020-04-13,Normal,Anomaly,Normal,0.9999090991728024,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2020-03-01,2020-04-13,Normal,Anomaly,Normal,1.1175374963238898,WEST BENGAL,KATWA
2020-03-01,2020-04-13,Normal,Anomaly,Normal,1.1175374963238898,WEST BENGAL,KASIPUR
2020-04-19,2020-06-01,Normal,Anomaly,Normal,0.9999090991728024,UTTAR PRADESH,PRATAPGARH
2020-04-19,2020-06-01,Anomaly,Anomaly,Normal,1.0453595127715662,WEST BENGAL,DURGAPUR
2020-04-19,2020-06-01,Normal,Anomaly,Normal,0.9999090991728024,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2020-04-19,2020-06-01,Anomaly,Anomaly,Normal,1.0453595127715662,WEST BENGAL,KATWA
2020-04-19,2020-06-01,Anomaly,Anomaly,Normal,1.0453595127715662,WEST BENGAL,KASIPUR
2020-06-07,2020-07-20,Normal,Anomaly,Normal,0.9999090991728024,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2020-06-07,2020-07-20,Normal,Anomaly,Normal,0.9999090991728024,UTTAR PRADESH,PRATAPGARH
2020-06-07,2020-07-20,Normal,Anomaly,Normal,1.1089900918098354,WEST BENGAL,KASIPUR
2020-06-07,2020-07-20,Normal,Anomaly,Normal,1.1089900918098354,WEST BENGAL,KATWA
2020-06-07,2020-07-20,Normal,Anomaly,Normal,1.1089900918098354,WEST BENGAL,DURGAPUR
2020-07-26,2020-09-07,Anomaly,Anomaly,Normal,1.0499125072910591,WEST BENGAL,DURGAPUR
2020-07-26,2020-09-07,Anomaly,Anomaly,Normal,1.0499125072910591,WEST BENGAL,KATWA
2020-07-26,2020-09-07,Anomaly,Anomaly,Normal,1.0499125072910591,WEST BENGAL,KASIPUR
2020-07-26,2020-09-07,Normal,Anomaly,Normal,1.09080992637033,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2020-07-26,2020-09-07,Normal,Anomaly,Normal,1.09080992637033,UTTAR PRADESH,PRATAPGARH
2020-09-13,2020-10-26,Normal,Anomaly,Normal,0.9999166736105324,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2020-09-13,2020-10-26,Normal,Anomaly,Normal,0.9999166736105324,UTTAR PRADESH,PRATAPGARH
2020-09-13,2020-10-26,Anomaly,Anomaly,Normal,1.0316641536386002,WEST BENGAL,KATWA
2020-09-13,2020-10-26,Anomaly,Anomaly,Normal,1.0316641536386002,WEST BENGAL,KASIPUR
2020-09-13,2020-10-26,Anomaly,Anomaly,Normal,1.0316641536386002,WEST BENGAL,DURGAPUR
2020-11-01,2020-12-14,Anomaly,Anomaly,Normal,1.1076071071456042,WEST BENGAL,KASIPUR
2020-11-01,2020-12-14,Normal,Anomaly,Normal,0.9999206412189507,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2020-11-01,2020-12-14,Normal,Anomaly,Normal,0.9999206412189507,UTTAR PRADESH,PRATAPGARH
2020-11-01,2020-12-14,Anomaly,Anomaly,Normal,1.1076071071456042,WEST BENGAL,DURGAPUR
2020-11-01,2020-12-14,Anomaly,Anomaly,Normal,1.1076071071456042,WEST BENGAL,KATWA
2020-12-20,2021-02-01,Normal,Anomaly,Normal,1.0243069669132592,UTTAR PRADESH,PRATAPGARH
2020-12-20,2021-02-01,Normal,Anomaly,Normal,1.035896698079275,WEST BENGAL,KASIPUR
2020-12-20,2021-02-01,Normal,Anomaly,Normal,1.035896698079275,WEST BENGAL,DURGAPUR
2020-12-20,2021-02-01,Normal,Anomaly,Normal,1.0243069669132592,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2020-12-20,2021-02-01,Normal,Anomaly,Normal,1.035896698079275,WEST BENGAL,KATWA
2021-02-07,2021-03-22,Normal,Anomaly,Normal,1.0718653334292496,WEST BENGAL,KASIPUR
2021-02-07,2021-03-22,Normal,Anomaly,Normal,1.0974717502642062,UTTAR PRADESH,PRATAPGARH
2021-02-07,2021-03-22,Normal,Anomaly,Normal,1.0718653334292496,WEST BENGAL,DURGAPUR
2021-02-07,2021-03-22,Normal,Anomaly,Normal,1.0718653334292496,WEST BENGAL,KATWA
2021-02-07,2021-03-22,Normal,Anomaly,Normal,1.0974717502642062,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2021-03-28,2021-05-10,Normal,Anomaly,Normal,1.0605257177486551,UTTAR PRADESH,PRATAPGARH
2021-03-28,2021-05-10,Normal,Anomaly,Normal,1.1723312055554844,WEST BENGAL,KASIPUR
2021-03-28,2021-05-10,Normal,Anomaly,Normal,1.0605257177486551,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2021-03-28,2021-05-10,Normal,Anomaly,Normal,1.1723312055554844,WEST BENGAL,DURGAPUR
2021-03-28,2021-05-10,Normal,Anomaly,Normal,1.1723312055554844,WEST BENGAL,KATWA
2021-05-16,2021-06-28,Normal,Anomaly,Normal,1.002372358266925,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2021-05-16,2021-06-28,Anomaly,Anomaly,Anomaly,1.0078809751110325,WEST BENGAL,DURGAPUR
2021-05-16,2021-06-28,Normal,Anomaly,Normal,1.002372358266925,UTTAR PRADESH,PRATAPGARH
2021-05-16,2021-06-28,Anomaly,Anomaly,Anomaly,1.0078809751110325,WEST BENGAL,KASIPUR
2021-05-16,2021-06-28,Anomaly,Anomaly,Anomaly,1.0078809751110325,WEST BENGAL,KATWA
