STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2016-01-01,2016-02-13,,,Anomaly,0.9998958441828976,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2016-01-01,2016-02-13,,,Anomaly,0.9998947479212714,UTTAR PRADESH,SAFDARGANJ
2016-01-01,2016-02-13,,,Anomaly,1.0745625377122665,WEST BENGAL,KASIPUR
2016-01-01,2016-02-13,,,Anomaly,1.0554382846350403,UTTAR PRADESH,RAATH
2016-01-08,2016-02-20,,,Anomaly,0.9998993558776168,UTTAR PRADESH,PRATAPGARH
2016-01-29,2016-03-12,,,Anomaly,1.0525207872855489,WEST BENGAL,DURGAPUR
2016-01-29,2016-03-12,,,Anomaly,1.0998900109989,WEST BENGAL,KATWA
2016-02-08,2016-03-22,Anomaly,,Normal,0.9998969178435212,UTTAR PRADESH,KAYAMGANJ
2016-02-15,2016-03-29,Normal,,Anomaly,1.1298334469660076,WEST BENGAL,KASIPUR
2016-02-15,2016-03-29,Anomaly,,Normal,0.9998958441828976,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2016-02-15,2016-03-29,Anomaly,,Normal,0.9998947479212714,UTTAR PRADESH,SAFDARGANJ
2016-02-15,2016-03-29,Anomaly,,Anomaly,4.320495949785918,UTTAR PRADESH,RAATH
2016-02-29,2016-04-12,Anomaly,,Normal,0.9998993558776168,UTTAR PRADESH,PRATAPGARH
2016-03-14,2016-04-26,Anomaly,,Normal,1.0324964677752415,WEST BENGAL,DURGAPUR
2016-03-14,2016-04-26,Anomaly,,Normal,1.1109876680368849,WEST BENGAL,KATWA
2016-04-04,2016-05-17,Anomaly,,Anomaly,1.0294639687610934,UTTAR PRADESH,RAATH
2016-04-04,2016-05-17,Normal,,Anomaly,1.021095773599412,WEST BENGAL,KASIPUR
2016-05-02,2016-06-14,Normal,,Anomaly,0.9998947479212714,WEST BENGAL,DURGAPUR
2016-05-02,2016-06-14,Normal,,Anomaly,2.499431947284708,WEST BENGAL,KATWA
2016-05-16,2016-06-28,Normal,,Anomaly,0.9998958441828976,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2016-05-23,2016-07-05,Anomaly,,Normal,1.0383616959907702,WEST BENGAL,KASIPUR
2016-05-23,2016-07-05,Anomaly,,Anomaly,1.023409010704623,UTTAR PRADESH,RAATH
2016-06-20,2016-08-02,Anomaly,,Anomaly,1.031470371539838,WEST BENGAL,DURGAPUR
2016-06-20,2016-08-02,Anomaly,,Anomaly,0.9999090991728024,WEST BENGAL,KATWA
2016-07-04,2016-08-16,Normal,,Anomaly,1.0056597135942518,UTTAR PRADESH,PRATAPGARH
2016-07-04,2016-08-16,Anomaly,,Anomaly,0.9998958441828976,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2016-07-04,2016-08-16,Normal,,Anomaly,0.9998947479212714,UTTAR PRADESH,SAFDARGANJ
2016-07-04,2016-08-16,Normal,,Anomaly,0.9998969178435212,UTTAR PRADESH,KAYAMGANJ
2016-07-11,2016-08-23,Anomaly,,Normal,1.043686134808287,WEST BENGAL,KASIPUR
2016-07-11,2016-08-23,Anomaly,,Anomaly,2.645593211158161,UTTAR PRADESH,RAATH
2016-08-08,2016-09-20,Anomaly,,Anomaly,1.01989801019898,WEST BENGAL,DURGAPUR
2016-08-08,2016-09-20,Anomaly,,Normal,1.018089264612308,WEST BENGAL,KATWA
2016-08-22,2016-10-04,Normal,,Anomaly,1.010311425893136,UTTAR PRADESH,KAYAMGANJ
2016-08-22,2016-10-04,Anomaly,,Anomaly,0.9998947479212714,UTTAR PRADESH,SAFDARGANJ
2016-08-22,2016-10-04,Anomaly,,Anomaly,1.010311425893136,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2016-08-22,2016-10-04,Normal,,Anomaly,1.1063900231762498,UTTAR PRADESH,PRATAPGARH
