STARTDATE,ENDDATE,MEDIAN,MAD,VALUE,TYPE
2016-01-01,2016-02-13,10875.0,1045.4613097009635,9200.0,Anomaly
2016-01-08,2016-02-20,10875.0,1134.375,9200.0,Anomaly
2016-01-15,2016-02-27,10875.0,1298.4375,9000.0,Anomaly
2016-01-22,2016-03-05,10875.0,1322.65625,8700.0,Anomaly
2016-01-29,2016-03-12,10875.0,1257.03125,8700.0,Anomaly
2016-02-01,2016-03-15,10775.0,1238.28125,8700.0,Anomaly
2016-02-08,2016-03-22,10775.0,1191.40625,8700.0,Anomaly
2016-02-15,2016-03-29,10775.0,1163.1944440586417,8700.0,Anomaly
2016-02-22,2016-04-05,10775.0,1167.8819440586417,8700.0,Anomaly
2016-02-29,2016-04-12,10775.0,1133.59375,8800.0,Anomaly
2016-03-07,2016-04-19,10775.0,1133.59375,8800.0,Anomaly
2016-03-14,2016-04-26,10775.0,1133.59375,8800.0,Anomaly
2016-03-21,2016-05-03,10775.0,1102.34375,9000.0,Anomaly
2016-03-28,2016-05-10,10775.0,1110.15625,9000.0,Anomaly
2016-04-04,2016-05-17,10775.0,1110.15625,9000.0,Anomaly
2016-04-11,2016-05-24,10775.0,1125.78125,9000.0,Anomaly
2016-04-18,2016-05-31,10775.0,1203.90625,8800.0,Anomaly
2016-04-25,2016-06-07,10775.0,1258.59375,8600.0,Anomaly
2016-05-02,2016-06-14,10775.0,1313.28125,8400.0,Anomaly
2016-05-09,2016-06-21,10775.0,1352.34375,8200.0,Anomaly
2016-05-16,2016-06-28,10775.0,1352.34375,8200.0,Anomaly
2016-05-23,2016-07-05,10725.0,1332.03125,8200.0,Anomaly
2016-05-30,2016-07-12,10241.666666300454,1261.7350260531107,8100.0,Anomaly
2016-06-06,2016-07-19,9700.0,1359.375,8100.0,Normal
2016-06-13,2016-07-26,9700.0,1350.2120165261736,8100.0,Normal
2016-06-20,2016-08-02,9700.0,1349.1781656288872,8000.0,Normal
2016-06-27,2016-08-09,9700.0,1342.9281656288872,7900.0,Normal
2016-07-04,2016-08-16,9600.0,1371.0531656288872,7900.0,Normal
2016-07-11,2016-08-23,9600.0,1468.75,7600.0,Normal
2016-07-18,2016-08-30,9400.0,1612.5,7400.0,Normal
2016-07-25,2016-09-06,9337.49999861111,1687.323761124316,7300.0,Normal
