DATE,VOLATILITY,SAMEMONTH,LASTMONTH,LASTYEAR
2016-01-01,0.0,Normal,Normal,Normal
2016-02-01,0.0,Normal,Normal,Normal
2016-03-01,0.0,Normal,Normal,Normal
2016-04-01,0.0,Normal,Normal,Normal
2016-05-01,0.0,Normal,Normal,Normal
2016-06-01,0.0,Normal,Normal,Normal
2016-07-01,0.0,Normal,Normal,Normal
2016-08-01,0.0,Normal,Normal,Normal
2016-09-01,0.0,Normal,Normal,Normal
2016-10-01,0.0411330806637822,Anomaly,Anomaly,Normal
2016-11-01,0.0060673621150148,Normal,Normal,Normal
2016-12-01,0.0048950381988492,Normal,Normal,Normal
2017-01-01,0.0060776780293259,Normal,Normal,Normal
2017-02-01,0.006625899670308,Normal,Normal,Normal
2017-03-01,0.0101121551783605,Normal,Normal,Normal
2017-04-01,0.0096486572658773,Normal,Normal,Normal
2017-05-01,0.1190863654709171,Anomaly,Anomaly,Anomaly
2017-06-01,0.007420987860631,Normal,Normal,Normal
2017-07-01,0.0059482858200328,Anomaly,Normal,Normal
2017-08-01,0.1315813427114395,Anomaly,Anomaly,Anomaly
2017-09-01,0.0380625305868913,Anomaly,Normal,Anomaly
2017-10-01,0.1090328344602987,Anomaly,Anomaly,Anomaly
2017-11-01,0.0088082383675293,Anomaly,Normal,Normal
2017-12-01,0.0091473601078499,Anomaly,Anomaly,Normal
2018-01-01,0.0054721832774521,Normal,Normal,Normal
2018-02-01,0.0156002662820585,Normal,Normal,Normal
2018-03-01,0.0034172991309954,Normal,Normal,Normal
2018-04-01,0.1099171611633437,Anomaly,Anomaly,Anomaly
2018-05-01,0.0051217550566888,Normal,Normal,Normal
2018-06-01,0.1228060183515602,Anomaly,Anomaly,Anomaly
2018-07-01,0.1717016313192587,Anomaly,Anomaly,Anomaly
2018-08-01,0.0063189416559745,Anomaly,Normal,Normal
2018-09-01,0.010348128809037,Anomaly,Anomaly,Normal
2018-10-01,0.1086082368468808,Anomaly,Anomaly,Anomaly
2018-11-01,0.1217495992476207,Anomaly,Anomaly,Anomaly
2018-12-01,0.0091086446188966,Anomaly,Normal,Anomaly
2019-01-01,0.0036900369005077,Anomaly,Normal,Normal
2019-02-01,0.0054998213714709,Anomaly,Anomaly,Normal
2019-03-01,0.0091216497146621,Anomaly,Anomaly,Normal
2019-04-01,0.1315905770576298,Anomaly,Anomaly,Anomaly
2019-05-01,0.0049050910013936,Normal,Normal,Normal
2019-06-01,0.0069781812647972,Anomaly,Normal,Normal
2019-07-01,0.0082939439281504,Anomaly,Anomaly,Normal
2019-08-01,0.0065955573185144,Normal,Anomaly,Normal
2019-09-01,0.0054743021353711,Normal,Normal,Normal
2019-10-01,0.0037865132071201,Normal,Normal,Normal
2019-11-01,0.0062101513140922,Normal,Anomaly,Normal
2019-12-01,0.0174561476143842,Anomaly,Anomaly,Normal
2020-01-01,0.0071570640900709,Normal,Normal,Normal
2020-02-01,0.0102644302493173,Normal,Anomaly,Normal
2020-03-01,0.0075692387555549,Normal,Normal,Normal
2020-04-01,0.0089923404082522,Normal,Normal,Normal
2020-05-01,0.0046989515677098,Normal,Normal,Normal
2020-06-01,0.0045822065875461,Normal,Normal,Normal
2020-07-01,0.0030612647925365,Normal,Normal,Normal
2020-08-01,0.0216551436690559,Anomaly,Anomaly,Normal
2020-09-01,0.005934037982037,Normal,Normal,Normal
2020-10-01,0.0293294515302409,Normal,Normal,Anomaly
2020-11-01,0.0048820314747409,Normal,Normal,Normal
2020-12-01,0.0027805844325997,Normal,Normal,Normal
2021-01-01,0.0027296367193712,Normal,Normal,Normal
2021-02-01,0.0085654609410946,Normal,Normal,Normal
2021-03-01,0.0233411907281866,Anomaly,Normal,Normal
2021-04-01,0.0313891708984963,Normal,Anomaly,Anomaly
2021-05-01,0.0071038661905481,Anomaly,Normal,Normal
2021-06-01,0.0010465160095064,Anomaly,Normal,Normal
