DATE,VOLATILITY,SAMEMONTH,LASTMONTH,LASTYEAR
2016-01-01,0.0,Normal,Normal,Normal
2016-02-01,0.0,Normal,Normal,Normal
2016-03-01,0.0,Normal,Normal,Normal
2016-04-01,0.0006019792217721,Normal,Normal,Normal
2016-05-01,0.0012898062018881,Normal,Normal,Normal
2016-06-01,0.0016854019930461,Normal,Normal,Normal
2016-07-01,0.0013155060635222,Normal,Normal,Normal
2016-08-01,0.0010822378781234,Normal,Normal,Normal
2016-09-01,0.0195884563124509,Anomaly,Anomaly,Normal
2016-10-01,0.031918010395063,Normal,Anomaly,Normal
2016-11-01,0.0005451280139755,Normal,Normal,Normal
2016-12-01,0.0005228267073701,Normal,Normal,Normal
2017-01-01,0.0009534562461217,Normal,Normal,Normal
2017-02-01,0.0013775519552906,Normal,Normal,Normal
2017-03-01,0.0102332365005538,Normal,Normal,Normal
2017-04-01,0.0053126655614604,Normal,Normal,Normal
2017-05-01,0.0030526130026579,Normal,Normal,Normal
2017-06-01,0.0008647272322786,Normal,Normal,Normal
2017-07-01,0.0023655124855411,Normal,Normal,Normal
2017-08-01,0.0055382592523941,Normal,Anomaly,Normal
2017-09-01,0.0027178578254124,Normal,Normal,Normal
2017-10-01,0.0007867653892895,Normal,Normal,Normal
2017-11-01,0.0021696647254523,Normal,Normal,Normal
2017-12-01,0.0025749124618242,Normal,Normal,Normal
2018-01-01,0.0004626270308972,Normal,Normal,Normal
2018-02-01,0.0026607705644923,Normal,Normal,Normal
2018-03-01,0.0068392674355538,Normal,Normal,Normal
2018-04-01,0.0082183762661587,Normal,Anomaly,Normal
2018-05-01,0.0043769444916252,Normal,Normal,Normal
2018-06-01,0.0104100841367588,Normal,Normal,Normal
2018-07-01,0.0058321146272115,Normal,Normal,Normal
2018-08-01,0.0052655059376821,Normal,Normal,Normal
2018-09-01,0.0013842595977477,Normal,Normal,Normal
2018-10-01,0.0011683334924022,Normal,Normal,Normal
2018-11-01,0.0011244631870714,Normal,Normal,Normal
2018-12-01,0.0011942696199129,Normal,Normal,Normal
2019-01-01,0.0005165442484486,Normal,Normal,Normal
2019-02-01,0.0003460021531136,Normal,Normal,Normal
2019-03-01,0.000305372690711,Normal,Normal,Normal
2019-04-01,0.0010784674016756,Normal,Normal,Normal
2019-05-01,0.0004714089469926,Normal,Normal,Normal
2019-06-01,0.0006296630485637,Normal,Normal,Normal
2019-07-01,0.0009128802855385,Normal,Normal,Normal
2019-08-01,0.0007286054170523,Normal,Normal,Normal
2019-09-01,0.0004435272302749,Normal,Normal,Normal
2019-10-01,0.0008305682437519,Normal,Normal,Normal
2019-11-01,0.0073876244397799,Normal,Anomaly,Normal
2019-12-01,0.0099411931810653,Normal,Anomaly,Normal
2020-01-01,0.008969044654993,Anomaly,Normal,Anomaly
2020-02-01,0.0090518803060962,Normal,Anomaly,Normal
2020-03-01,0.0203747551986165,Normal,Normal,Anomaly
2020-04-01,0.0142565298794591,Anomaly,Normal,Anomaly
2020-05-01,0.0051334703907164,Normal,Normal,Normal
2020-06-01,0.0470266628354671,Anomaly,Anomaly,Anomaly
2020-07-01,0.004320147386671,Normal,Normal,Normal
2020-08-01,0.0035852573529094,Normal,Normal,Normal
2020-09-01,0.0029607149138651,Normal,Normal,Normal
2020-10-01,0.0073405688350507,Normal,Normal,Normal
2020-11-01,0.0148812098822508,Normal,Normal,Normal
2020-12-01,0.0047881898942415,Normal,Normal,Normal
2021-01-01,0.001997593412424,Normal,Normal,Normal
2021-02-01,0.0057877397410111,Normal,Normal,Normal
2021-03-01,0.0022299426898074,Normal,Normal,Normal
2021-04-01,0.002819461595424,Normal,Normal,Normal
2021-05-01,0.0034334162188981,Normal,Normal,Normal
2021-06-01,0.0007257756111964,Normal,Normal,Normal
