DATE,VOLATILITY,SAMEMONTH,LASTMONTH,LASTYEAR
2016-01-01,0.0,Normal,Normal,Normal
2016-02-01,0.0,Normal,Normal,Normal
2016-03-01,0.0,Normal,Normal,Normal
2016-04-01,0.0,Normal,Normal,Normal
2016-05-01,0.0,Normal,Normal,Normal
2016-06-01,0.0,Normal,Normal,Normal
2016-07-01,0.0,Normal,Normal,Normal
2016-08-01,0.0,Normal,Normal,Normal
2016-09-01,0.0,Normal,Normal,Normal
2016-10-01,0.0059371128205127,Normal,Normal,Normal
2016-11-01,0.0028497263323901,Normal,Normal,Normal
2016-12-01,0.0113709504981655,Anomaly,Anomaly,Normal
2017-01-01,0.0120726565425953,Anomaly,Anomaly,Normal
2017-02-01,0.0108821670891963,Normal,Anomaly,Normal
2017-03-01,0.0110371040892121,Normal,Normal,Normal
2017-04-01,0.0212446998612809,Normal,Normal,Anomaly
2017-05-01,0.0097212085937907,Normal,Normal,Normal
2017-06-01,0.0157190622958549,Anomaly,Normal,Normal
2017-07-01,0.015880914665309,Anomaly,Anomaly,Anomaly
2017-08-01,0.0069583484146406,Normal,Anomaly,Normal
2017-09-01,0.0172198431203067,Normal,Normal,Anomaly
2017-10-01,0.0054773376031975,Normal,Normal,Normal
2017-11-01,0.0055933346574845,Normal,Normal,Normal
2017-12-01,0.0053151618611996,Normal,Normal,Normal
2018-01-01,0.004380140545442,Normal,Normal,Normal
2018-02-01,0.0092471488978853,Normal,Normal,Normal
2018-03-01,0.0198525320885193,Anomaly,Anomaly,Normal
2018-04-01,0.0723985580612569,Anomaly,Anomaly,Anomaly
2018-05-01,0.0046257885924885,Normal,Normal,Normal
2018-06-01,0.0018303327319581,Normal,Normal,Normal
2018-07-01,0.0317069469814828,Normal,Normal,Anomaly
2018-08-01,0.0406477911388547,Anomaly,Normal,Anomaly
2018-09-01,0.0047219074896558,Normal,Normal,Normal
2018-10-01,0.005169293178345,Normal,Normal,Normal
2018-11-01,0.0027787903834579,Normal,Normal,Normal
2018-12-01,0.0044238782652967,Normal,Normal,Normal
2019-01-01,0.005788552011266,Anomaly,Normal,Normal
2019-02-01,0.0036417855893447,Normal,Anomaly,Normal
2019-03-01,0.0047966266583082,Normal,Anomaly,Normal
2019-04-01,0.0026903222751969,Normal,Normal,Normal
2019-05-01,0.0073857961492739,Normal,Normal,Normal
2019-06-01,0.0049187525836867,Normal,Normal,Normal
2019-07-01,0.0049485207499958,Normal,Normal,Normal
2019-08-01,0.0038937419973826,Normal,Normal,Normal
2019-09-01,0.005346043881496,Normal,Normal,Normal
2019-10-01,0.0057946532910512,Anomaly,Normal,Normal
2019-11-01,0.0043453041678072,Normal,Normal,Normal
2019-12-01,0.0213789089421814,Anomaly,Anomaly,Normal
2020-01-01,0.0153925786922592,Anomaly,Anomaly,Anomaly
2020-02-01,0.0083803586403556,Normal,Anomaly,Normal
2020-03-01,0.0090809357135434,Normal,Normal,Normal
2020-04-01,0.006681548658593,Normal,Normal,Normal
2020-05-01,0.0050010479207748,Normal,Normal,Normal
2020-06-01,0.0064599384705522,Normal,Normal,Normal
2020-07-01,0.004262049721196,Normal,Normal,Normal
2020-08-01,0.019178923120588,Anomaly,Anomaly,Normal
2020-09-01,0.0067590794662092,Normal,Normal,Normal
