STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,LOW,HIGH
2016-01-01,2016-02-13,,,Anomaly,1.4513375070168306,YES,NO
2016-01-08,2016-02-20,,,Anomaly,1.4513375070168306,YES,NO
2016-01-15,2016-02-27,,,Anomaly,1.593625498007968,YES,NO
2016-01-22,2016-03-05,,,Anomaly,1.6611295681063123,YES,NO
2016-01-29,2016-03-12,,,Anomaly,1.6611295681063123,YES,NO
2016-02-01,2016-03-15,Anomaly,,Anomaly,1.6611295681063123,YES,NO
2016-02-08,2016-03-22,Anomaly,,Anomaly,1.6611295681063123,YES,NO
2016-02-15,2016-03-29,Normal,,Anomaly,1.4245014245014245,NO,YES
2016-02-22,2016-04-05,Normal,,Anomaly,1.4245014245014245,YES,NO
2016-02-29,2016-04-12,Anomaly,,Normal,1.2715750855229846,YES,NO
2016-03-07,2016-04-19,Anomaly,,Normal,1.2715750855229846,YES,NO
2016-03-14,2016-04-26,Anomaly,,Anomaly,1.2715750855229846,YES,NO
2016-03-21,2016-05-03,Anomaly,,Anomaly,2.543150171045969,NO,YES
2016-03-28,2016-05-10,Anomaly,,Anomaly,2.543150171045969,NO,YES
2016-04-04,2016-05-17,Anomaly,,Anomaly,2.543150171045969,NO,NO
2016-04-11,2016-05-24,Normal,,Anomaly,2.493765586034913,NO,NO
2016-04-18,2016-05-31,Anomaly,,Anomaly,2.262908866589945,NO,NO
2016-04-25,2016-06-07,Normal,,Anomaly,2.217294900221729,NO,NO
2016-05-02,2016-06-14,Normal,,Anomaly,2.1956087824351296,NO,NO
2016-05-09,2016-06-21,Normal,,Anomaly,1.996370235934664,NO,NO
2016-05-16,2016-06-28,Anomaly,,Anomaly,1.5691868758915837,NO,NO
2016-05-23,2016-07-05,Normal,,Normal,1.5691868758915837,NO,NO
2016-05-30,2016-07-12,Normal,,Anomaly,1.5691868758915837,NO,NO
2016-06-06,2016-07-19,Normal,,Anomaly,1.373283395755306,NO,NO
2016-06-13,2016-07-26,Normal,,Anomaly,1.0466222645099903,NO,NO
2016-06-20,2016-08-02,Anomaly,,Anomaly,1.0466222645099903,NO,NO
2016-06-27,2016-08-09,Anomaly,,Anomaly,1.098901098901099,NO,NO
2016-07-04,2016-08-16,Anomaly,,Anomaly,1.098901098901099,NO,NO
2016-07-11,2016-08-23,Anomaly,,Anomaly,1.1488511488511488,NO,NO
2016-07-18,2016-08-30,Anomaly,,Anomaly,1.1488511488511488,NO,NO
2016-07-25,2016-09-06,Anomaly,,Anomaly,1.1988011988011988,NO,NO
2016-08-01,2016-09-13,Anomaly,,Anomaly,1.2400964519783009,NO,NO
2016-08-08,2016-09-20,Anomaly,,Anomaly,1.3318534961154274,NO,NO
2016-08-15,2016-09-27,Anomaly,,Anomaly,1.49812734082397,NO,YES
2016-08-22,2016-10-04,Anomaly,,Anomaly,1.49812734082397,NO,YES
2016-08-29,2016-10-11,Anomaly,,Anomaly,1.49812734082397,NO,YES
2016-09-05,2016-10-18,Anomaly,,Anomaly,1.373283395755306,NO,YES
2016-09-12,2016-10-25,Anomaly,,Anomaly,1.5691868758915837,NO,YES
2016-09-19,2016-11-01,Anomaly,,Anomaly,1.4265335235378032,NO,YES
2016-09-26,2016-11-08,Anomaly,,Anomaly,1.4265335235378032,NO,YES
