STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,LOW,HIGH
2016-01-01,2016-02-13,,,Normal,3.059581320450885,YES,NO
2016-01-08,2016-02-20,,,Normal,1.4492753623188406,YES,NO
2016-01-15,2016-02-27,,,Normal,1.6103059581320451,YES,NO
2016-01-22,2016-03-05,,,Normal,1.6908212560386473,YES,NO
2016-01-29,2016-03-12,,,Normal,1.851851851851852,YES,NO
2016-02-01,2016-03-15,Normal,,Normal,1.851851851851852,YES,NO
2016-02-08,2016-03-22,Normal,,Normal,1.8225039619651344,NO,NO
2016-02-15,2016-03-29,Anomaly,,Normal,1.901743264659271,NO,NO
2016-02-22,2016-04-05,Anomaly,,Normal,1.5041128084606346,NO,NO
2016-02-29,2016-04-12,Anomaly,,Normal,1.2787212787212787,NO,NO
2016-03-07,2016-04-19,Anomaly,,Normal,1.236917221693625,NO,NO
2016-03-14,2016-04-26,Anomaly,,Normal,1.2269938650306749,NO,NO
2016-03-21,2016-05-03,Normal,,Normal,1.4723926380368098,NO,NO
2016-03-28,2016-05-10,Normal,,Normal,1.4596003475238923,NO,NO
2016-04-04,2016-05-17,Normal,,Normal,1.4596003475238923,NO,NO
2016-04-11,2016-05-24,Anomaly,,Normal,1.3537469782433522,NO,NO
2016-04-18,2016-05-31,Normal,,Normal,1.2913143735588009,NO,NO
2016-04-25,2016-06-07,Normal,,Normal,1.1991434689507494,NO,NO
2016-05-02,2016-06-14,Normal,,Normal,1.0493441599000624,NO,NO
2016-05-09,2016-06-21,Normal,,Normal,1.0306058713304185,NO,NO
2016-05-16,2016-06-28,Normal,,Normal,1.0306058713304185,NO,NO
2016-05-23,2016-07-05,Normal,,Normal,1.0493441599000624,NO,NO
2016-05-30,2016-07-12,Normal,,Normal,1.0930668332292317,NO,NO
2016-06-06,2016-07-19,Normal,,Normal,1.0930668332292317,NO,NO
2016-06-13,2016-07-26,Normal,,Normal,1.0930668332292317,NO,NO
2016-06-20,2016-08-02,Normal,,Normal,1.07958050586058,NO,NO
2016-06-27,2016-08-09,Normal,,Normal,1.072961373390558,NO,NO
2016-07-04,2016-08-16,Normal,,Normal,1.0664229128580134,NO,NO
2016-07-11,2016-08-23,Normal,,Normal,1.0664229128580134,NO,NO
2016-07-18,2016-08-30,Normal,,Normal,1.0664229128580134,NO,NO
2016-07-25,2016-09-06,Normal,,Normal,1.060329067641682,NO,NO
2016-08-01,2016-09-13,Normal,,Normal,1.060329067641682,NO,NO
2016-08-08,2016-09-20,Normal,,Normal,1.035953686776356,NO,NO
2016-08-15,2016-09-27,Normal,,Normal,1.0890454836643175,NO,NO
2016-08-22,2016-10-04,Normal,,Normal,1.1031797534068786,NO,NO
2016-08-29,2016-10-11,Normal,,Normal,1.09020116807268,NO,NO
2016-09-05,2016-10-18,Normal,,Normal,1.09020116807268,NO,NO
2016-09-12,2016-10-25,Normal,,Normal,1.09020116807268,NO,NO
2016-09-19,2016-11-01,Normal,,Normal,1.09020116807268,NO,NO
2016-09-26,2016-11-08,Normal,,Normal,1.0782380013149244,NO,NO
2016-10-03,2016-11-15,Normal,,Normal,1.321514907332796,NO,NO
2016-10-10,2016-11-22,Normal,,Normal,1.321514907332796,NO,NO
2016-10-17,2016-11-29,Normal,,Normal,1.3655287260616151,NO,NO
2016-10-24,2016-12-06,Normal,,Normal,2.1837549933422102,NO,YES
2016-10-31,2016-12-13,Normal,,Normal,2.5192012288786483,NO,YES
2016-11-07,2016-12-20,Normal,,Normal,2.4476650563607087,NO,YES
2016-11-14,2016-12-27,Anomaly,,Normal,2.415458937198068,NO,YES
2016-11-21,2017-01-03,Anomaly,,Normal,2.9940119760479043,YES,NO
2016-11-28,2017-01-10,Anomaly,,Normal,2.741130826895096,YES,NO
2016-12-05,2017-01-17,Anomaly,,Normal,1.7057002956014269,YES,NO
2016-12-12,2017-01-24,Anomaly,,Normal,1.5439429928741093,YES,NO
2016-12-19,2017-01-31,Normal,,Normal,1.496437054631829,YES,NO
2016-12-26,2017-02-07,Normal,,Normal,1.5663222894977693,YES,NO
2017-01-01,2017-02-13,Normal,Normal,Normal,1.2468827930174564,YES,NO
2017-01-08,2017-02-20,Normal,Normal,Normal,1.4953271028037385,NO,YES
2017-01-15,2017-02-27,Normal,Normal,Normal,1.4953271028037385,NO,YES
2017-01-22,2017-03-06,Normal,Normal,Normal,1.4018691588785046,NO,YES
2017-01-29,2017-03-13,Normal,Anomaly,Normal,1.4018691588785046,NO,YES
2017-02-05,2017-03-20,Normal,Anomaly,Normal,1.4018691588785046,YES,NO
2017-02-12,2017-03-27,Normal,Anomaly,Normal,1.4018691588785046,YES,NO
2017-02-19,2017-04-03,Normal,Normal,Normal,1.4018691588785046,YES,NO
2017-02-26,2017-04-10,Normal,Normal,Normal,1.4018691588785046,YES,NO
2017-03-05,2017-04-17,Normal,Normal,Normal,1.5748031496062993,YES,NO
2017-03-12,2017-04-24,Normal,Normal,Normal,1.5748031496062993,NO,YES
2017-03-19,2017-05-01,Normal,Normal,Normal,1.653543307086614,NO,YES
2017-03-26,2017-05-08,Normal,Anomaly,Normal,1.653543307086614,NO,YES
2017-04-02,2017-05-15,Normal,Normal,Normal,2.099737532808399,NO,NO
2017-04-09,2017-05-22,Normal,Normal,Normal,2.099737532808399,NO,NO
2017-04-16,2017-05-29,Normal,Normal,Normal,1.9950124688279305,NO,NO
2017-04-23,2017-06-05,Normal,Normal,Normal,1.3311148086522462,YES,NO
2017-04-30,2017-06-12,Normal,Normal,Normal,1.2734347314646843,YES,NO
2017-05-07,2017-06-19,Normal,Normal,Normal,1.2678288431061806,YES,NO
2017-05-14,2017-06-26,Normal,Normal,Normal,1.094391244870041,YES,NO
2017-05-21,2017-07-03,Normal,Anomaly,Normal,1.0259917920656634,YES,NO
2017-05-28,2017-07-10,Normal,Anomaly,Normal,1.0259917920656634,YES,NO
2017-06-04,2017-07-17,Normal,Anomaly,Normal,1.012311901504788,YES,NO
2017-06-11,2017-07-24,Normal,Anomaly,Normal,1.0263522884882108,YES,NO
2017-06-18,2017-07-31,Normal,Anomaly,Normal,1.0556348074179742,YES,NO
2017-06-25,2017-08-07,Normal,Anomaly,Normal,1.0719530102790014,YES,NO
2017-07-02,2017-08-14,Normal,Anomaly,Normal,1.0719530102790014,YES,NO
2017-07-09,2017-08-21,Normal,Anomaly,Normal,1.1568938193343898,YES,NO
2017-07-16,2017-08-28,Normal,Anomaly,Normal,1.1755233494363928,YES,NO
2017-07-23,2017-09-04,Normal,Anomaly,Normal,1.1755233494363928,YES,NO
2017-07-30,2017-09-11,Normal,Anomaly,Normal,1.1272141706924317,YES,NO
2017-08-06,2017-09-18,Normal,Anomaly,Normal,1.0950080515297906,YES,NO
2017-08-13,2017-09-25,Normal,Anomaly,Normal,1.0950080515297906,YES,NO
2017-08-20,2017-10-02,Normal,Anomaly,Normal,1.0950080515297906,YES,NO
2017-08-27,2017-10-09,Normal,Anomaly,Normal,0.998389694041868,YES,NO
2017-09-03,2017-10-16,Normal,Anomaly,Normal,0.998389694041868,YES,NO
2017-09-10,2017-10-23,Normal,Anomaly,Normal,0.998389694041868,YES,NO
2017-09-17,2017-10-30,Normal,Anomaly,Normal,0.998389694041868,YES,NO
