STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,LOW,HIGH
2016-01-01,2016-02-13,,,Normal,1.3509544787077827,NO,YES
2016-01-08,2016-02-20,,,Normal,1.3215859030837005,NO,YES
2016-01-15,2016-02-27,,,Normal,1.5271659324522762,YES,NO
2016-01-22,2016-03-05,,,Normal,1.6740088105726871,YES,NO
2016-01-29,2016-03-12,,,Normal,1.9383259911894275,YES,NO
2016-02-01,2016-03-15,Normal,,Normal,2.055800293685756,NO,NO
2016-02-08,2016-03-22,Normal,,Normal,2.055800293685756,NO,NO
2016-02-15,2016-03-29,Anomaly,,Normal,2.211238852460907,NO,NO
2016-02-22,2016-04-05,Anomaly,,Normal,1.507903860824297,NO,NO
2016-02-29,2016-04-12,Anomaly,,Normal,1.4815907782915498,NO,NO
2016-03-07,2016-04-19,Anomaly,,Normal,1.3781223083548666,NO,NO
2016-03-14,2016-04-26,Anomaly,,Normal,1.249024199843872,NO,NO
2016-03-21,2016-05-03,Anomaly,,Normal,1.4519906323185012,NO,NO
2016-03-28,2016-05-10,Anomaly,,Normal,1.273100616016427,NO,NO
2016-04-04,2016-05-17,Anomaly,,Normal,1.273100616016427,NO,NO
2016-04-11,2016-05-24,Anomaly,,Normal,1.273100616016427,NO,NO
2016-04-18,2016-05-31,Normal,,Normal,1.2644459551325629,NO,NO
2016-04-25,2016-06-07,Normal,,Normal,1.2644459551325629,NO,NO
2016-05-02,2016-06-14,Normal,,Normal,1.2644459551325629,NO,NO
2016-05-09,2016-06-21,Normal,,Normal,1.1556764106050306,NO,NO
2016-05-16,2016-06-28,Normal,,Normal,1.1556764106050306,NO,NO
2016-05-23,2016-07-05,Normal,,Normal,1.1195445920303606,NO,NO
2016-05-30,2016-07-12,Normal,,Normal,1.126207891972666,NO,NO
2016-06-06,2016-07-19,Normal,,Normal,1.1057108140947751,NO,NO
2016-06-13,2016-07-26,Normal,,Normal,1.1023622047244095,NO,NO
2016-06-20,2016-08-02,Normal,,Normal,1.0947838790212512,NO,NO
2016-06-27,2016-08-09,Normal,,Normal,1.0947838790212512,NO,NO
2016-07-04,2016-08-16,Normal,,Normal,1.033503691084611,NO,NO
2016-07-11,2016-08-23,Normal,,Normal,1.0218978102189782,NO,NO
2016-07-18,2016-08-30,Normal,,Normal,1.033059272767345,NO,NO
2016-07-25,2016-09-06,Normal,,Normal,1.045376220562895,NO,NO
2016-08-01,2016-09-13,Normal,,Normal,1.0514153668399768,NO,NO
2016-08-08,2016-09-20,Normal,,Normal,1.0459035444509006,NO,NO
2016-08-15,2016-09-27,Normal,,Normal,1.132506349965481,NO,NO
2016-08-22,2016-10-04,Normal,,Normal,1.1781532569099349,NO,NO
2016-08-29,2016-10-11,Normal,,Normal,1.1528620039973378,NO,NO
2016-09-05,2016-10-18,Normal,,Normal,1.1519720734230472,NO,NO
2016-09-12,2016-10-25,Normal,,Normal,1.1454267775513254,NO,NO
2016-09-19,2016-11-01,Normal,,Normal,1.1454267775513254,NO,NO
2016-09-26,2016-11-08,Normal,,Normal,1.1454267775513254,NO,NO
2016-10-03,2016-11-15,Normal,,Normal,1.3348588863463005,NO,NO
2016-10-10,2016-11-22,Normal,,Normal,1.3348588863463005,NO,NO
2016-10-17,2016-11-29,Normal,,Normal,1.7827982441924763,NO,NO
2016-10-24,2016-12-06,Normal,,Normal,2.045728038507822,NO,NO
2016-10-31,2016-12-13,Normal,,Normal,2.2581222866411674,NO,YES
2016-11-07,2016-12-20,Anomaly,,Normal,2.305433186490456,NO,YES
2016-11-14,2016-12-27,Anomaly,,Normal,2.547934560649252,NO,YES
2016-11-21,2017-01-03,Anomaly,,Normal,2.8790786948176583,YES,NO
2016-11-28,2017-01-10,Anomaly,,Normal,2.4438902743142146,YES,NO
2016-12-05,2017-01-17,Anomaly,,Normal,2.119700748129676,YES,NO
2016-12-12,2017-01-24,Anomaly,,Normal,1.7955112219451372,YES,NO
2016-12-19,2017-01-31,Normal,,Normal,1.6957605985037407,YES,NO
2016-12-26,2017-02-07,Normal,,Normal,1.5748031496062993,YES,NO
2017-01-01,2017-02-13,Normal,Normal,Normal,1.5748031496062993,YES,NO
2017-01-08,2017-02-20,Normal,Normal,Normal,1.6620498614958448,NO,YES
2017-01-15,2017-02-27,Normal,Normal,Normal,1.6620498614958448,YES,NO
2017-01-22,2017-03-06,Normal,Normal,Normal,1.6620498614958448,YES,NO
2017-01-29,2017-03-13,Normal,Anomaly,Normal,1.440443213296399,YES,NO
2017-02-05,2017-03-20,Normal,Anomaly,Normal,1.440443213296399,NO,YES
2017-02-12,2017-03-27,Normal,Normal,Normal,1.440443213296399,YES,NO
2017-02-19,2017-04-03,Normal,Normal,Normal,1.3648293963254594,YES,NO
2017-02-26,2017-04-10,Normal,Normal,Normal,1.3882123743021335,NO,YES
2017-03-05,2017-04-17,Normal,Normal,Normal,1.4812704777527554,NO,YES
2017-03-12,2017-04-24,Normal,Normal,Normal,1.5268480309143786,NO,YES
2017-03-19,2017-05-01,Normal,Normal,Normal,1.5268480309143786,NO,YES
2017-03-26,2017-05-08,Normal,Normal,Normal,1.5396113642319762,NO,YES
2017-04-02,2017-05-15,Normal,Normal,Normal,1.375819788947615,NO,YES
2017-04-09,2017-05-22,Normal,Normal,Normal,1.2885662431941924,NO,NO
2017-04-16,2017-05-29,Normal,Normal,Normal,1.1980033277870217,YES,NO
2017-04-23,2017-06-05,Normal,Normal,Normal,1.1320754696121842,YES,NO
2017-04-30,2017-06-12,Normal,Normal,Normal,1.127091280844209,YES,NO
2017-05-07,2017-06-19,Normal,Normal,Normal,1.1410459587955626,YES,NO
2017-05-14,2017-06-26,Normal,Anomaly,Normal,1.1410459587955626,YES,NO
2017-05-21,2017-07-03,Normal,Anomaly,Normal,1.1551022734740992,YES,NO
2017-05-28,2017-07-10,Normal,Anomaly,Normal,1.1593669440994483,YES,NO
2017-06-04,2017-07-17,Normal,Anomaly,Normal,1.17039586919105,YES,NO
2017-06-11,2017-07-24,Normal,Anomaly,Normal,1.1558669001751314,YES,NO
2017-06-18,2017-07-31,Normal,Anomaly,Normal,1.1558669001751314,YES,NO
2017-06-25,2017-08-07,Normal,Anomaly,Normal,1.1389792298651094,YES,NO
2017-07-02,2017-08-14,Normal,Anomaly,Normal,1.0990385658291333,YES,NO
2017-07-09,2017-08-21,Normal,Anomaly,Normal,1.063436461914356,YES,NO
2017-07-16,2017-08-28,Normal,Anomaly,Normal,1.0507880910683012,YES,NO
2017-07-23,2017-09-04,Normal,Anomaly,Normal,1.0695187165775402,YES,NO
2017-07-30,2017-09-11,Normal,Anomaly,Normal,1.0695187165775402,YES,NO
2017-08-06,2017-09-18,Normal,Anomaly,Normal,1.088929219600726,YES,NO
2017-08-13,2017-09-25,Normal,Anomaly,Normal,1.1299435028248588,YES,NO
2017-08-20,2017-10-02,Normal,Anomaly,Normal,1.1299435028248588,YES,NO
2017-08-27,2017-10-09,Normal,Anomaly,Normal,1.1282994022293358,YES,NO
2017-09-03,2017-10-16,Normal,Anomaly,Normal,1.0922787193973635,YES,NO
2017-09-10,2017-10-23,Normal,Anomaly,Normal,1.0922787193973635,YES,NO
2017-09-17,2017-10-30,Normal,Anomaly,Normal,1.2052730696798493,NO,YES
