STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,LOW,HIGH
2016-01-01,2016-02-13,,,Normal,1.288981288981289,YES,NO
2016-01-08,2016-02-20,,,Normal,1.2733887733887734,YES,NO
2016-01-15,2016-02-27,,,Normal,1.351351351351351,NO,YES
2016-01-22,2016-03-05,,,Normal,1.6632016632016633,NO,NO
2016-01-29,2016-03-12,,,Normal,1.7671517671517671,NO,NO
2016-02-01,2016-03-15,Normal,,Normal,1.7671517671517671,NO,NO
2016-02-08,2016-03-22,Normal,,Normal,1.6966067864271457,NO,NO
2016-02-15,2016-03-29,Normal,,Normal,1.6966067864271457,NO,NO
2016-02-22,2016-04-05,Normal,,Normal,1.663893510815308,NO,NO
2016-02-29,2016-04-12,Normal,,Normal,1.4621968616262482,NO,NO
2016-03-07,2016-04-19,Normal,,Normal,1.5020020093150006,NO,NO
2016-03-14,2016-04-26,Normal,,Normal,1.5691868758915837,NO,NO
2016-03-21,2016-05-03,Normal,,Normal,1.4980026631158456,NO,NO
2016-03-28,2016-05-10,Normal,,Normal,1.452784503631961,NO,NO
2016-04-04,2016-05-17,Normal,,Normal,1.2295081967213115,NO,NO
2016-04-11,2016-05-24,Normal,,Normal,1.2237762237762235,NO,NO
2016-04-18,2016-05-31,Normal,,Normal,1.228771228771229,NO,NO
2016-04-25,2016-06-07,Normal,,Normal,1.2787212787212787,NO,NO
2016-05-02,2016-06-14,Normal,,Normal,1.1807447774750226,NO,NO
2016-05-09,2016-06-21,Normal,,Normal,1.1989574283231972,NO,NO
2016-05-16,2016-06-28,Normal,,Normal,1.1904761904761905,NO,NO
2016-05-23,2016-07-05,Normal,,Normal,1.186511240632806,NO,NO
2016-05-30,2016-07-12,Normal,,Normal,1.2489592006661117,NO,NO
2016-06-06,2016-07-19,Normal,,Normal,1.2190247801758594,NO,NO
2016-06-13,2016-07-26,Normal,,Normal,1.2539184952978055,NO,NO
2016-06-20,2016-08-02,Normal,,Normal,1.2213175425610658,NO,NO
2016-06-27,2016-08-09,Normal,,Normal,1.2213175425610658,NO,NO
2016-07-04,2016-08-16,Normal,,Normal,1.2134189864382583,NO,NO
2016-07-11,2016-08-23,Normal,,Normal,1.2134189864382583,NO,NO
2016-07-18,2016-08-30,Normal,,Normal,1.2134189864382583,NO,NO
2016-07-25,2016-09-06,Normal,,Normal,1.2134189864382583,NO,NO
2016-08-01,2016-09-13,Anomaly,,Normal,1.2583271650629164,NO,NO
2016-08-08,2016-09-20,Anomaly,,Normal,1.306687163720215,NO,NO
2016-08-15,2016-09-27,Anomaly,,Normal,1.2905911740216487,NO,NO
2016-08-22,2016-10-04,Anomaly,,Normal,1.2656119900083265,NO,NO
2016-08-29,2016-10-11,Anomaly,,Normal,1.2656119900083265,NO,NO
2016-09-05,2016-10-18,Anomaly,,Normal,1.2433392539964476,NO,NO
2016-09-12,2016-10-25,Anomaly,,Normal,1.2433392539964476,NO,NO
2016-09-19,2016-11-01,Anomaly,,Normal,1.1545293072824157,NO,NO
2016-09-26,2016-11-08,Anomaly,,Normal,1.236917221693625,NO,NO
2016-10-03,2016-11-15,Anomaly,,Normal,1.2237762237762235,NO,NO
2016-10-10,2016-11-22,Anomaly,,Normal,1.529338327091136,NO,YES
2016-10-17,2016-11-29,Anomaly,,Normal,1.7751479289940828,NO,YES
2016-10-24,2016-12-06,Anomaly,,Normal,2.177858439201452,NO,YES
2016-10-31,2016-12-13,Anomaly,,Normal,2.1145968356398384,NO,YES
2016-11-07,2016-12-20,Anomaly,,Normal,2.1956087824351296,YES,NO
2016-11-14,2016-12-27,Anomaly,,Normal,2.045908183632734,YES,NO
2016-11-21,2017-01-03,Anomaly,,Normal,1.996007984031936,YES,NO
2016-11-28,2017-01-10,Anomaly,,Normal,1.996007984031936,YES,NO
2016-12-05,2017-01-17,Anomaly,,Normal,1.996007984031936,NO,YES
2016-12-12,2017-01-24,Anomaly,,Normal,1.2974051896207586,YES,NO
2016-12-19,2017-01-31,Normal,,Normal,1.2079831932773109,YES,NO
2016-12-26,2017-02-07,Normal,,Normal,1.2749445676274944,YES,NO
2017-01-01,2017-02-13,Normal,Normal,Normal,1.2195121951219512,YES,NO
2017-01-08,2017-02-20,Normal,Normal,Normal,1.2195121951219512,YES,NO
2017-01-15,2017-02-27,Normal,Normal,Normal,1.2416851441241683,NO,YES
2017-01-22,2017-03-06,Normal,Normal,Normal,1.2416851441241683,YES,NO
2017-01-29,2017-03-13,Normal,Normal,Normal,1.2416851441241683,YES,NO
2017-02-05,2017-03-20,Normal,Normal,Normal,1.2416851441241683,YES,NO
2017-02-12,2017-03-27,Normal,Normal,Normal,1.2416851441241683,NO,YES
2017-02-19,2017-04-03,Normal,Normal,Normal,1.2416851441241683,NO,YES
2017-02-26,2017-04-10,Normal,Normal,Normal,1.3303769401330376,YES,NO
2017-03-05,2017-04-17,Normal,Normal,Normal,1.3303769401330376,YES,NO
2017-03-12,2017-04-24,Normal,Normal,Normal,1.3303769401330376,NO,YES
2017-03-19,2017-05-01,Normal,Normal,Normal,1.3303769401330376,YES,NO
2017-03-26,2017-05-08,Normal,Normal,Normal,1.3303769401330376,YES,NO
2017-04-02,2017-05-15,Normal,Normal,Normal,1.3303769401330376,YES,NO
2017-04-09,2017-05-22,Normal,Normal,Normal,1.1554621848739497,NO,YES
2017-04-16,2017-05-29,Normal,Anomaly,Normal,1.131687242798354,NO,YES
2017-04-23,2017-06-05,Normal,Anomaly,Normal,1.3888888888888888,NO,YES
2017-04-30,2017-06-12,Normal,Anomaly,Normal,1.440329218106996,NO,YES
2017-05-07,2017-06-19,Normal,Anomaly,Normal,1.5432098765432098,NO,NO
2017-05-14,2017-06-26,Normal,Anomaly,Normal,1.497005988023952,NO,NO
2017-05-21,2017-07-03,Normal,Anomaly,Normal,1.497005988023952,NO,YES
2017-05-28,2017-07-10,Normal,Anomaly,Normal,1.497005988023952,YES,NO
2017-06-04,2017-07-17,Normal,Anomaly,Normal,1.497005988023952,YES,NO
2017-06-11,2017-07-24,Normal,Anomaly,Normal,1.497005988023952,YES,NO
2017-06-18,2017-07-31,Normal,Anomaly,Normal,1.4471057884231535,YES,NO
2017-06-25,2017-08-07,Normal,Anomaly,Normal,1.3173652694610778,YES,NO
2017-07-02,2017-08-14,Normal,Anomaly,Normal,1.3173652694610778,YES,NO
2017-07-09,2017-08-21,Normal,Anomaly,Normal,1.3173652694610778,YES,NO
2017-07-16,2017-08-28,Normal,Anomaly,Normal,1.3173652694610778,YES,NO
2017-07-23,2017-09-04,Anomaly,Anomaly,Normal,1.1976047904191616,YES,NO
2017-07-30,2017-09-11,Normal,Anomaly,Normal,1.1976047904191616,YES,NO
2017-08-06,2017-09-18,Normal,Anomaly,Normal,1.3303769401330376,YES,NO
2017-08-13,2017-09-25,Normal,Anomaly,Normal,1.3303769401330376,YES,NO
2017-08-20,2017-10-02,Normal,Anomaly,Normal,1.164079822616408,YES,NO
