STARTDATE,ENDDATE,MEAN,STD,VALUE,lastYear
2017-01-01,2017-02-13,40.903019292546595,18.657512184106164,36.73863636363637,Normal
2017-01-08,2017-02-20,39.69191157541988,16.867531081950695,30.306818181818183,Normal
2017-01-15,2017-02-27,40.26159766504612,16.9752133825953,30.795454545454547,Normal
2017-01-22,2017-03-06,42.27818319074655,20.9039054944997,31.25,Normal
2017-01-29,2017-03-13,47.069807621814924,30.33679461888686,32.43181818181818,Normal
2017-02-05,2017-03-20,52.15114468991973,39.44372893306048,37.34090909090909,Normal
2017-02-12,2017-03-27,56.68800361747283,48.99955835216888,42.0,Normal
2017-02-19,2017-04-03,61.77929803219417,58.060710051043934,43.11363636363637,Normal
2017-02-26,2017-04-10,67.84607996057143,69.40466529418708,41.38636363636363,Normal
2017-03-05,2017-04-17,73.76609848477084,81.19660345408407,37.72727272727273,Normal
2017-03-12,2017-04-24,74.32177985317571,82.70978943876055,32.60227272727273,Normal
2017-03-19,2017-05-01,74.9483757901895,84.93097676581168,26.704545454545453,Normal
2017-03-26,2017-05-08,75.12786175828599,86.2635029297565,17.522727272727273,Normal
2017-04-02,2017-05-15,76.28100495350347,89.64026753724646,11.090909090909092,Normal
2017-04-09,2017-05-22,74.61304035551251,88.99145556253941,7.204545454545454,Normal
2017-04-16,2017-05-29,74.13923890912336,89.28772723359934,5.363636363636363,Normal
2017-04-23,2017-06-05,73.9787524235196,88.87426678167581,4.636363636363637,Normal
2017-04-30,2017-06-12,74.11995613189968,89.0834781783981,4.454545454545454,Normal
2017-05-07,2017-06-19,74.0853917379603,89.18951491525165,4.090909090909091,Normal
2017-05-14,2017-06-26,70.6934955445435,85.01419001088244,4.065909090909091,Normal
2017-05-21,2017-07-03,66.86053538022796,79.47129402301942,4.281818181818182,Normal
2017-05-28,2017-07-10,64.12645348984871,77.3762790993121,4.429545454545455,Normal
2017-06-04,2017-07-17,59.094365367265866,69.2475808317222,4.486363636363636,Normal
2017-06-11,2017-07-24,52.64759584279751,58.136501803397465,4.565909090909091,Normal
2017-06-18,2017-07-31,46.45015266097932,47.32239870651011,4.4750000000000005,Normal
2017-06-25,2017-08-07,42.310172802120455,39.11554146932048,4.452272727272727,Normal
2017-07-02,2017-08-14,40.42804962883018,35.39753865517945,4.488636363636363,Anomaly
2017-07-09,2017-08-21,37.07178558106179,26.58134596852342,4.420454545454546,Anomaly
2017-07-16,2017-08-28,35.628058233964516,22.330276689335758,4.3977272727272725,Anomaly
2017-07-23,2017-09-04,36.87797721909627,24.23183644072111,4.454545454545454,Anomaly
2017-07-30,2017-09-11,38.44805297667203,27.36336538124331,4.6022727272727275,Anomaly
2017-08-06,2017-09-18,40.43858327970233,31.53645906656003,4.806818181818182,Anomaly
2017-08-13,2017-09-25,42.38649994636899,34.55253780080431,4.909090909090909,Anomaly
2017-08-20,2017-10-02,44.26794265781428,38.511121519296026,4.886363636363637,Anomaly
2017-08-27,2017-10-09,45.59007342215575,41.45192808718876,4.976112152256108,Normal
