STARTDATE,ENDDATE,MEAN,STD,VALUE,lastYear,STATENAME,MANDINAME
2017-01-01,2017-02-13,94.50073141667349,74.67747829034967,179.6681818181818,Anomaly,UTTAR PRADESH,FAIZABAD
2017-01-01,2017-02-13,29.268453550080036,6.31691396091924,30.952816191069157,Normal,PUNJAB,MALERKOTLA
2017-01-01,2017-02-13,250.03157852223447,216.90385551232586,195.46855970016605,Normal,UTTAR PRADESH,LUCKNOW
2017-01-01,2017-02-13,12.278278094974457,10.004998508435854,4.543838810079528,Normal,WEST BENGAL,KALYANI
2017-01-01,2017-02-13,33.52709758700053,23.11565760438764,27.11338525543904,Normal,WEST BENGAL,SHEORAPHULY
2017-01-01,2017-02-13,56.9923731554702,28.937728704584462,31.520271347904835,Normal,PUNJAB,BARNALA
2017-01-01,2017-02-13,15.198060983196774,5.0632230909390765,11.45142499706021,Normal,PUNJAB,SANGRUR
2017-01-01,2017-02-13,1.239125630533854,0.08483270212476372,1.2400883825284088,Normal,PUNJAB,ZIRA
2017-01-01,2017-02-13,40.903019292546595,18.657512184106164,36.73863636363637,Normal,WEST BENGAL,BISHNUPUR(BANKURA)
2017-01-01,2017-02-13,53.19575170852466,40.92399121018496,58.65909090909091,Normal,WEST BENGAL,DURGAPUR
2017-01-01,2017-02-13,1363.933669454177,438.60415929873875,1356.2477541656756,Normal,NCT OF DELHI,AZADPUR
2017-01-01,2017-02-13,156.85888194124777,164.0113560747491,4.045454545454546,Normal,WEST BENGAL,ULUBERIA
2017-01-01,2017-02-13,111.32899913539082,133.5483584481969,12.977971678655035,Normal,WEST BENGAL,ISLAMPUR
2017-01-01,2017-02-13,180.31804236497786,158.3122845334137,98.69864886173491,Normal,UTTAR PRADESH,BASTI
2017-01-01,2017-02-13,119.88930027317862,135.59300716948826,215.23689515303403,Normal,UTTAR PRADESH,LAKHIMPUR
2017-01-01,2017-02-13,107.02088615901638,200.04631592850566,10.754545453977272,Normal,WEST BENGAL,KATWA
2017-01-01,2017-02-13,1.1684077991995268,0.3054463672185603,1.2711432501627848,Normal,PUNJAB,AJNALA
2017-01-08,2017-02-20,28.31049900462549,6.502141233646512,31.714179827432794,Normal,PUNJAB,MALERKOTLA
2017-01-08,2017-02-20,251.3653476881191,230.41030109918347,178.76401424562061,Normal,UTTAR PRADESH,LUCKNOW
2017-01-08,2017-02-20,12.572004665939573,9.815153979766698,4.922522065937657,Normal,WEST BENGAL,KALYANI
2017-01-08,2017-02-20,35.00872703188472,24.353207208247373,26.99974889180268,Normal,WEST BENGAL,SHEORAPHULY
2017-01-08,2017-02-20,40.51522265104126,12.44346100295826,32.53163498426847,Normal,PUNJAB,BARNALA
2017-01-08,2017-02-20,15.271924619560407,4.966632181848168,11.621879542514755,Normal,PUNJAB,SANGRUR
2017-01-08,2017-02-20,1.2574494943300192,0.10239898959517074,1.2499368679450757,Normal,PUNJAB,ZIRA
2017-01-08,2017-02-20,39.69191157541988,16.867531081950695,30.306818181818183,Normal,WEST BENGAL,BISHNUPUR(BANKURA)
2017-01-08,2017-02-20,53.53297675604749,41.05528203280923,58.65909090909091,Normal,WEST BENGAL,DURGAPUR
2017-01-08,2017-02-20,1356.7978739996315,460.7149547532843,1344.0443450747669,Normal,NCT OF DELHI,AZADPUR
2017-01-08,2017-02-20,157.20356720372914,163.70267629725092,5.447727272727272,Normal,WEST BENGAL,ULUBERIA
2017-01-08,2017-02-20,111.9564123928137,133.1106965994762,14.833491159731098,Normal,WEST BENGAL,ISLAMPUR
2017-01-08,2017-02-20,175.32769570369882,163.39505623762233,93.23906888524147,Normal,UTTAR PRADESH,BASTI
2017-01-08,2017-02-20,112.91096737373549,128.68254778919396,204.85205919743458,Normal,UTTAR PRADESH,LAKHIMPUR
2017-01-08,2017-02-20,121.3648906523481,240.37980082600836,12.068181817613636,Normal,WEST BENGAL,KATWA
2017-01-08,2017-02-20,99.77166142109226,94.87707837199491,157.34318181818182,Normal,UTTAR PRADESH,FAIZABAD
2017-01-08,2017-02-20,1.1211350719267996,0.3163554581276512,1.2929614319809666,Normal,PUNJAB,AJNALA
2017-01-15,2017-02-27,29.018453550080036,6.948732142737421,32.75963437288734,Normal,PUNJAB,MALERKOTLA
2017-01-15,2017-02-27,247.90964091483954,235.0058042464377,170.71980847924291,Normal,UTTAR PRADESH,LUCKNOW
2017-01-15,2017-02-27,13.100476068002092,9.973089676928348,5.367635299012446,Normal,WEST BENGAL,KALYANI
2017-01-15,2017-02-27,36.086962357714825,25.496113283366505,27.663385211802566,Normal,WEST BENGAL,SHEORAPHULY
2017-01-15,2017-02-27,32.786064726002856,4.632484896101678,32.92786458873712,Normal,PUNJAB,BARNALA
2017-01-15,2017-02-27,15.874197346833135,4.921177636393622,12.940061360696575,Normal,PUNJAB,SANGRUR
2017-01-15,2017-02-27,1.220517676148201,0.10637626232244349,1.2078914133996212,Normal,PUNJAB,ZIRA
2017-01-15,2017-02-27,40.26159766504612,16.9752133825953,30.795454545454547,Normal,WEST BENGAL,BISHNUPUR(BANKURA)
2017-01-15,2017-02-27,53.88680693778445,41.13172422422456,58.54545454545455,Normal,WEST BENGAL,DURGAPUR
2017-01-15,2017-02-27,1339.7594773199346,480.30335143298106,1336.6084608062822,Normal,NCT OF DELHI,AZADPUR
2017-01-15,2017-02-27,157.56971869502956,163.3643310961088,7.525,Normal,WEST BENGAL,ULUBERIA
