STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,LOW,HIGH,STATENAME,MANDINAME
2018-03-11,2018-04-23,Normal,Normal,Normal,1.2050599201065246,YES,NO,WEST BENGAL,BISHNUPUR(BANKURA)
2018-03-18,2018-04-30,Normal,Normal,Normal,1.7643142476697735,NO,YES,UTTAR PRADESH,FAIZABAD
2018-03-18,2018-04-30,Normal,Normal,Normal,1.5109612141652613,YES,NO,NCT OF DELHI,AZADPUR
2018-04-08,2018-05-21,Anomaly,Normal,Anomaly,2.3255813953488373,NO,YES,PUNJAB,AJNALA
2018-04-08,2018-05-21,Normal,Normal,Normal,1.8302828618968383,YES,NO,PUNJAB,MALERKOTLA
2018-04-15,2018-05-28,Anomaly,Normal,Normal,1.4784497160277197,NO,NO,UTTAR PRADESH,LUCKNOW
2018-04-15,2018-05-28,Anomaly,Normal,Normal,1.5940488841657812,NO,NO,WEST BENGAL,SHEORAPHULY
2018-04-15,2018-05-28,Anomaly,Normal,Anomaly,2.6578073089701,NO,NO,PUNJAB,ZIRA
2018-04-15,2018-05-28,Anomaly,Normal,Normal,1.4335360556038228,NO,NO,WEST BENGAL,ULUBERIA
2018-04-22,2018-06-04,Anomaly,Normal,Normal,1.3948497851210382,NO,NO,WEST BENGAL,KALYANI
2018-04-22,2018-06-04,Anomaly,Normal,Normal,1.5928828044453986,NO,NO,WEST BENGAL,DURGAPUR
2018-04-29,2018-06-11,Normal,Normal,Anomaly,1.497504159733777,,,PUNJAB,SANGRUR
2018-04-29,2018-06-11,Anomaly,Normal,Normal,1.498751040799334,NO,NO,WEST BENGAL,ISLAMPUR
2018-05-06,2018-06-18,Anomaly,Normal,Normal,1.0611735330836454,NO,NO,PUNJAB,BARNALA
2018-05-27,2018-07-09,Anomaly,Normal,Anomaly,1.596806387225549,YES,NO,PUNJAB,AJNALA
2018-05-27,2018-07-09,Anomaly,Normal,Anomaly,1.1750881316098707,NO,NO,PUNJAB,MALERKOTLA
2018-06-17,2018-07-30,Normal,Anomaly,Normal,1.0019830922706596,NO,NO,WEST BENGAL,ISLAMPUR
2018-06-17,2018-07-30,Anomaly,Normal,Anomaly,1.2838801711840229,,,PUNJAB,SANGRUR
2018-06-17,2018-07-30,Normal,Normal,Anomaly,1.664816870144284,NO,NO,PUNJAB,ZIRA
2018-06-24,2018-08-06,Anomaly,Normal,Anomaly,1.30568356374808,NO,YES,PUNJAB,BARNALA
2018-07-15,2018-08-27,Anomaly,Normal,Anomaly,1.355206847360913,NO,YES,PUNJAB,MALERKOTLA
2018-07-15,2018-08-27,Anomaly,Normal,Anomaly,2.1956087824351296,YES,NO,PUNJAB,AJNALA
2018-08-05,2018-09-17,Anomaly,Normal,Normal,1.2484394506866416,NO,NO,PUNJAB,ZIRA
2018-08-05,2018-09-17,Anomaly,Normal,Anomaly,1.228878648233487,,,PUNJAB,SANGRUR
2018-08-12,2018-09-24,Anomaly,Normal,Anomaly,2.329450915141431,YES,NO,PUNJAB,BARNALA
2018-09-02,2018-10-15,Anomaly,Normal,Anomaly,1.596806387225549,YES,NO,PUNJAB,AJNALA
2018-09-02,2018-10-15,Anomaly,Normal,Normal,1.49812734082397,NO,NO,PUNJAB,MALERKOTLA
2018-09-30,2018-11-12,Anomaly,Normal,Normal,1.5806988352745424,NO,YES,PUNJAB,BARNALA
2018-09-30,2018-11-12,Normal,Normal,Normal,1.49812734082397,NO,YES,PUNJAB,ZIRA
2018-10-14,2018-11-26,Anomaly,Normal,Normal,1.49812734082397,,,PUNJAB,SANGRUR
2018-10-21,2018-12-03,Normal,Normal,Normal,1.710362047440699,NO,YES,WEST BENGAL,ISLAMPUR
2018-10-21,2018-12-03,Normal,Normal,Normal,2.013313609467456,NO,YES,NCT OF DELHI,AZADPUR
2018-10-21,2018-12-03,Normal,Normal,Normal,1.9350811485642947,NO,YES,WEST BENGAL,SHEORAPHULY
2018-10-21,2018-12-03,Anomaly,Normal,Anomaly,1.3972055888223551,YES,NO,PUNJAB,AJNALA
2018-10-21,2018-12-03,Normal,Normal,Normal,1.854493580599144,NO,YES,WEST BENGAL,KATWA
2018-10-21,2018-12-03,Anomaly,Normal,Anomaly,6.467661691542289,YES,NO,PUNJAB,MALERKOTLA
2018-10-21,2018-12-03,Normal,Normal,Normal,1.7643142476697735,NO,YES,UTTAR PRADESH,FAIZABAD
2018-10-21,2018-12-03,Normal,Normal,Normal,1.9350811485642947,NO,YES,UTTAR PRADESH,LUCKNOW
2018-10-28,2018-12-10,Normal,Normal,Normal,2.189349112426036,NO,YES,WEST BENGAL,DURGAPUR
2018-11-04,2018-12-17,Normal,Normal,Normal,2.3488045007032348,NO,YES,UTTAR PRADESH,LAKHIMPUR
2018-11-04,2018-12-17,Normal,Normal,Normal,1.79519595448799,NO,YES,WEST BENGAL,ULUBERIA
2018-11-04,2018-12-17,Normal,Normal,Normal,2.087126774327949,NO,YES,WEST BENGAL,KALYANI
2018-11-11,2018-12-24,Normal,Normal,Normal,1.7976031957390146,NO,YES,UTTAR PRADESH,BASTI
2018-11-11,2018-12-24,Anomaly,Normal,Normal,1.3432835820895523,NO,NO,WEST BENGAL,BISHNUPUR(BANKURA)
2018-11-18,2018-12-31,Anomaly,Normal,Normal,1.1235955056179776,NO,YES,PUNJAB,ZIRA
2018-11-18,2018-12-31,Anomaly,Normal,Anomaly,3.187250996015936,YES,NO,PUNJAB,BARNALA
2018-12-02,2019-01-14,Anomaly,Normal,Anomaly,2.325581395541992,,,PUNJAB,SANGRUR
2018-12-09,2019-01-21,Anomaly,Normal,Anomaly,1.823361823361824,YES,NO,PUNJAB,MALERKOTLA
2018-12-09,2019-01-21,Anomaly,Normal,Normal,1.3605442176870748,YES,NO,WEST BENGAL,KATWA
2018-12-09,2019-01-21,Anomaly,Normal,Normal,2.3864306784660765,YES,NO,NCT OF DELHI,AZADPUR
2018-12-09,2019-01-21,Anomaly,Normal,Normal,1.2834224598930482,YES,NO,WEST BENGAL,SHEORAPHULY
2018-12-09,2019-01-21,Normal,Normal,Normal,1.4265335235378032,YES,NO,WEST BENGAL,ISLAMPUR
2018-12-09,2019-01-21,Anomaly,Normal,Normal,1.5469061876247503,YES,NO,UTTAR PRADESH,LUCKNOW
2018-12-09,2019-01-21,Anomaly,Normal,Normal,1.7890772128060264,YES,NO,UTTAR PRADESH,FAIZABAD
2018-12-09,2019-01-21,Anomaly,Normal,Normal,1.9933554817275747,YES,NO,PUNJAB,AJNALA
2018-12-16,2019-01-28,Normal,Normal,Normal,1.5355086372360844,YES,NO,WEST BENGAL,DURGAPUR
2018-12-23,2019-02-04,Anomaly,Normal,Normal,1.2375249500998005,YES,NO,UTTAR PRADESH,LAKHIMPUR
2018-12-23,2019-02-04,Normal,Normal,Normal,1.1456628477905073,YES,NO,WEST BENGAL,KALYANI
2018-12-23,2019-02-04,Normal,Normal,Normal,1.418563922942207,NO,YES,WEST BENGAL,ULUBERIA
2018-12-30,2019-02-11,Anomaly,Normal,Normal,1.752021563342318,YES,NO,WEST BENGAL,BISHNUPUR(BANKURA)
2018-12-30,2019-02-11,Normal,Normal,Normal,1.1544461778471138,YES,NO,UTTAR PRADESH,BASTI
2019-01-06,2019-02-18,Anomaly,Normal,Anomaly,1.7330677290836654,YES,NO,PUNJAB,BARNALA
2019-01-06,2019-02-18,Normal,Normal,Normal,1.596806387225549,YES,NO,PUNJAB,ZIRA
2019-01-20,2019-03-04,Anomaly,Normal,Normal,1.3297872340425532,,,PUNJAB,SANGRUR
2019-01-27,2019-03-11,Anomaly,Normal,Normal,1.5748031496062993,NO,YES,WEST BENGAL,KATWA
2019-01-27,2019-03-11,Normal,Normal,Normal,1.4553014553014554,YES,NO,WEST BENGAL,ISLAMPUR
2019-01-27,2019-03-11,Anomaly,Normal,Normal,2.990033222591362,YES,NO,PUNJAB,AJNALA
2019-01-27,2019-03-11,Normal,Normal,Normal,1.2916666666666667,YES,NO,NCT OF DELHI,AZADPUR
2019-01-27,2019-03-11,Normal,Normal,Normal,1.4636850860098292,NO,YES,UTTAR PRADESH,LUCKNOW
2019-01-27,2019-03-11,Anomaly,Normal,Normal,1.3648293963254594,YES,NO,PUNJAB,MALERKOTLA
2019-01-27,2019-03-11,Normal,Normal,Normal,1.5384615384615383,YES,NO,WEST BENGAL,SHEORAPHULY
2019-01-27,2019-03-11,Normal,Normal,Normal,1.3972055888223551,YES,NO,UTTAR PRADESH,FAIZABAD
2019-02-03,2019-03-18,Anomaly,Normal,Normal,1.4150943396226414,YES,NO,WEST BENGAL,DURGAPUR
2019-02-10,2019-03-25,Normal,Normal,Normal,1.2526539278131634,YES,NO,WEST BENGAL,ULUBERIA
2019-02-10,2019-03-25,Normal,Normal,Normal,1.3572854291417165,NO,YES,UTTAR PRADESH,LAKHIMPUR
2019-02-10,2019-03-25,Normal,Normal,Normal,1.1927181418236033,YES,NO,WEST BENGAL,KALYANI
2019-02-17,2019-04-01,Normal,Normal,Normal,1.1314475873544094,YES,NO,UTTAR PRADESH,BASTI
2019-02-17,2019-04-01,Normal,Normal,Normal,1.5633423180592991,NO,YES,WEST BENGAL,BISHNUPUR(BANKURA)
2019-02-24,2019-04-08,Normal,Anomaly,Normal,1.6948369768309,YES,NO,PUNJAB,ZIRA
2019-02-24,2019-04-08,Anomaly,Anomaly,Anomaly,1.4617940199335548,YES,NO,PUNJAB,BARNALA
2019-03-17,2019-04-29,Normal,Normal,Normal,1.3311148086522462,YES,NO,UTTAR PRADESH,LUCKNOW
2019-03-17,2019-04-29,Normal,Normal,Normal,1.288244766505636,YES,NO,UTTAR PRADESH,FAIZABAD
2019-03-17,2019-04-29,Normal,Normal,Anomaly,1.4962593516209477,YES,NO,PUNJAB,AJNALA
2019-03-17,2019-04-29,Anomaly,Anomaly,Anomaly,2.554517133956386,NO,YES,PUNJAB,MALERKOTLA
2019-03-17,2019-04-29,Normal,Normal,Anomaly,1.4962593516209477,,,PUNJAB,SANGRUR
2019-03-17,2019-04-29,Normal,Normal,Normal,1.088929219600726,YES,NO,WEST BENGAL,ISLAMPUR
2019-03-24,2019-05-06,Normal,Normal,Normal,1.3396715643906656,YES,NO,NCT OF DELHI,AZADPUR
2019-03-31,2019-05-13,Anomaly,Normal,Normal,2.084035730878774,NO,NO,WEST BENGAL,KALYANI
2019-03-31,2019-05-13,Normal,Normal,Normal,1.3517665130568357,YES,NO,UTTAR PRADESH,LAKHIMPUR
2019-03-31,2019-05-13,Normal,Normal,Normal,1.6194331983805668,NO,YES,WEST BENGAL,ULUBERIA
2019-03-31,2019-05-13,Normal,Normal,Normal,1.3509544787077827,YES,NO,WEST BENGAL,KATWA
2019-04-07,2019-05-20,Normal,Normal,Normal,1.3581890812250332,NO,YES,WEST BENGAL,SHEORAPHULY
2019-04-07,2019-05-20,Normal,Normal,Normal,1.1768901569186876,YES,NO,UTTAR PRADESH,BASTI
2019-04-14,2019-05-27,Anomaly,Normal,Anomaly,1.596806387225549,NO,NO,PUNJAB,ZIRA
2019-04-28,2019-06-10,Normal,Normal,Normal,1.2010113780025284,NO,YES,WEST BENGAL,BISHNUPUR(BANKURA)
2019-05-05,2019-06-17,Anomaly,Normal,Normal,1.0556348074179742,YES,NO,WEST BENGAL,ISLAMPUR
2019-05-05,2019-06-17,Anomaly,Normal,Normal,1.60427807486631,YES,NO,PUNJAB,MALERKOTLA
2019-05-05,2019-06-17,Anomaly,Anomaly,Anomaly,1.2468827930174564,YES,NO,PUNJAB,AJNALA
2019-05-05,2019-06-17,Normal,Normal,Normal,1.5324459234608985,YES,NO,PUNJAB,BARNALA
2019-05-12,2019-06-24,Normal,Normal,Normal,1.1101813110181311,YES,NO,NCT OF DELHI,AZADPUR
2019-06-09,2019-07-22,Normal,Normal,Normal,1.1205846528623629,NO,YES,WEST BENGAL,KATWA
2019-06-09,2019-07-22,Normal,Normal,Normal,1.2172284644194755,NO,YES,UTTAR PRADESH,FAIZABAD
2019-06-16,2019-07-29,Normal,Normal,Normal,1.373283395755306,NO,YES,PUNJAB,ZIRA
2019-06-23,2019-08-05,Normal,Normal,Normal,1.927437641723356,NO,YES,WEST BENGAL,BISHNUPUR(BANKURA)
2019-06-23,2019-08-05,Anomaly,Anomaly,Anomaly,1.6666666666666667,YES,NO,PUNJAB,BARNALA
2019-06-23,2019-08-05,Anomaly,Anomaly,Anomaly,1.8438177874186552,YES,NO,PUNJAB,MALERKOTLA
2019-06-23,2019-08-05,Anomaly,Anomaly,Anomaly,1.3972055888223551,YES,NO,PUNJAB,AJNALA
2019-06-30,2019-08-12,Anomaly,Normal,Normal,1.4265335235378032,,,PUNJAB,SANGRUR
2019-07-21,2019-09-02,Normal,Normal,Normal,1.4075010534985253,NO,YES,UTTAR PRADESH,LUCKNOW
2019-07-28,2019-09-09,Anomaly,Normal,Anomaly,1.355206847360913,NO,YES,UTTAR PRADESH,FAIZABAD
2019-08-04,2019-09-16,Anomaly,Normal,Normal,2.8286189683860234,NO,NO,PUNJAB,ZIRA
2019-08-11,2019-09-23,Anomaly,Anomaly,Anomaly,1.278772378516624,NO,YES,PUNJAB,BARNALA
2019-08-11,2019-09-23,Anomaly,Anomaly,Anomaly,1.7732742242978117,YES,NO,PUNJAB,MALERKOTLA
2019-08-11,2019-09-23,Anomaly,Normal,Anomaly,1.996007984031936,YES,NO,PUNJAB,AJNALA
2019-08-11,2019-09-23,Normal,Normal,Normal,1.2058465286236295,NO,YES,UTTAR PRADESH,LAKHIMPUR
2019-08-18,2019-09-30,Anomaly,Normal,Normal,1.0475030450669915,NO,NO,WEST BENGAL,BISHNUPUR(BANKURA)
2019-08-18,2019-09-30,Anomaly,Normal,Anomaly,7.986688851913477,,,PUNJAB,SANGRUR
2019-08-25,2019-10-07,Anomaly,Normal,Normal,1.2485811577752557,NO,NO,WEST BENGAL,KATWA
2019-09-15,2019-10-28,Normal,Normal,Anomaly,1.4314247669773634,NO,NO,UTTAR PRADESH,FAIZABAD
2019-09-15,2019-10-28,Normal,Normal,Anomaly,1.373283395755306,NO,NO,UTTAR PRADESH,LUCKNOW
2019-09-22,2019-11-04,Normal,Normal,Anomaly,1.49812734082397,NO,YES,PUNJAB,ZIRA
2019-09-29,2019-11-11,Anomaly,Anomaly,Anomaly,1.9943019943019944,NO,YES,PUNJAB,BARNALA
2019-09-29,2019-11-11,Anomaly,Normal,Anomaly,1.7516629711219514,NO,YES,PUNJAB,MALERKOTLA
2019-09-29,2019-11-11,Normal,Normal,Anomaly,1.165279429250892,NO,NO,UTTAR PRADESH,LAKHIMPUR
2019-09-29,2019-11-11,Normal,Normal,Anomaly,2.594810379241517,NO,YES,PUNJAB,AJNALA
2019-10-06,2019-11-18,Anomaly,Normal,Anomaly,1.3311148086522462,,,PUNJAB,SANGRUR
2019-11-10,2019-12-23,Anomaly,Normal,Anomaly,2.1398002853067046,NO,NO,PUNJAB,ZIRA
2019-11-17,2019-12-30,Normal,Normal,Anomaly,1.8645948945615984,NO,NO,UTTAR PRADESH,LUCKNOW
2019-11-17,2019-12-30,Normal,Normal,Anomaly,3.104212860310421,YES,NO,PUNJAB,MALERKOTLA
2019-11-17,2019-12-30,Anomaly,Normal,Anomaly,3.592814371257485,YES,NO,PUNJAB,AJNALA
2019-11-17,2019-12-30,Anomaly,Normal,Anomaly,1.5538290788013318,NO,NO,UTTAR PRADESH,LAKHIMPUR
2019-11-17,2019-12-30,Normal,Normal,Anomaly,1.30718954248366,NO,NO,UTTAR PRADESH,BASTI
2019-11-17,2019-12-30,Anomaly,Normal,Anomaly,3.097040605803357,NO,NO,PUNJAB,BARNALA
2019-12-01,2020-01-13,Normal,Anomaly,Normal,1.4919376730771106,NO,NO,WEST BENGAL,KALYANI
2019-12-01,2020-01-13,Anomaly,Anomaly,Normal,1.9297036526533424,NO,NO,WEST BENGAL,KATWA
2019-12-01,2020-01-13,Anomaly,Anomaly,Normal,1.3657561625582946,NO,NO,WEST BENGAL,ISLAMPUR
2019-12-01,2020-01-13,Anomaly,Anomaly,Normal,1.4625228519195612,NO,NO,WEST BENGAL,ULUBERIA
2019-12-01,2020-01-13,Anomaly,Anomaly,Normal,1.6162862430598397,NO,NO,WEST BENGAL,DURGAPUR
2019-12-01,2020-01-13,Anomaly,Anomaly,Normal,1.6864459712679576,NO,NO,WEST BENGAL,SHEORAPHULY
2019-12-08,2020-01-20,Anomaly,Anomaly,Normal,1.4093529788597052,NO,NO,WEST BENGAL,BISHNUPUR(BANKURA)
2019-12-15,2020-01-27,Normal,Normal,Anomaly,1.898101898101898,,,PUNJAB,SANGRUR
2019-12-22,2020-02-03,Anomaly,Normal,Normal,1.730019493177388,NO,NO,UTTAR PRADESH,FAIZABAD
2019-12-29,2020-02-10,Normal,Anomaly,Normal,1.6100486614074176,NO,NO,NCT OF DELHI,AZADPUR
2019-12-29,2020-02-10,Anomaly,Normal,Anomaly,1.3986013986013983,NO,NO,PUNJAB,ZIRA
2020-01-05,2020-02-17,Anomaly,Normal,Anomaly,2.0737327188940093,NO,NO,PUNJAB,BARNALA
2020-01-05,2020-02-17,Anomaly,Normal,Anomaly,1.8396846254927728,NO,NO,PUNJAB,MALERKOTLA
2020-01-05,2020-02-17,Anomaly,Normal,Anomaly,1.7964071856287425,YES,NO,PUNJAB,AJNALA
2020-01-05,2020-02-17,Anomaly,Normal,Anomaly,1.664816870144284,NO,NO,UTTAR PRADESH,LUCKNOW
2020-01-05,2020-02-17,Anomaly,Normal,Normal,1.3886113886113889,NO,NO,UTTAR PRADESH,BASTI
2020-01-05,2020-02-17,Anomaly,Normal,Anomaly,1.4814814814814814,NO,NO,UTTAR PRADESH,LAKHIMPUR
2020-01-19,2020-03-02,Anomaly,Anomaly,Normal,1.142041399000714,NO,NO,WEST BENGAL,ISLAMPUR
2020-01-19,2020-03-02,Anomaly,Anomaly,Anomaly,2.286198137171888,NO,NO,WEST BENGAL,DURGAPUR
2020-01-19,2020-03-02,Anomaly,Anomaly,Normal,1.9212295869356388,NO,NO,WEST BENGAL,SHEORAPHULY
2020-01-19,2020-03-02,Anomaly,Anomaly,Normal,1.6869275603588676,NO,NO,WEST BENGAL,KALYANI
2020-01-19,2020-03-02,Anomaly,Anomaly,Normal,1.53102336825141,NO,NO,WEST BENGAL,KATWA
2020-01-19,2020-03-02,Normal,Anomaly,Normal,1.7226528854435832,NO,NO,WEST BENGAL,ULUBERIA
2020-01-26,2020-03-09,Anomaly,Normal,Normal,1.784675072744908,NO,NO,WEST BENGAL,BISHNUPUR(BANKURA)
2020-02-02,2020-03-16,Anomaly,Normal,Anomaly,1.3144058885383807,,,PUNJAB,SANGRUR
2020-02-09,2020-03-23,Normal,Anomaly,Normal,1.7418032786885247,NO,NO,UTTAR PRADESH,FAIZABAD
2020-02-16,2020-03-30,Anomaly,Normal,Anomaly,1.2484394506866416,NO,NO,PUNJAB,ZIRA
2020-02-23,2020-04-06,Normal,Anomaly,Normal,1.4983351831298557,NO,NO,PUNJAB,BARNALA
2020-02-23,2020-04-06,Normal,Anomaly,Normal,1.997780244173141,NO,NO,PUNJAB,MALERKOTLA
2020-02-23,2020-04-06,Anomaly,Normal,Anomaly,3.821295573103785,NO,NO,PUNJAB,AJNALA
2020-02-23,2020-04-06,Normal,Anomaly,Normal,1.5349682107175295,NO,NO,UTTAR PRADESH,LAKHIMPUR
2020-02-23,2020-04-06,Normal,Anomaly,Normal,1.5731292517006803,NO,NO,UTTAR PRADESH,LUCKNOW
2020-03-01,2020-04-13,Normal,Anomaly,Normal,1.2241666934290725,NO,NO,NCT OF DELHI,AZADPUR
2020-03-01,2020-04-13,Normal,Anomaly,Normal,1.5263644773358005,NO,NO,UTTAR PRADESH,BASTI
2020-03-08,2020-04-20,Normal,Anomaly,Normal,1.4504431909750202,NO,NO,WEST BENGAL,KATWA
2020-03-08,2020-04-20,Normal,Anomaly,Normal,1.4817700263879667,NO,NO,WEST BENGAL,KALYANI
2020-03-08,2020-04-20,Normal,Anomaly,Normal,1.2789768185451638,NO,NO,WEST BENGAL,ISLAMPUR
2020-03-08,2020-04-20,Normal,Anomaly,Normal,1.398834304746045,NO,NO,WEST BENGAL,DURGAPUR
2020-03-08,2020-04-20,Normal,Anomaly,Normal,1.6348773841961852,NO,NO,WEST BENGAL,SHEORAPHULY
2020-03-08,2020-04-20,Normal,Anomaly,Normal,1.522601110229976,NO,NO,WEST BENGAL,ULUBERIA
2020-03-29,2020-05-11,Normal,Anomaly,Normal,1.096067053513862,NO,NO,UTTAR PRADESH,FAIZABAD
2020-04-12,2020-05-25,Normal,Normal,Anomaly,2.312514377928125,NO,NO,PUNJAB,AJNALA
2020-04-19,2020-06-01,Anomaly,Normal,Anomaly,1.7758046614872365,NO,NO,PUNJAB,ZIRA
2020-04-19,2020-06-01,Normal,Anomaly,Normal,1.1259947561283423,NO,NO,UTTAR PRADESH,BASTI
2020-04-19,2020-06-01,Normal,Anomaly,Normal,1.518784972022382,NO,NO,PUNJAB,MALERKOTLA
2020-04-26,2020-06-08,Normal,Anomaly,Normal,1.222810111699001,NO,NO,WEST BENGAL,KATWA
2020-04-26,2020-06-08,Normal,Anomaly,Normal,1.1554092830659457,NO,NO,WEST BENGAL,KALYANI
2020-04-26,2020-06-08,Normal,Anomaly,Normal,1.2281757977122216,NO,NO,WEST BENGAL,SHEORAPHULY
2020-04-26,2020-06-08,Normal,Anomaly,Normal,1.1757789535567311,NO,NO,WEST BENGAL,DURGAPUR
2020-04-26,2020-06-08,Normal,Anomaly,Normal,1.2719563900666262,NO,NO,WEST BENGAL,ISLAMPUR
2020-04-26,2020-06-08,Normal,Anomaly,Normal,1.1811470755252698,NO,NO,WEST BENGAL,ULUBERIA
2020-05-17,2020-06-29,Normal,Anomaly,Normal,1.2757263562663914,NO,NO,UTTAR PRADESH,LUCKNOW
2020-05-17,2020-06-29,Normal,Anomaly,Normal,1.2572533849129597,NO,NO,UTTAR PRADESH,FAIZABAD
2020-05-17,2020-06-29,Normal,Anomaly,Normal,1.3639432815665091,NO,NO,WEST BENGAL,BISHNUPUR(BANKURA)
2020-05-24,2020-07-06,Normal,Normal,Anomaly,2.5677603423680457,,,PUNJAB,SANGRUR
2020-05-24,2020-07-06,Normal,Normal,Anomaly,1.8867924528301887,NO,NO,PUNJAB,BARNALA
2020-05-31,2020-07-13,Normal,Normal,Anomaly,1.114879609905073,NO,NO,NCT OF DELHI,AZADPUR
2020-05-31,2020-07-13,Anomaly,Normal,Anomaly,1.8801410106172185,NO,NO,PUNJAB,AJNALA
2020-06-07,2020-07-20,Normal,Anomaly,Normal,1.4146658014276443,NO,NO,UTTAR PRADESH,LAKHIMPUR
2020-06-07,2020-07-20,Anomaly,Normal,Anomaly,1.5984015984015985,NO,NO,PUNJAB,ZIRA
2020-06-07,2020-07-20,Normal,Anomaly,Normal,1.2492192379762648,NO,NO,UTTAR PRADESH,BASTI
2020-06-14,2020-07-27,Normal,Anomaly,Normal,1.2738853503184713,NO,NO,WEST BENGAL,KATWA
2020-06-14,2020-07-27,Normal,Anomaly,Normal,1.2676743052169672,NO,NO,WEST BENGAL,ISLAMPUR
2020-06-14,2020-07-27,Normal,Anomaly,Normal,1.2993503248375813,NO,NO,WEST BENGAL,DURGAPUR
2020-06-14,2020-07-27,Normal,Anomaly,Normal,1.2172191984166254,NO,NO,WEST BENGAL,SHEORAPHULY
2020-06-14,2020-07-27,Normal,Anomaly,Normal,1.2184673964778676,NO,NO,WEST BENGAL,ULUBERIA
2020-06-14,2020-07-27,Normal,Anomaly,Normal,1.22771366598153,NO,NO,WEST BENGAL,KALYANI
2020-06-21,2020-08-03,Normal,Normal,Anomaly,1.2188544419270673,NO,NO,PUNJAB,MALERKOTLA
2020-07-05,2020-08-17,Normal,Anomaly,Normal,1.2014134275618376,NO,NO,WEST BENGAL,BISHNUPUR(BANKURA)
2020-07-05,2020-08-17,Normal,Anomaly,Normal,1.2289648138704743,NO,NO,UTTAR PRADESH,LUCKNOW
2020-07-05,2020-08-17,Normal,Anomaly,Normal,1.2993503248375813,NO,NO,UTTAR PRADESH,FAIZABAD
2020-07-12,2020-08-24,Normal,Normal,Anomaly,1.2325116588940703,NO,NO,PUNJAB,BARNALA
2020-07-12,2020-08-24,Normal,Normal,Anomaly,1.3990672884743505,,,PUNJAB,SANGRUR
2020-07-19,2020-08-31,Anomaly,Normal,Anomaly,1.3561741613133476,NO,NO,PUNJAB,AJNALA
2020-07-19,2020-08-31,Normal,Anomaly,Normal,2.189365936878021,NO,NO,NCT OF DELHI,AZADPUR
2020-07-26,2020-09-07,Normal,Anomaly,Normal,1.130932074061345,NO,NO,UTTAR PRADESH,LAKHIMPUR
2020-07-26,2020-09-07,Anomaly,Normal,Anomaly,1.4951887490799665,NO,NO,PUNJAB,ZIRA
2020-07-26,2020-09-07,Normal,Anomaly,Normal,1.163852122318576,NO,NO,UTTAR PRADESH,BASTI
2020-08-02,2020-09-14,Normal,Anomaly,Normal,1.2168622338113864,NO,NO,WEST BENGAL,DURGAPUR
2020-08-02,2020-09-14,Normal,Anomaly,Normal,1.2126177795985251,NO,NO,WEST BENGAL,KALYANI
2020-08-02,2020-09-14,Normal,Anomaly,Normal,1.2244897959183674,NO,NO,WEST BENGAL,SHEORAPHULY
2020-08-02,2020-09-14,Normal,Anomaly,Normal,1.0811913504691963,NO,NO,WEST BENGAL,ISLAMPUR
2020-08-02,2020-09-14,Normal,Anomaly,Normal,1.2342459800086918,NO,NO,WEST BENGAL,KATWA
2020-08-02,2020-09-14,Normal,Anomaly,Normal,1.2366834398601478,NO,NO,WEST BENGAL,ULUBERIA
2020-08-09,2020-09-21,Anomaly,Anomaly,Normal,1.2215435868961688,NO,NO,PUNJAB,MALERKOTLA
2020-08-23,2020-10-05,Normal,Anomaly,Normal,1.1986997155627794,NO,NO,UTTAR PRADESH,FAIZABAD
2020-08-23,2020-10-05,Normal,Anomaly,Normal,1.099560175929628,NO,NO,UTTAR PRADESH,LUCKNOW
2020-08-23,2020-10-05,Normal,Anomaly,Normal,1.150146382266834,NO,NO,WEST BENGAL,BISHNUPUR(BANKURA)
2020-08-30,2020-10-12,Normal,Anomaly,Anomaly,1.665556295802798,,,PUNJAB,SANGRUR
2020-08-30,2020-10-12,Normal,Anomaly,Anomaly,1.5900949010755827,NO,NO,PUNJAB,BARNALA
2020-09-06,2020-10-19,Normal,Anomaly,Normal,1.4992503748125936,NO,NO,PUNJAB,AJNALA
2020-09-06,2020-10-19,Normal,Anomaly,Normal,2.0435362061306086,NO,NO,NCT OF DELHI,AZADPUR
2020-09-13,2020-10-26,Normal,Anomaly,Normal,1.204335608189482,NO,NO,UTTAR PRADESH,LAKHIMPUR
2020-09-13,2020-10-26,Normal,Anomaly,Normal,1.245607184693479,NO,NO,UTTAR PRADESH,BASTI
2020-09-13,2020-10-26,Normal,Anomaly,Anomaly,1.5546918378678511,NO,NO,PUNJAB,ZIRA
2020-09-20,2020-11-02,Normal,Anomaly,Normal,1.2795236471831697,NO,NO,WEST BENGAL,KATWA
2020-09-20,2020-11-02,Normal,Anomaly,Normal,1.2068338785896038,NO,NO,WEST BENGAL,KALYANI
2020-09-20,2020-11-02,Normal,Anomaly,Normal,1.2348401323043,NO,NO,WEST BENGAL,SHEORAPHULY
2020-09-20,2020-11-02,Normal,Anomaly,Normal,1.2653764062884445,NO,NO,WEST BENGAL,ISLAMPUR
2020-09-20,2020-11-02,Normal,Anomaly,Normal,1.231437884824339,NO,NO,WEST BENGAL,ULUBERIA
2020-09-20,2020-11-02,Normal,Anomaly,Normal,1.3030201129855052,NO,NO,WEST BENGAL,DURGAPUR
2020-09-27,2020-11-09,Anomaly,Anomaly,Anomaly,1.3921113689214386,NO,NO,PUNJAB,MALERKOTLA
