STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2020-09-20,2020-11-02,Normal,Normal,Normal,,GUJARAT,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA)
2020-09-20,2020-11-02,Normal,Normal,Normal,,GUJARAT,BHARUCH
2020-09-20,2020-11-02,Normal,Normal,Normal,,GUJARAT,VADHVAN
2020-09-20,2020-11-02,Normal,Normal,Normal,,HIMACHAL PRADESH,KULLU
2020-09-20,2020-11-02,Normal,Normal,Normal,,MADHYA PRADESH,SANWER
2020-09-20,2020-11-02,Normal,Normal,Normal,,NCT OF DELHI,AZADPUR
2020-09-20,2020-11-02,Normal,Normal,Normal,,PUNJAB,AJNALA
2020-09-20,2020-11-02,Normal,Normal,Normal,,PUNJAB,BARNALA
2020-09-20,2020-11-02,Normal,Normal,Normal,,PUNJAB,MALERKOTLA
2020-09-20,2020-11-02,Normal,Normal,Normal,,PUNJAB,SANGRUR
2020-09-20,2020-11-02,Normal,Normal,Normal,,PUNJAB,ZIRA
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,BARABANKI
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,BASTI
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,FAIZABAD
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,FIROZABAD
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,JALAUN
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,LAKHIMPUR
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,LUCKNOW
2020-09-20,2020-11-02,Normal,Normal,Normal,,WEST BENGAL,BISHNUPUR(BANKURA)
2020-09-20,2020-11-02,Normal,Normal,Normal,,WEST BENGAL,DURGAPUR
2020-09-20,2020-11-02,Normal,Normal,Normal,,WEST BENGAL,ISLAMPUR
2020-09-20,2020-11-02,Normal,Normal,Normal,,WEST BENGAL,KALYANI
2020-09-20,2020-11-02,Normal,Normal,Normal,,WEST BENGAL,KATWA
2020-09-20,2020-11-02,Normal,Normal,Normal,,WEST BENGAL,SHEORAPHULY
2020-09-20,2020-11-02,Normal,Normal,Normal,,WEST BENGAL,ULUBERIA
