STARTDATE,ENDDATE,MEAN,STD,VALUE,lastYear
2017-01-01,2017-02-13,119.88930027317862,135.59300716948826,215.23689515303403,Normal
2017-01-08,2017-02-20,112.91096737373549,128.68254778919396,204.85205919743458,Normal
2017-01-15,2017-02-27,109.80963999265755,126.01468835527302,212.97189390872782,Normal
2017-01-22,2017-03-06,108.49499134223869,134.7817846813906,273.4207575450915,Anomaly
2017-01-29,2017-03-13,96.30468004165552,105.12926485345606,269.1605885935476,Anomaly
2017-02-05,2017-03-20,92.07052592887676,101.87101326908547,258.74658371827917,Anomaly
2017-02-12,2017-03-27,88.93661891931183,98.40281158402503,252.237861738262,Anomaly
2017-02-19,2017-04-03,89.44809858636445,96.42054226028326,287.31332617318776,Anomaly
2017-02-26,2017-04-10,87.01020064906089,92.99287837066585,265.24514435500595,Anomaly
2017-03-05,2017-04-17,80.05632226438208,74.25345922120377,189.6087807186423,Anomaly
2017-03-12,2017-04-24,79.37914143402635,73.29497280741633,185.98073199621652,Anomaly
2017-03-19,2017-05-01,79.35512471129125,74.84213960574593,194.81611570214127,Anomaly
2017-03-26,2017-05-08,78.30034280029656,76.57258111782164,202.3729338839594,Anomaly
2017-04-02,2017-05-15,76.30585354490375,76.9518186780174,205.3729338839594,Anomaly
2017-04-09,2017-05-22,74.31928598119099,76.86596639277762,210.07747933850487,Anomaly
2017-04-16,2017-05-29,72.42379958448997,76.82199103154458,217.00929752032306,Anomaly
2017-04-23,2017-06-05,69.87057532610169,76.63712155475012,220.89566115668669,Anomaly
2017-04-30,2017-06-12,67.95123336507483,74.99882425482639,225.10227272727272,Anomaly
2017-05-07,2017-06-19,64.73426629922885,71.06534618452608,227.20454545454547,Anomaly
2017-05-14,2017-06-26,61.85039241443831,67.19036906944268,224.13636363636363,Anomaly
2017-05-21,2017-07-03,57.7540882006781,62.18027095665366,216.27272727272728,Anomaly
2017-05-28,2017-07-10,53.8181704977331,57.306159956013246,203.77272727272728,Anomaly
2017-06-04,2017-07-17,50.134066830426896,51.41782073492538,187.21969696912882,Anomaly
2017-06-11,2017-07-24,47.074868140363606,46.16821013439117,174.6969696964015,Anomaly
2017-06-18,2017-07-31,45.304016570480236,42.7381998917294,164.9469696964015,Anomaly
2017-06-25,2017-08-07,43.85225294056705,40.48608324307199,158.76515151458332,Anomaly
2017-07-02,2017-08-14,42.71669677945059,39.36655540242263,155.78210673572897,Anomaly
2017-07-09,2017-08-21,41.66378378431655,38.49865171410844,152.8848004007746,Anomaly
2017-07-16,2017-08-28,41.827841772821024,38.20540867661406,152.90373979528215,Anomaly
2017-07-23,2017-09-04,42.30756384667421,38.18752885164147,153.40373979528215,Anomaly
2017-07-30,2017-09-11,43.22427515623824,38.53215569381815,154.90373979528215,Anomaly
2017-08-06,2017-09-18,44.247518581110405,38.92541674723809,154.92251449879112,Anomaly
2017-08-13,2017-09-25,45.50800459928188,39.201470980534495,155.89978722606386,Anomaly
2017-08-20,2017-10-02,48.13693166884097,39.93591104908769,158.34832015784988,Anomaly
2017-08-27,2017-10-09,50.12364384875991,40.90065357640812,161.35679779077995,Anomaly
2017-09-03,2017-10-16,51.775516702374496,42.67189741773002,164.47043415441632,Anomaly
2017-09-10,2017-10-23,54.61068636504489,43.28584533256967,161.41464374130467,Anomaly
2017-09-17,2017-10-30,57.19707687558109,43.85500602371251,160.63055283178764,Anomaly
2017-09-24,2017-11-06,59.51306750574741,45.06288455404294,161.58905085555136,Anomaly
2017-10-01,2017-11-13,62.18260117394278,45.144433251387305,158.10041449191502,Anomaly
2017-10-08,2017-11-20,63.73422502437873,45.36886375535167,155.57768721939226,Anomaly
2017-10-15,2017-11-27,67.20890326717698,44.83885353700549,150.26239140464403,Anomaly
2017-10-22,2017-12-04,71.11370973039246,49.282745738929265,144.2954545450284,Anomaly
2017-10-29,2017-12-11,76.52503658766537,57.28081037574955,151.52272727230113,Anomaly
2017-11-05,2017-12-18,85.35531405813008,65.6268175832441,160.4431818181818,Anomaly
2017-11-12,2017-12-25,96.75241070014168,78.54090322158646,171.20454545454547,Normal
2017-11-19,2018-01-01,110.4335940663866,94.45944873808581,198.36363636363637,Normal
2017-11-26,2018-01-08,121.57980035850514,108.97139549675552,234.79545454545453,Anomaly
2017-12-03,2018-01-15,130.65599279579394,120.79055746774834,278.3181818181818,Anomaly
2017-12-10,2018-01-22,138.86391972276346,130.00716311191218,320.6363636363636,Anomaly
2017-12-17,2018-01-29,149.3196778528347,159.96419413056813,362.0,Anomaly
2017-12-24,2018-02-05,148.98788181780012,162.10094715659167,402.6818181818182,Anomaly
2017-12-31,2018-02-12,145.61220235898207,162.4198466225017,435.40909090909093,Anomaly
2018-01-07,2018-02-19,139.86422416782992,162.57595140993757,462.5,Anomaly
2018-01-14,2018-02-26,139.87918260770937,167.45192757286617,492.95454545454544,Anomaly
2018-01-21,2018-03-05,139.38995799932732,179.16685991177928,499.5092068857497,Anomaly
2018-01-28,2018-03-12,126.89834310902965,151.88447932013804,490.19102506756786,Anomaly
2018-02-04,2018-03-19,121.88366590210921,147.23327735207494,472.23647961302237,Anomaly
2018-02-11,2018-03-26,117.86952807134348,143.66378823148787,460.7592068857497,Anomaly
2018-02-18,2018-04-02,116.12288247160235,136.31181248746256,433.94102506756786,Anomaly
2018-02-25,2018-04-09,110.71906064182136,126.16915704196528,390.53193415847693,Anomaly
2018-03-04,2018-04-16,102.44470324072516,105.70437071939615,369.90909090909093,Anomaly
2018-03-11,2018-04-23,100.47864953865792,101.7311171163865,352.59090909090907,Anomaly
2018-03-18,2018-04-30,99.14726076200517,99.36390607874195,334.79545454545456,Anomaly
2018-03-25,2018-05-07,96.60777403741831,97.11715396395265,313.09090909090907,Anomaly
2018-04-01,2018-05-14,92.8151879991711,93.23363666644005,286.5,Anomaly
2018-04-08,2018-05-21,89.48028400770691,90.84038834097011,268.54545454545456,Anomaly
2018-04-15,2018-05-28,86.2418784016541,88.09358828433052,248.1818181818182,Anomaly
2018-04-22,2018-06-04,81.97360113655054,84.70877344610103,223.1818181818182,Anomaly
2018-04-29,2018-06-11,78.90291965398772,81.4825419415917,205.12784090855823,Anomaly
2018-05-06,2018-06-18,75.20178542746335,77.00401657181388,189.0482954540128,Anomaly
2018-05-13,2018-06-25,71.25583773669332,72.23294497015539,175.8664772721946,Anomaly
2018-05-20,2018-07-02,66.17748702525195,66.25394544869549,159.27952075040713,Anomaly
2018-05-27,2018-07-09,61.34572268109664,61.006881992456265,145.34770256858894,Anomaly
2018-06-03,2018-07-16,57.01102760669226,55.049401235489945,133.3022480231344,Anomaly
2018-06-10,2018-07-23,53.22963065949918,49.37072619684314,121.87895256912162,Anomaly
2018-06-17,2018-07-30,50.38669909728385,44.971055316666224,108.14031620548526,Anomaly
2018-06-24,2018-08-06,48.53476518863088,42.47256510970812,102.57213438730345,Anomaly
2018-07-01,2018-08-13,48.13758481664943,42.82781980102382,111.66304347821254,Anomaly
2018-07-08,2018-08-20,47.87740235101248,43.47129447247684,120.54671717154356,Anomaly
2018-07-15,2018-08-27,48.440164449168805,44.50443253529989,129.7342171710109,Anomaly
2018-07-22,2018-09-03,49.94131010364204,46.172012719162126,141.70535609634686,Anomaly
2018-07-29,2018-09-10,51.72242306003639,48.0533097873161,154.75081064180142,Anomaly
2018-08-05,2018-09-17,53.60177288115022,50.003741366017195,167.9326288236196,Anomaly
2018-08-12,2018-09-24,54.66928092984728,49.84272554517739,167.3644470054378,Anomaly
