STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,LOW,HIGH
2016-01-01,2016-02-13,,,Normal,1.546134663341646,YES,NO
2016-01-08,2016-02-20,,,Normal,1.8703241895261848,NO,YES
2016-01-15,2016-02-27,,,Normal,1.8703241895261848,YES,NO
2016-01-22,2016-03-05,,,Normal,1.9576059850374063,NO,NO
2016-01-29,2016-03-12,,,Normal,2.057356608478803,NO,NO
2016-02-01,2016-03-15,Normal,,Normal,2.057356608478803,NO,NO
2016-02-08,2016-03-22,Normal,,Normal,2.057356608478803,NO,NO
2016-02-15,2016-03-29,Normal,,Normal,1.5684410646387832,NO,NO
2016-02-22,2016-04-05,Normal,,Normal,1.220414201183432,YES,NO
2016-02-29,2016-04-12,Normal,,Normal,1.3774104683195592,NO,NO
2016-03-07,2016-04-19,Normal,,Normal,1.3208762886597938,NO,NO
2016-03-14,2016-04-26,Normal,,Normal,1.3530927835051547,NO,NO
2016-03-21,2016-05-03,Normal,,Normal,1.310861423220974,NO,NO
2016-03-28,2016-05-10,Normal,,Normal,1.373283395755306,NO,NO
2016-04-04,2016-05-17,Normal,,Normal,1.452784503631961,NO,NO
2016-04-11,2016-05-24,Normal,,Normal,1.3318534961154274,NO,NO
2016-04-18,2016-05-31,Normal,,Normal,1.2237762237762235,NO,NO
2016-04-25,2016-06-07,Normal,,Normal,1.2487512487512489,NO,NO
2016-05-02,2016-06-14,Normal,,Normal,1.2487992315081653,NO,NO
2016-05-09,2016-06-21,Normal,,Normal,1.2604070305272896,NO,NO
2016-05-16,2016-06-28,Normal,,Normal,1.1904761904761905,NO,NO
2016-05-23,2016-07-05,Normal,,Normal,1.215986394557823,NO,NO
2016-05-30,2016-07-12,Normal,,Normal,1.2489592006661117,NO,NO
2016-06-06,2016-07-19,Normal,,Normal,1.2846655791190864,NO,NO
2016-06-13,2016-07-26,Normal,,Normal,1.2682551883166795,NO,NO
2016-06-20,2016-08-02,Normal,,Normal,1.2768319763138416,NO,NO
2016-06-27,2016-08-09,Normal,,Normal,1.2718023255813953,NO,NO
2016-07-04,2016-08-16,Normal,,Normal,1.2272089761570828,NO,NO
2016-07-11,2016-08-23,Normal,,Normal,1.1856368563685638,NO,NO
2016-07-18,2016-08-30,Normal,,Normal,1.252079808214773,NO,NO
2016-07-25,2016-09-06,Normal,,Normal,1.3292461065526286,NO,NO
2016-08-01,2016-09-13,Normal,,Normal,1.345119139123751,NO,NO
2016-08-08,2016-09-20,Anomaly,,Normal,1.3331777593500018,NO,NO
2016-08-15,2016-09-27,Anomaly,,Normal,1.2708113112212835,NO,NO
