STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2020-09-20,2020-11-02,Normal,Normal,Normal,,KARNATAKA,CHICKKABALLAPURA
2020-09-20,2020-11-02,Normal,Normal,Normal,,KARNATAKA,CHINTAMANI
2020-09-20,2020-11-02,Normal,Normal,Normal,,KARNATAKA,MULABAGILU
2020-09-20,2020-11-02,Normal,Normal,Normal,,KARNATAKA,MYSORE (BANDIPALYA)
2020-09-20,2020-11-02,Normal,Normal,Normal,,KARNATAKA,SRINIVASAPUR
2020-09-20,2020-11-02,Normal,Normal,Normal,,MAHARASHTRA,PUNE
2020-09-20,2020-11-02,Normal,Normal,Normal,,NCT OF DELHI,AZADPUR
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,AURAIYA
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,BARABANKI
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,FAIZABAD
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,GONDA
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,KANNAUJ
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,KANPUR(GRAIN)
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,LUCKNOW
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,PUKHRAYAN
