STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO
2016-01-01,2016-02-13,,,Normal,1.5391156462585034
2016-01-08,2016-02-20,,,Normal,1.2407289304470486
2016-01-15,2016-02-27,,,Normal,1.2310437109723462
2016-01-22,2016-03-05,,,Normal,1.2241224122412242
2016-01-29,2016-03-12,,,Normal,1.252302025782689
2016-02-01,2016-03-15,Normal,,Normal,1.2580943570767809
2016-02-08,2016-03-22,Normal,,Normal,1.223155929038282
2016-02-15,2016-03-29,Normal,,Normal,1.234684260131951
2016-02-22,2016-04-05,Normal,,Normal,1.2252591894439209
2016-02-29,2016-04-12,Normal,,Normal,1.0658184102811812
2016-03-07,2016-04-19,Normal,,Normal,1.0508953817153628
2016-03-14,2016-04-26,Normal,,Normal,1.0603204524033931
2016-03-21,2016-05-03,Normal,,Normal,1.0838831291234683
2016-03-28,2016-05-10,Normal,,Normal,1.172607879924953
2016-04-04,2016-05-17,Normal,,Normal,1.1671335200746966
2016-04-11,2016-05-24,Normal,,Normal,1.2950971322849214
2016-04-18,2016-05-31,Normal,,Normal,1.2832263978001832
2016-04-25,2016-06-07,Normal,,Normal,1.2715712988192551
2016-05-02,2016-06-14,Normal,,Normal,1.3146362839614374
2016-05-09,2016-06-21,Normal,,Normal,1.4986967854039963
2016-05-16,2016-06-28,Normal,,Normal,2.953953084274544
2016-05-23,2016-07-05,Normal,,Normal,2.9548989113530326
2016-05-30,2016-07-12,Normal,,Anomaly,3.005443234836703
2016-06-06,2016-07-19,Normal,,Normal,3.010368419834505
2016-06-13,2016-07-26,Normal,,Normal,2.9823212913143737
2016-06-20,2016-08-02,Normal,,Normal,2.254503195816386
2016-06-27,2016-08-09,Normal,,Normal,1.9390304847576207
2016-07-04,2016-08-16,Normal,,Normal,2.15435868961688
2016-07-11,2016-08-23,Normal,,Normal,2.15435868961688
2016-07-18,2016-08-30,Normal,,Normal,2.109938922820655
2016-07-25,2016-09-06,Normal,,Normal,1.9663502764901668
2016-08-01,2016-09-13,Normal,,Normal,1.82441253481816
2016-08-08,2016-09-20,Normal,,Normal,1.279707495429616
2016-08-15,2016-09-27,Normal,,Normal,1.1882998171846435
2016-08-22,2016-10-04,Normal,,Normal,2.3465703971119134
2016-08-29,2016-10-11,Normal,,Normal,2.3465703971119134
2016-09-05,2016-10-18,Normal,,Normal,2.3465703971119134
2016-09-12,2016-10-25,Normal,,Normal,2.166064981949458
2016-09-19,2016-11-01,Normal,,Normal,2.166064981949458
2016-09-26,2016-11-08,Normal,,Normal,2.166064981949458
2016-10-03,2016-11-15,Normal,,Normal,1.997780244173141
2016-10-10,2016-11-22,Normal,,Normal,2.247191011235955
2016-10-17,2016-11-29,Normal,,Normal,2.247191011235955
2016-10-24,2016-12-06,Normal,,Normal,1.7478152309612984
2016-10-31,2016-12-13,Normal,,Normal,2.329450915141431
2016-11-07,2016-12-20,Normal,,Normal,2.415578013412398
2016-11-14,2016-12-27,Normal,,Normal,2.9106029106029108
