STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2020-09-20,2020-11-02,Normal,Normal,Normal,1.6633366633366633,KARNATAKA,MULABAGILU
2020-09-20,2020-11-02,Normal,Normal,Normal,1.6239850093691444,KARNATAKA,MYSORE (BANDIPALYA)
2020-09-20,2020-11-02,Normal,Normal,Normal,1.3387290167865706,KARNATAKA,SRINIVASAPUR
2020-09-20,2020-11-02,Normal,Normal,Normal,1.2494320763289417,MAHARASHTRA,PUNE
2020-09-20,2020-11-02,Normal,Normal,Normal,1.2138521956444126,UTTAR PRADESH,FAIZABAD
2020-09-20,2020-11-02,Normal,Normal,Normal,1.1383784236254058,NCT OF DELHI,AZADPUR
2020-09-20,2020-11-02,Normal,Normal,Normal,1.0747313171707074,UTTAR PRADESH,PUKHRAYAN
2020-09-20,2020-11-02,Normal,Normal,Normal,1.0659560293137909,KARNATAKA,CHICKKABALLAPURA
2020-09-20,2020-11-02,Normal,Normal,Normal,1.0341717991528974,UTTAR PRADESH,BARABANKI
2020-09-20,2020-11-02,Normal,Normal,Normal,1.028687337003767,UTTAR PRADESH,AURAIYA
2020-09-20,2020-11-02,Normal,Normal,Normal,1.0253781081773905,UTTAR PRADESH,LUCKNOW
2020-09-20,2020-11-02,Normal,Normal,Normal,1.0137989298789074,UTTAR PRADESH,KANNAUJ
2020-09-20,2020-11-02,Normal,Normal,Normal,1.0124019235693489,UTTAR PRADESH,KANPUR(GRAIN)
2020-09-20,2020-11-02,Normal,Normal,Normal,0.9997183891861448,UTTAR PRADESH,GONDA
2020-09-20,2020-11-02,Normal,Normal,Normal,,KARNATAKA,CHINTAMANI
