STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO
2016-01-01,2016-02-13,,,Normal,15.227851984804913
2016-01-08,2016-02-20,,,Anomaly,13.214251722424176
2016-01-15,2016-02-27,,,Anomaly,10.571401377939342
2016-01-22,2016-03-05,,,Anomaly,4.530600590545432
2016-01-29,2016-03-12,,,Anomaly,3.0204003936969546
2016-02-01,2016-03-15,Anomaly,,Normal,2.7685077108164764
2016-02-08,2016-03-22,Anomaly,,Normal,2.112301047429697
2016-02-15,2016-03-29,Anomaly,,Normal,2.7158156324096105
2016-02-22,2016-04-05,Anomaly,,Normal,2.7158156324096105
2016-02-29,2016-04-12,Anomaly,,Normal,4.067104964823479
2016-03-07,2016-04-19,Normal,,Normal,4.488778054862843
2016-03-14,2016-04-26,Normal,,Normal,4.836759371472588
2016-03-21,2016-05-03,Normal,,Normal,6.771463120061623
2016-03-28,2016-05-10,Normal,,Normal,5.688622754491018
2016-04-04,2016-05-17,Anomaly,,Normal,6.419400855920114
2016-04-11,2016-05-24,Anomaly,,Normal,4.994450610432852
2016-04-18,2016-05-31,Anomaly,,Normal,4.359673024523161
2016-04-25,2016-06-07,Anomaly,,Normal,3.220433092726263
2016-05-02,2016-06-14,Anomaly,,Normal,2.191297777229558
2016-05-09,2016-06-21,Anomaly,,Normal,2.230575405861278
2016-05-16,2016-06-28,Anomaly,,Normal,2.3990403838464616
2016-05-23,2016-07-05,Anomaly,,Normal,2.998500749625187
2016-05-30,2016-07-12,Normal,,Normal,2.998500749625187
2016-06-06,2016-07-19,Normal,,Normal,3.3731026298128937
2016-06-13,2016-07-26,Normal,,Normal,3.9973351099267154
2016-06-20,2016-08-02,Normal,,Normal,4.993757802746567
2016-06-27,2016-08-09,Anomaly,,Normal,6.986027944111776
2016-07-04,2016-08-16,Anomaly,,Normal,8.547008547008547
2016-07-11,2016-08-23,Anomaly,,Anomaly,10.676156583629894
2016-07-18,2016-08-30,Anomaly,,Normal,10.676156583629894
2016-07-25,2016-09-06,Anomaly,,Normal,6.405693950177936
2016-08-01,2016-09-13,Anomaly,,Normal,4.6263345195729535
2016-08-08,2016-09-20,Anomaly,,Normal,4.6263345195729535
2016-08-15,2016-09-27,Anomaly,,Normal,4.6263345195729535
2016-08-22,2016-10-04,Normal,,Normal,3.988603988603989
2016-08-29,2016-10-11,Normal,,Normal,3.988603988603989
2016-09-05,2016-10-18,Normal,,Normal,3.491271820448878
2016-09-12,2016-10-25,Normal,,Normal,3.491271820448878
2016-09-19,2016-11-01,Normal,,Normal,4.98220640569395
2016-09-26,2016-11-08,Normal,,Normal,5.577689243027889
2016-10-03,2016-11-15,Normal,,Normal,7.734806629834254
2016-10-10,2016-11-22,Anomaly,,Normal,6.629834254143646
