STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO
2016-01-01,2016-02-13,,,Normal,2.1255020080321283
2016-01-08,2016-02-20,,,Normal,1.6707194596230228
2016-01-15,2016-02-27,,,Normal,2.200056318117446
2016-01-22,2016-03-05,,,Normal,2.200056318117446
2016-01-29,2016-03-12,,,Normal,2.570974903981875
2016-02-01,2016-03-15,Normal,,Normal,2.6505506649698103
2016-02-08,2016-03-22,Normal,,Normal,2.1687170474516697
2016-02-15,2016-03-29,Normal,,Normal,2.1687170474516697
2016-02-22,2016-04-05,Normal,,Normal,2.1687170474516697
2016-02-29,2016-04-12,Normal,,Normal,2.1687170474516697
2016-03-07,2016-04-19,Normal,,Normal,1.8312829525483303
2016-03-14,2016-04-26,Normal,,Normal,2.440389294403893
2016-03-21,2016-05-03,Normal,,Normal,2.440389294403893
2016-03-28,2016-05-10,Normal,,Normal,2.440389294403893
2016-04-04,2016-05-17,Normal,,Anomaly,2.347931873479318
2016-04-11,2016-05-24,Normal,,Anomaly,2.506082725060827
2016-04-18,2016-05-31,Normal,,Anomaly,2.506082725060827
2016-04-25,2016-06-07,Normal,,Anomaly,2.506082725060827
2016-05-02,2016-06-14,Normal,,Anomaly,4.184165232358003
2016-05-09,2016-06-21,Anomaly,,Anomaly,5.351118760757315
2016-05-16,2016-06-28,Normal,,Normal,5.351118760757315
2016-05-23,2016-07-05,Normal,,Normal,6.323580034423408
2016-05-30,2016-07-12,Normal,,Normal,5.850318471337579
2016-06-06,2016-07-19,Normal,,Normal,4.563975155279503
2016-06-13,2016-07-26,Normal,,Normal,1.6490125673249552
2016-06-20,2016-08-02,Normal,,Normal,2.201318154583583
2016-06-27,2016-08-09,Normal,,Normal,2.484110885733604
2016-07-04,2016-08-16,Normal,,Normal,2.9135606661379856
2016-07-11,2016-08-23,Normal,,Normal,3.1412133891213387
2016-07-18,2016-08-30,Normal,,Normal,3.215203426124197
2016-07-25,2016-09-06,Normal,,Normal,2.574946466809422
2016-08-01,2016-09-13,Normal,,Normal,2.574946466809422
2016-08-08,2016-09-20,Normal,,Normal,2.3811563169164884
2016-08-15,2016-09-27,Normal,,Normal,2.3811563169164884
2016-08-22,2016-10-04,Normal,,Normal,2.3811563169164884
2016-08-29,2016-10-11,Normal,,Normal,2.3361344537815127
2016-09-05,2016-10-18,Normal,,Normal,1.7692919649960224
2016-09-12,2016-10-25,Normal,,Normal,1.7783251231527093
2016-09-19,2016-11-01,Normal,,Normal,2.074712643678161
2016-09-26,2016-11-08,Normal,,Normal,2.238095238095238
2016-10-03,2016-11-15,Normal,,Normal,2.522727272727273
2016-10-10,2016-11-22,Normal,,Normal,2.2409090909090907
2016-10-17,2016-11-29,Normal,,Normal,2.1560606060606062
2016-10-24,2016-12-06,Normal,,Normal,1.6323296354992076
2016-10-31,2016-12-13,Normal,,Normal,1.996124031007752
2016-11-07,2016-12-20,Normal,,Normal,1.875968992248062
2016-11-14,2016-12-27,Normal,,Normal,1.875968992248062
2016-11-21,2017-01-03,Normal,,Normal,1.7209302325581397
2016-11-28,2017-01-10,Normal,,Normal,1.891304347826087
2016-12-05,2017-01-17,Normal,,Normal,1.6457326891870938
2016-12-12,2017-01-24,Normal,,Normal,1.5942028985507246
2016-12-19,2017-01-31,Normal,,Normal,1.5951510225779224
2016-12-26,2017-02-07,Normal,,Normal,1.915458937198068
2017-01-01,2017-02-13,Normal,Normal,Normal,1.915458937198068
2017-01-08,2017-02-20,Normal,Normal,Normal,1.871920006450224
2017-01-15,2017-02-27,Normal,Normal,Normal,1.7429916542492545
2017-01-22,2017-03-06,Normal,Normal,Normal,1.7100175746924429
2017-01-29,2017-03-13,Normal,Normal,Normal,1.7100175746924429
2017-02-05,2017-03-20,Normal,Normal,Normal,1.5795454545454546
2017-02-12,2017-03-27,Normal,Normal,Normal,1.693181818181818
2017-02-19,2017-04-03,Normal,Normal,Normal,1.5707831325301205
2017-02-26,2017-04-10,Normal,Normal,Normal,1.3367010633671312
2017-03-05,2017-04-17,Normal,Normal,Normal,1.3828383963309057
2017-03-12,2017-04-24,Normal,Normal,Normal,1.7623318385650224
2017-03-19,2017-05-01,Normal,Normal,Normal,3.1951219512195124
2017-03-26,2017-05-08,Normal,Normal,Normal,3.1951219512195124
2017-04-02,2017-05-15,Normal,Normal,Normal,3.1951219512195124
2017-04-09,2017-05-22,Normal,Anomaly,Normal,3.6717866540149
2017-04-16,2017-05-29,Normal,Normal,Normal,3.6717866540149
2017-04-23,2017-06-05,Normal,Normal,Normal,2.693889275422297
2017-04-30,2017-06-12,Normal,Anomaly,Normal,3.14235176751572
2017-05-07,2017-06-19,Normal,Anomaly,Normal,5.294348864991798
2017-05-14,2017-06-26,Normal,Normal,Normal,5.453179330941551
2017-05-21,2017-07-03,Normal,Normal,Normal,8.3993287581664
2017-05-28,2017-07-10,Normal,Anomaly,Normal,5.432048164513087
2017-06-04,2017-07-17,Anomaly,Normal,Normal,5.473684210526316
2017-06-11,2017-07-24,Anomaly,Normal,Normal,6.768740031897926
2017-06-18,2017-07-31,Anomaly,Normal,Normal,3.447603574329813
2017-06-25,2017-08-07,Anomaly,Normal,Normal,2.4805714476237912
2017-07-02,2017-08-14,Anomaly,Normal,Normal,1.6566494158272982
2017-07-09,2017-08-21,Normal,Normal,Normal,1.5062339154992903
2017-07-16,2017-08-28,Normal,Normal,Normal,1.4705474705474706
2017-07-23,2017-09-04,Normal,Normal,Normal,1.727309727309727
2017-07-30,2017-09-11,Normal,Normal,Normal,2.469295410471881
2017-08-06,2017-09-18,Normal,Normal,Normal,2.469295410471881
2017-08-13,2017-09-25,Normal,Normal,Normal,2.600408441116406
2017-08-20,2017-10-02,Anomaly,Normal,Normal,2.680701754385965
2017-08-27,2017-10-09,Anomaly,Normal,Normal,2.443157894736842
2017-09-03,2017-10-16,Normal,Normal,Normal,1.9501754385964911
2017-09-10,2017-10-23,Normal,Normal,Normal,2.055438596491228
2017-09-17,2017-10-30,Normal,Normal,Normal,2.303859649122807
2017-09-24,2017-11-06,Normal,Normal,Normal,2.4229975828338577
2017-10-01,2017-11-13,Normal,Normal,Normal,2.4010001200077133
2017-10-08,2017-11-20,Normal,Anomaly,Normal,1.7697445184716796
2017-10-15,2017-11-27,Normal,Anomaly,Normal,1.7697445184716796
2017-10-22,2017-12-04,Normal,Anomaly,Normal,1.7697445184716796
2017-10-29,2017-12-11,Normal,Anomaly,Normal,1.8533395359840292
2017-11-05,2017-12-18,Normal,Anomaly,Normal,2.95108679960534
2017-11-12,2017-12-25,Normal,Anomaly,Normal,3.521172638436482
2017-11-19,2018-01-01,Anomaly,Normal,Normal,4.115482233502538
2017-11-26,2018-01-08,Anomaly,Normal,Normal,4.26149802890933
2017-12-03,2018-01-15,Anomaly,Normal,Normal,4.396718455140968
2017-12-10,2018-01-22,Anomaly,Normal,Normal,2.706433250864197
2017-12-17,2018-01-29,Anomaly,Normal,Normal,1.6727280434458154
2017-12-24,2018-02-05,Anomaly,Normal,Normal,1.3481237955633003
2017-12-31,2018-02-12,Normal,Normal,Normal,1.407176287051482
2018-01-07,2018-02-19,Normal,Normal,Normal,2.2
2018-01-14,2018-02-26,Normal,Normal,Normal,2.2
2018-01-21,2018-03-05,Normal,Normal,Normal,2.2
2018-01-28,2018-03-12,Normal,Normal,Normal,2.2
2018-02-04,2018-03-19,Normal,Normal,Normal,2.2
2018-02-11,2018-03-26,Normal,Normal,Normal,1.9316791608864965
2018-02-18,2018-04-02,Normal,Normal,Normal,1.2729763190929686
2018-02-25,2018-04-09,Normal,Normal,Normal,1.1888111888111887
2018-03-04,2018-04-16,Normal,Normal,Normal,1.2363636363636363
2018-03-11,2018-04-23,Normal,Normal,Normal,1.5160994637979333
2018-03-18,2018-04-30,Normal,Normal,Normal,1.92090395480226
2018-03-25,2018-05-07,Normal,Normal,Normal,2.2295081967213117
2018-04-01,2018-05-14,Normal,Normal,Normal,2.2295081967213117
2018-04-08,2018-05-21,Normal,Normal,Normal,2.3448275862068964
2018-04-15,2018-05-28,Normal,Normal,Normal,2.3125
2018-04-22,2018-06-04,Normal,Normal,Normal,1.957557241639248
2018-04-29,2018-06-11,Normal,Normal,Normal,1.7131679017929953
2018-05-06,2018-06-18,Normal,Anomaly,Anomaly,4.295317250283776
2018-05-13,2018-06-25,Normal,Anomaly,Anomaly,7.398717824045174
2018-05-20,2018-07-02,Normal,Anomaly,Anomaly,7.398717824045174
2018-05-27,2018-07-09,Normal,Normal,Normal,7.598795827174283
2018-06-03,2018-07-16,Normal,Normal,Normal,7.598795827174283
2018-06-10,2018-07-23,Normal,Normal,Normal,6.487078106831463
2018-06-17,2018-07-30,Normal,Normal,Normal,1.809363599176799
2018-06-24,2018-08-06,Normal,Anomaly,Normal,1.506611570247934
2018-07-01,2018-08-13,Normal,Anomaly,Normal,1.506611570247934
2018-07-08,2018-08-20,Normal,Normal,Normal,1.570198105081826
2018-07-15,2018-08-27,Normal,Normal,Normal,1.6131322094055014
2018-07-22,2018-09-03,Normal,Normal,Normal,1.7199621570482495
2018-07-29,2018-09-10,Normal,Normal,Normal,1.6480605487228004
2018-08-05,2018-09-17,Normal,Normal,Normal,1.725405405405405
2018-08-12,2018-09-24,Anomaly,Normal,Normal,1.6478260869565218
2018-08-19,2018-10-01,Normal,Normal,Normal,1.4817275747508305
2018-08-26,2018-10-08,Normal,Normal,Normal,1.4656621901714633
2018-09-02,2018-10-15,Normal,Normal,Normal,1.3532668881506091
2018-09-09,2018-10-22,Normal,Normal,Normal,1.3532668881506091
2018-09-16,2018-10-29,Normal,Normal,Normal,1.3532668881506091
2018-09-23,2018-11-05,Normal,Anomaly,Normal,1.3532668881506091
2018-09-30,2018-11-12,Normal,Anomaly,Normal,1.2944915254237288
2018-10-07,2018-11-19,Normal,Anomaly,Normal,1.106666666666667
2018-10-14,2018-11-26,Normal,Anomaly,Normal,1.1690140845070425
2018-10-21,2018-12-03,Normal,Anomaly,Normal,1.653386454183267
2018-10-28,2018-12-10,Normal,Anomaly,Normal,1.653386454183267
2018-11-04,2018-12-17,Normal,Anomaly,Normal,1.653386454183267
2018-11-11,2018-12-24,Normal,Anomaly,Normal,1.653386454183267
2018-11-18,2018-12-31,Normal,Normal,Normal,1.597609561752988
2018-11-25,2019-01-07,Normal,Normal,Normal,2.058261419234509
2018-12-02,2019-01-14,Normal,Normal,Normal,2.052809071104087
2018-12-09,2019-01-21,Normal,Normal,Normal,2.052809071104087
2018-12-16,2019-01-28,Normal,Normal,Normal,2.052809071104087
2018-12-23,2019-02-04,Normal,Normal,Normal,1.9718458634651213
2018-12-30,2019-02-11,Normal,Normal,Normal,1.9718458634651213
2019-01-06,2019-02-18,Normal,Normal,Normal,1.9718458634651213
