STARTDATE,ENDDATE,MEAN,STD,VALUE,lastYear
2017-01-01,2017-02-13,296.94741705463065,90.02317836246927,206.92423869216137,Anomaly
2017-01-08,2017-02-20,295.04363760307797,102.13806775827842,192.9055698447996,Normal
2017-01-15,2017-02-27,291.5403220336469,109.52781745745051,182.01250457619633,Anomaly
2017-01-22,2017-03-06,293.965437522251,108.65372645292994,185.31171106932103,Anomaly
2017-01-29,2017-03-13,281.33939385486025,99.45886627070658,184.00667794541462,Normal
2017-02-05,2017-03-20,283.9079770413363,103.75472218445537,185.14304158177825,Normal
2017-02-12,2017-03-27,287.1536258726053,104.25037101572438,187.89304158177822,Normal
2017-02-19,2017-04-03,282.40676976874613,100.50919666901183,186.88735982463157,Normal
2017-02-26,2017-04-10,286.1115207184217,98.10238110531499,192.99892633800408,Normal
2017-03-05,2017-04-17,285.47221021873816,89.26493540719024,201.1970615364452,Normal
2017-03-12,2017-04-24,288.75884227720957,81.39043407249584,212.4718312932474,Normal
2017-03-19,2017-05-01,290.67401464151567,70.28172880281375,220.74926973965867,Normal
2017-03-26,2017-05-08,279.271357524952,52.66454000616876,227.00925596519454,Normal
2017-04-02,2017-05-15,270.6636973222037,41.26142525796592,229.80471051064913,Normal
2017-04-09,2017-05-22,263.3924800674201,27.738440326797956,236.278529783518,Normal
2017-04-16,2017-05-29,257.8504375672124,23.1927046445452,238.148849759367,Normal
2017-04-23,2017-06-05,257.4370403027508,21.038922764466975,241.77559801134723,Normal
2017-04-30,2017-06-12,263.9764887004137,19.950516258765624,250.3285734170731,Normal
2017-05-07,2017-06-19,271.3282306175929,22.284802248129598,262.1872411831687,Normal
2017-05-14,2017-06-26,279.0194196703969,28.25280820463773,281.0435206731388,Normal
2017-05-21,2017-07-03,284.4047092447842,26.468089557102243,289.8953470768798,Normal
2017-05-28,2017-07-10,282.54479797246137,30.221814648415737,281.26420457130433,Normal
2017-06-04,2017-07-17,278.9975993734508,38.2541615039506,267.72712323204587,Normal
2017-06-11,2017-07-24,271.6831447250183,47.135795296922964,250.781034790641,Normal
2017-06-18,2017-07-31,264.16424240219317,55.40993107800469,230.93399552162498,Normal
2017-06-25,2017-08-07,258.3284485003121,59.54004626703272,206.0351349905901,Normal
2017-07-02,2017-08-14,257.4380670112026,65.87098022245445,191.90799587965722,Normal
2017-07-09,2017-08-21,260.9598548626472,68.55573924909274,192.40411561355447,Normal
2017-07-16,2017-08-28,273.6031479765179,72.46039599932712,201.1427519771908,Normal
2017-07-23,2017-09-04,281.14018224082776,69.96063122311551,215.4977328358941,Normal
2017-07-30,2017-09-11,294.1197718568936,75.18305381708464,223.25489985799075,Normal
2017-08-06,2017-09-18,298.71779867196886,75.99698972306899,228.44822736362076,Normal
2017-08-13,2017-09-25,297.1316656023469,67.69675915632733,236.0714157698314,Normal
2017-08-20,2017-10-02,293.18286364140624,59.12449263923577,242.47260591132124,Normal
2017-08-27,2017-10-09,284.1149302780531,49.090650185506156,243.43851500169765,Normal
2017-09-03,2017-10-16,267.06606664140577,46.63951382215342,227.69987863806134,Normal
2017-09-10,2017-10-23,264.96766242029986,39.58954543603516,232.65144280307368,Normal
2017-09-17,2017-10-30,247.53631576028766,28.157110044962902,225.2432949375946,Normal
2017-09-24,2017-11-06,243.80510877859524,32.108396790908216,217.01087982600302,Normal
2017-10-01,2017-11-13,242.74258557348304,37.9968875919337,208.2821402345264,Normal
2017-10-08,2017-11-20,240.06635691854532,39.460546673878945,204.14225249764343,Normal
2017-10-15,2017-11-27,249.80179388581172,38.543367416236734,216.01125822673487,Normal
2017-10-22,2017-12-04,254.1953275179649,36.8657428749926,226.9460527637686,Normal
2017-10-29,2017-12-11,261.9722569645591,30.666488325373972,242.7158207478659,Normal
2017-11-05,2017-12-18,270.7619581776315,26.250968538081416,257.993690404912,Normal
2017-11-12,2017-12-25,278.0211666412986,20.521540638112157,271.8757436958826,Normal
2017-11-19,2018-01-01,286.6898272622736,19.55664972397054,289.5743338766605,Normal
2017-11-26,2018-01-08,293.98385975092657,22.628219174806198,297.42123723847817,Normal
2017-12-03,2018-01-15,299.86982999260204,27.246480757786344,300.35745546067335,Normal
2017-12-10,2018-01-22,301.8262248363429,40.28238916316707,311.4488436429925,Normal
2017-12-17,2018-01-29,308.9566021817613,54.39778923526769,318.60793455208335,Normal
2017-12-24,2018-02-05,306.36653222102166,66.56702252240034,326.26287153408254,Normal
2017-12-31,2018-02-12,307.3125875241221,78.75801901799726,329.22990098295185,Normal
2018-01-07,2018-02-19,306.8827816584781,88.12375996773578,329.6389918920427,Normal
2018-01-14,2018-02-26,305.0504847137182,95.5427570125661,332.2071737102246,Normal
2018-01-21,2018-03-05,300.14619654166313,98.84314667045054,311.3562924491118,Normal
2018-01-28,2018-03-12,295.185300205435,94.38446882091397,315.8676560854754,Normal
2018-02-04,2018-03-19,287.6097153053687,95.83134136282266,298.7878783535393,Normal
2018-02-11,2018-03-26,288.0714171805161,96.82835645075734,291.5140307228519,Normal
2018-02-18,2018-04-02,281.63980404206046,95.13860520568387,280.42312163194276,Normal
2018-02-25,2018-04-09,281.75140652407333,93.52261637564966,273.9913034501246,Normal
2018-03-04,2018-04-16,281.41441450930677,87.81890872769137,271.8783685449895,Normal
2018-03-11,2018-04-23,285.7552650232979,76.17570864616533,278.06629233365635,Normal
2018-03-18,2018-04-30,286.59184319252887,67.02250136454474,277.44673106362484,Normal
2018-03-25,2018-05-07,282.0180564843459,54.2136325729088,287.8247765992869,Normal
2018-04-01,2018-05-14,276.32667163260624,44.70145875917148,279.09750387201416,Normal
2018-04-08,2018-05-21,269.4091708593515,33.46360843073636,282.40832037026934,Normal
2018-04-15,2018-05-28,264.13827151702213,30.323499568111927,280.85080072994987,Normal
2018-04-22,2018-06-04,266.7894127539621,29.05294302178622,285.7451603300267,Normal
2018-04-29,2018-06-11,272.46197966523937,28.00012642204357,290.39036195280056,Normal
2018-05-06,2018-06-18,277.40618921119864,26.671119167548046,291.2325609438644,Normal
2018-05-13,2018-06-25,284.4146277839489,31.140206145809625,297.47119730750074,Normal
2018-05-20,2018-07-02,293.18236140962176,29.058588588417674,311.03135260836694,Normal
2018-05-27,2018-07-09,293.00573666859543,35.24265785291875,314.5540798810942,Normal
2018-06-03,2018-07-16,291.9406686335743,40.7908826055636,316.08817079018513,Normal
2018-06-10,2018-07-23,287.5143203293876,48.79441124541896,316.1312169926717,Normal
2018-06-17,2018-07-30,281.7948374536024,57.230847332010285,314.1483273294943,Normal
2018-06-24,2018-08-06,280.1916151508749,64.63649728714421,320.5315848156369,Normal
2018-07-01,2018-08-13,278.5783460293378,66.7829714260196,321.25530998548305,Normal
2018-07-08,2018-08-20,280.0792982646935,67.93541902138165,321.1590941596951,Normal
2018-07-15,2018-08-27,294.080130037577,72.86449278734065,337.82954870514965,Normal
2018-07-22,2018-09-03,300.1603943994627,68.26403870734474,336.78405522856895,Normal
2018-07-29,2018-09-10,307.50241501530684,70.26581842612734,341.23361042304253,Normal
2018-08-05,2018-09-17,312.3747110824087,75.56139547364617,337.8730802096271,Normal
2018-08-12,2018-09-24,313.2038002438519,72.48104373412478,344.7439852057997,Normal
2018-08-19,2018-10-01,311.64422009782896,67.56350227097333,346.6129283043149,Normal
2018-08-26,2018-10-08,301.2115778409818,57.55476276266736,328.821003296142,Normal
2018-09-02,2018-10-15,286.3734430950915,59.1002886747903,325.7268323660993,Normal
2018-09-09,2018-10-22,287.5669871503888,55.27246868202239,328.3146586877558,Normal
2018-09-16,2018-10-29,272.9529501483519,45.64352520525764,325.57016414612315,Anomaly
2018-09-23,2018-11-05,269.9457872457082,47.217119773061356,321.12487145266135,Anomaly
2018-09-30,2018-11-12,268.7262840400485,51.244089466226974,322.2440874210211,Anomaly
2018-10-07,2018-11-19,266.79435909363605,52.510582268160235,320.0003634443502,Anomaly
2018-10-14,2018-11-26,273.34726713625605,50.63352491279838,322.9609409098721,Normal
2018-10-21,2018-12-03,275.9898906498847,48.20922374551139,320.73412058204406,Normal
2018-10-28,2018-12-10,280.7614965657163,41.54671460371656,318.8854303134853,Normal
2018-11-04,2018-12-17,286.6210447563183,36.25772870028742,320.2209716831557,Normal
2018-11-11,2018-12-24,291.89769296523286,31.50845054986255,321.90074561310144,Normal
2018-11-18,2018-12-31,297.7759429905958,27.370144862352728,323.2153920784324,Normal
