STARTDATE,ENDDATE,MEDIAN,MAD,VALUE,TYPE
2016-01-01,2016-02-13,,,,
2016-01-08,2016-02-20,,,,
2016-01-15,2016-02-27,,,,
2016-01-22,2016-03-05,,,,
2016-01-29,2016-03-12,,,,
2016-02-05,2016-03-19,,,,
2016-02-12,2016-03-26,,,,
2016-02-19,2016-04-02,,,,
2016-02-26,2016-04-09,,,,
2016-03-04,2016-04-16,,,,
2016-03-11,2016-04-23,,,,
2016-03-18,2016-04-30,,,,
2016-03-25,2016-05-07,,,,
2016-04-01,2016-05-14,,,,
2016-04-08,2016-05-21,,,,
2016-04-15,2016-05-28,,,,
2016-04-22,2016-06-04,,,,
2016-04-29,2016-06-11,,,,
2016-05-06,2016-06-18,,,,
2016-05-13,2016-06-25,,,,
2016-05-20,2016-07-02,,,,
2016-05-27,2016-07-09,,,,
2016-06-03,2016-07-16,,,,
2016-06-10,2016-07-23,,,,
2016-06-17,2016-07-30,,,,
2016-06-24,2016-08-06,,,,
2016-07-01,2016-08-13,,,,
2016-07-08,2016-08-20,,,,
2016-07-15,2016-08-27,,,,
2016-07-22,2016-09-03,,,,
2016-07-29,2016-09-10,,,,
2016-08-05,2016-09-17,,,,
2016-08-12,2016-09-24,,,,
2016-08-19,2016-10-01,,,,
2016-08-26,2016-10-08,,,,
2016-09-02,2016-10-15,,,,
2016-09-09,2016-10-22,,,,
2016-09-16,2016-10-29,,,,
2016-09-23,2016-11-05,,,,
2016-09-30,2016-11-12,,,,
2016-10-07,2016-11-19,,,,
2016-10-14,2016-11-26,,,,
2016-10-21,2016-12-03,,,,
2016-10-28,2016-12-10,,,,
2016-11-04,2016-12-17,,,,
2016-11-11,2016-12-24,,,,
2016-11-18,2016-12-31,,,,
2016-11-25,2017-01-07,,,,
2016-12-02,2017-01-14,,,,
2016-12-09,2017-01-21,,,,
2016-12-16,2017-01-28,,,,
2016-12-23,2017-02-04,,,,
2016-12-30,2017-02-11,,,,
2017-01-01,2017-02-13,2400.0,381.00000004938283,2800.0,Normal
2017-01-08,2017-02-20,2400.0,380.8333333333333,2800.0,Normal
2017-01-15,2017-02-27,2400.0,383.3333333333334,2800.0,Normal
2017-01-22,2017-03-06,2400.0,384.0493827064472,2800.0,Normal
2017-01-29,2017-03-13,2400.0,388.5339506515776,2850.0,Normal
2017-02-05,2017-03-20,2400.0,387.7777777777777,2850.0,Normal
2017-02-12,2017-03-27,2400.0,398.6111111111111,2850.0,Normal
2017-02-19,2017-04-03,2500.0,398.2253086419753,2850.0,Normal
2017-02-26,2017-04-10,2500.0,398.20635966395116,2850.0,Normal
2017-03-05,2017-04-17,2500.0,395.49015285199704,2850.0,Normal
2017-03-12,2017-04-24,2500.0,383.94775940744114,2850.0,Normal
2017-03-19,2017-05-01,2500.0,383.0246913580247,2850.0,Normal
2017-03-26,2017-05-08,2402.3255818950784,387.83882423454696,2850.0,Normal
2017-04-02,2017-05-15,2400.0,387.51067168915665,2850.0,Normal
2017-04-09,2017-05-22,2406.528967243269,387.13727959759615,2850.0,Normal
