STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2020-09-13,2020-10-26,Normal,Anomaly,Normal,0.9999187057962768,ANDHRA PRADESH,TIRUPATHI
2020-09-13,2020-10-26,Normal,Anomaly,Normal,0.9999107222569412,ANDHRA PRADESH,KARIMNAGAR
2020-09-13,2020-10-26,Normal,Anomaly,Normal,0.9999019703950592,ANDHRA PRADESH,VISAKHAPATNAM
2020-09-13,2020-10-26,Normal,Anomaly,Normal,0.9998901219646192,ANDHRA PRADESH,HYDERABAD
2020-09-13,2020-10-26,Normal,Anomaly,Normal,0.9998863765481196,ANDHRA PRADESH,VIJAYWADA
2020-09-13,2020-10-26,Normal,Normal,Normal,1.023687656231401,ODISHA,SAMBALPUR
2020-09-13,2020-10-26,Normal,Normal,Normal,1.005832638971551,ODISHA,BALASORE
2020-09-13,2020-10-26,Normal,Normal,Normal,0.9998837344494826,ODISHA,BERHAMPUR
2020-09-13,2020-10-26,Normal,Normal,Normal,0.9998837344494826,ODISHA,CUTTACK
2020-09-13,2020-10-26,Normal,Normal,Normal,0.9998823667803788,ODISHA,BHUBANESHWAR
