STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2016-01-01,2016-02-13,,,Anomaly,1.162655505173817,ODISHA,SAMBALPUR
2016-01-01,2016-02-13,,,Anomaly,1.1308177597905011,ODISHA,CUTTACK
2016-01-08,2016-02-20,,,Anomaly,1.142721104630401,ODISHA,BHUBANESHWAR
2016-02-15,2016-03-29,Anomaly,,Anomaly,1.0343638662222734,ODISHA,SAMBALPUR
2016-02-15,2016-03-29,Anomaly,,Anomaly,1.047494345911201,ODISHA,CUTTACK
2016-02-22,2016-04-05,Anomaly,,Anomaly,1.0463899546564353,ODISHA,BHUBANESHWAR
2016-04-04,2016-05-17,Anomaly,,Anomaly,1.0580165097081735,ODISHA,SAMBALPUR
2016-04-04,2016-05-17,Anomaly,,Anomaly,1.011645688742501,ODISHA,CUTTACK
2016-04-11,2016-05-24,Anomaly,,Anomaly,1.058698976590989,ODISHA,BHUBANESHWAR
2016-05-23,2016-07-05,Anomaly,,Anomaly,1.0369090235773362,ODISHA,SAMBALPUR
2016-05-23,2016-07-05,Anomaly,,Anomaly,1.1011859324290851,ODISHA,CUTTACK
2016-05-30,2016-07-12,Anomaly,,Anomaly,1.0498687664041997,ODISHA,BHUBANESHWAR
2016-07-11,2016-08-23,Anomaly,,Normal,1.0957403095466374,ODISHA,SAMBALPUR
2016-07-25,2016-09-06,Anomaly,,Normal,1.2645199235406557,ODISHA,CUTTACK
2016-08-01,2016-09-13,Anomaly,,Normal,1.1109568115539508,ODISHA,BHUBANESHWAR
2016-08-15,2016-09-27,Normal,,Anomaly,0.99991305103904,ANDHRA PRADESH,HYDERABAD
2016-08-22,2016-10-04,Normal,,Anomaly,1.0089991818925552,ANDHRA PRADESH,VIJAYWADA
2016-08-22,2016-10-04,Normal,,Anomaly,1.0137314533222743,ANDHRA PRADESH,KARIMNAGAR
2016-10-03,2016-11-15,Anomaly,,Anomaly,1.0453595127715662,ANDHRA PRADESH,HYDERABAD
2016-10-10,2016-11-22,Anomaly,,Anomaly,1.0184242199796316,ANDHRA PRADESH,VIJAYWADA
2016-10-10,2016-11-22,Anomaly,,Anomaly,1.0489167728654054,ANDHRA PRADESH,KARIMNAGAR
2016-11-28,2017-01-10,Anomaly,,Anomaly,1.1998666814798356,ANDHRA PRADESH,VIJAYWADA
2016-12-12,2017-01-24,Normal,,Anomaly,0.9998979695949392,ANDHRA PRADESH,HYDERABAD
2016-12-19,2017-01-31,Normal,,Anomaly,0.9998969178435212,ANDHRA PRADESH,KARIMNAGAR
2016-12-26,2017-02-07,Normal,,Anomaly,0.9998889012331964,ANDHRA PRADESH,TIRUPATHI
2017-01-01,2017-02-13,Normal,Anomaly,Normal,1.0288364005216637,ANDHRA PRADESH,VISAKHAPATNAM
2017-01-01,2017-02-13,Normal,Anomaly,Normal,0.9998437744102484,ODISHA,SAMBALPUR
2017-01-01,2017-02-13,Normal,Anomaly,Normal,1.0482180293501049,ODISHA,CUTTACK
2017-01-01,2017-02-13,Normal,Anomaly,Normal,1.0154663333854086,ODISHA,BHUBANESHWAR
2017-01-15,2017-02-27,Normal,Anomaly,Normal,1.1536686663590217,ANDHRA PRADESH,VIJAYWADA
2017-01-29,2017-03-13,Anomaly,Normal,Anomaly,1.0536501451456832,ANDHRA PRADESH,HYDERABAD
2017-02-05,2017-03-20,Anomaly,Normal,Anomaly,0.9998913161612868,ANDHRA PRADESH,KARIMNAGAR
2017-02-12,2017-03-27,Normal,Normal,Anomaly,1.0974271430313376,ANDHRA PRADESH,TIRUPATHI
2017-02-19,2017-04-03,Normal,Anomaly,Normal,1.1536686663590217,ODISHA,BHUBANESHWAR
2017-02-19,2017-04-03,Normal,Anomaly,Normal,1.0578177075786117,ANDHRA PRADESH,VISAKHAPATNAM
2017-02-19,2017-04-03,Normal,Anomaly,Normal,1.1998154130133825,ODISHA,CUTTACK
2017-02-19,2017-04-03,Normal,Anomaly,Normal,1.1248242462115294,ODISHA,SAMBALPUR
2017-03-05,2017-04-17,Normal,Anomaly,Normal,1.136191486138464,ANDHRA PRADESH,VIJAYWADA
2017-03-19,2017-05-01,Anomaly,Normal,Anomaly,0.9998924846790668,ANDHRA PRADESH,HYDERABAD
2017-03-26,2017-05-08,Anomaly,Normal,Anomaly,0.9998913161612868,ANDHRA PRADESH,KARIMNAGAR
2017-04-02,2017-05-15,Anomaly,Normal,Normal,1.048652603341056,ANDHRA PRADESH,TIRUPATHI
2017-04-09,2017-05-22,Normal,Anomaly,Normal,1.233127812031328,ODISHA,CUTTACK
2017-04-09,2017-05-22,Normal,Anomaly,Normal,1.0409532940693056,ANDHRA PRADESH,VISAKHAPATNAM
2017-04-09,2017-05-22,Normal,Anomaly,Normal,1.209482341557813,ODISHA,BHUBANESHWAR
2017-04-09,2017-05-22,Normal,Anomaly,Normal,1.1998000333277787,ODISHA,SAMBALPUR
2017-04-23,2017-06-05,Normal,Anomaly,Normal,1.0867990146355602,ANDHRA PRADESH,VIJAYWADA
2017-05-07,2017-06-19,Anomaly,Normal,Anomaly,0.9998924846790668,ANDHRA PRADESH,HYDERABAD
2017-05-14,2017-06-26,Anomaly,Normal,Anomaly,0.9998913161612868,ANDHRA PRADESH,KARIMNAGAR
2017-05-28,2017-07-10,Normal,Anomaly,Normal,1.034304430270643,ODISHA,CUTTACK
2017-05-28,2017-07-10,Normal,Anomaly,Normal,1.0712755320668477,ANDHRA PRADESH,VISAKHAPATNAM
2017-05-28,2017-07-10,Normal,Anomaly,Normal,1.066488918513581,ODISHA,BHUBANESHWAR
2017-05-28,2017-07-10,Normal,Anomaly,Normal,1.0331611398100318,ODISHA,SAMBALPUR
2017-06-25,2017-08-07,Anomaly,Normal,Anomaly,1.0939889424773557,ANDHRA PRADESH,HYDERABAD
2017-07-02,2017-08-14,Normal,Normal,Anomaly,1.1356622639180347,ANDHRA PRADESH,KARIMNAGAR
