STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2020-09-13,2020-10-26,Normal,Normal,Normal,,MADHYA PRADESH,BHOPAL
2020-09-13,2020-10-26,Normal,Normal,Normal,,MADHYA PRADESH,GWALIOR
2020-09-13,2020-10-26,Normal,Normal,Normal,,MADHYA PRADESH,INDORE
2020-09-13,2020-10-26,Normal,Normal,Normal,,MADHYA PRADESH,JABALPUR
2020-09-13,2020-10-26,Normal,Normal,Normal,,MADHYA PRADESH,REWA
2020-09-13,2020-10-26,Normal,Normal,Normal,,MADHYA PRADESH,SAGAR
2020-09-13,2020-10-26,Normal,Normal,Normal,,WEST BENGAL,KHARAGPUR
2020-09-13,2020-10-26,Normal,Normal,Normal,,WEST BENGAL,KOLKATA
2020-09-13,2020-10-26,Normal,Normal,Normal,,WEST BENGAL,MALDA
2020-09-13,2020-10-26,Normal,Normal,Normal,,WEST BENGAL,PURULIA
2020-09-13,2020-10-26,Normal,Normal,Normal,,WEST BENGAL,RAIGANJ
2020-09-13,2020-10-26,Normal,Normal,Normal,,WEST BENGAL,SILIGURI
