STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2020-09-13,2020-10-26,Normal,Anomaly,Normal,0.999907415980002,WEST BENGAL,KHARAGPUR
2020-09-13,2020-10-26,Normal,Anomaly,Normal,0.9998979695949392,WEST BENGAL,SILIGURI
2020-09-13,2020-10-26,Normal,Anomaly,Normal,0.9998666844420744,WEST BENGAL,MALDA
2020-09-13,2020-10-26,Normal,Anomaly,Normal,0.9998611303985556,MADHYA PRADESH,BHOPAL
2020-09-13,2020-10-26,Normal,Normal,Normal,1.0712755324195309,WEST BENGAL,PURULIA
2020-09-13,2020-10-26,Normal,Normal,Normal,0.999857163262391,WEST BENGAL,RAIGANJ
2020-09-13,2020-10-26,Normal,Normal,Normal,0.9998437744102484,MADHYA PRADESH,SAGAR
2020-09-13,2020-10-26,Normal,Normal,Normal,0.9998437744102484,WEST BENGAL,KOLKATA
2020-09-13,2020-10-26,Normal,Normal,Normal,0.9998412950325344,MADHYA PRADESH,GWALIOR
2020-09-13,2020-10-26,Normal,Normal,Normal,0.9998387356877922,MADHYA PRADESH,INDORE
2020-09-13,2020-10-26,Normal,Normal,Normal,0.9998182148700236,MADHYA PRADESH,REWA
2020-09-13,2020-10-26,Normal,Normal,Normal,0.999814849102018,MADHYA PRADESH,JABALPUR
