DATE,VOLATILITY,VOLATILITY_SAMEMONTH,VOLATILITY_LASTMONTH,VOLATILITY_LASTYEAR,VOLATILITY_SUM,PRICE_SAMEMONTH,PRICE_LASTMONTH,PRICE_LASTYEAR,PRICE_SUM,SUM,STATENAME,MANDINAME
2019-06-01,0.0022361621241248,0.0,1.0,0.0,1.0,0,0,0,0,1.0,WEST BENGAL,KATWA
2019-06-01,0.0006296630485637,0.0,0.0,0.0,0.0,0,0,0,0,0.0,UTTAR PRADESH,PRATAPGARH
2019-07-01,0.0082939439281504,11.0,7.0,4.0,22.0,20,20,20,60,82.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2019-07-01,0.0032137871404206,2.0,1.0,0.0,3.0,1,5,0,6,9.0,WEST BENGAL,DURGAPUR
2019-07-01,0.001236084361732,0.0,1.0,0.0,1.0,0,0,0,0,1.0,WEST BENGAL,KATWA
2019-07-01,0.0009128802855385,0.0,0.0,0.0,0.0,0,0,0,0,0.0,UTTAR PRADESH,PRATAPGARH
2019-07-01,0.0026907183758506,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,KASIPUR
2019-08-01,0.0065955573185144,10.0,8.0,4.0,22.0,20,20,20,60,82.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2019-08-01,0.0025442179816807,2.0,1.0,0.0,3.0,1,5,0,6,9.0,WEST BENGAL,DURGAPUR
2019-08-01,0.0111300538609763,1.0,2.0,0.0,3.0,0,0,0,0,3.0,WEST BENGAL,KATWA
2019-08-01,0.0007286054170523,0.0,0.0,0.0,0.0,0,0,0,0,0.0,UTTAR PRADESH,PRATAPGARH
2019-08-01,0.001654563414177,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,KASIPUR
2019-09-01,0.0054743021353711,9.0,7.0,4.0,20.0,20,20,20,60,80.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2019-09-01,0.1044542145356583,3.0,2.0,1.0,6.0,1,5,0,6,12.0,WEST BENGAL,DURGAPUR
2019-09-01,0.000868999422692,1.0,2.0,0.0,3.0,0,0,0,0,3.0,WEST BENGAL,KATWA
2019-09-01,0.0004435272302749,0.0,0.0,0.0,0.0,0,0,0,0,0.0,UTTAR PRADESH,PRATAPGARH
2019-09-01,0.0006778006602342,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,KASIPUR
2019-10-01,0.0037865132071201,8.0,6.0,3.0,17.0,20,20,20,60,77.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2019-10-01,0.0017309667568401,3.0,2.0,1.0,6.0,0,2,0,2,8.0,WEST BENGAL,DURGAPUR
2019-10-01,0.0054246792643877,2.0,2.0,0.0,4.0,0,0,0,0,4.0,WEST BENGAL,KATWA
2019-10-01,0.0008305682437519,0.0,0.0,0.0,0.0,0,0,0,0,0.0,UTTAR PRADESH,PRATAPGARH
2019-10-01,0.0015721529389762,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,KASIPUR
2019-11-01,0.0062101513140922,7.0,6.0,2.0,15.0,20,20,20,60,75.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2019-11-01,0.0078236838261348,4.0,3.0,1.0,8.0,0,0,0,0,8.0,WEST BENGAL,DURGAPUR
2019-11-01,0.0033611072939898,2.0,2.0,0.0,4.0,0,0,0,0,4.0,WEST BENGAL,KATWA
2019-11-01,0.0073876244397799,0.0,1.0,0.0,1.0,0,0,0,0,1.0,UTTAR PRADESH,PRATAPGARH
2019-11-01,0.0032462017010587,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,KASIPUR
2019-12-01,0.0174561476143842,7.0,7.0,1.0,15.0,20,20,20,60,75.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2019-12-01,0.0036184609270538,3.0,3.0,1.0,7.0,0,0,0,0,7.0,WEST BENGAL,DURGAPUR
2019-12-01,0.0041258207993565,2.0,2.0,0.0,4.0,0,0,0,0,4.0,WEST BENGAL,KATWA
2019-12-01,0.0099411931810653,0.0,2.0,0.0,2.0,0,0,0,0,2.0,UTTAR PRADESH,PRATAPGARH
2019-12-01,0.001180793241285,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,KASIPUR
2020-01-01,0.0071570640900709,6.0,7.0,1.0,14.0,20,20,20,60,74.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2020-01-01,0.0025850321319802,3.0,3.0,1.0,7.0,0,0,0,0,7.0,WEST BENGAL,DURGAPUR
2020-01-01,0.008969044654993,1.0,2.0,1.0,4.0,0,0,0,0,4.0,UTTAR PRADESH,PRATAPGARH
2020-01-01,0.0066524151043262,2.0,2.0,0.0,4.0,0,0,0,0,4.0,WEST BENGAL,KATWA
2020-01-01,0.0022521457864685,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,KASIPUR
2020-02-01,0.0102644302493173,5.0,7.0,1.0,13.0,20,20,20,60,73.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2020-02-01,0.1050923949878012,4.0,4.0,2.0,10.0,4,0,0,4,14.0,WEST BENGAL,DURGAPUR
2020-02-01,0.0090518803060962,1.0,3.0,1.0,5.0,0,1,4,5,10.0,UTTAR PRADESH,PRATAPGARH
2020-02-01,0.0044530618570929,2.0,2.0,0.0,4.0,0,0,1,1,5.0,WEST BENGAL,KATWA
2020-02-01,0.0024587362658354,0.0,0.0,0.0,0.0,1,0,0,1,1.0,WEST BENGAL,KASIPUR
2020-03-01,0.0075692387555549,4.0,6.0,1.0,11.0,19,19,19,57,68.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2020-03-01,0.1382654910725857,5.0,5.0,3.0,13.0,8,3,0,11,24.0,WEST BENGAL,DURGAPUR
2020-03-01,0.0203747551986165,1.0,3.0,2.0,6.0,0,4,8,12,18.0,UTTAR PRADESH,PRATAPGARH
2020-03-01,0.0006996356876613,0.0,0.0,0.0,0.0,5,1,0,6,6.0,WEST BENGAL,KASIPUR
2020-03-01,0.0036369098369245,2.0,1.0,0.0,3.0,0,0,3,3,6.0,WEST BENGAL,KATWA
2020-04-01,0.0089923404082522,3.0,5.0,0.0,8.0,20,20,20,60,68.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2020-04-01,0.0081441335993634,5.0,4.0,3.0,12.0,13,8,0,21,33.0,WEST BENGAL,DURGAPUR
2020-04-01,0.0142565298794591,2.0,3.0,3.0,8.0,0,4,13,17,25.0,UTTAR PRADESH,PRATAPGARH
2020-04-01,0.0040496131028336,0.0,0.0,0.0,0.0,8,6,0,14,14.0,WEST BENGAL,KASIPUR
2020-04-01,0.0058671445979456,2.0,1.0,0.0,3.0,0,0,8,8,11.0,WEST BENGAL,KATWA
2020-05-01,0.0046989515677098,3.0,5.0,0.0,8.0,20,20,20,60,68.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2020-05-01,0.0050059713210983,4.0,4.0,3.0,11.0,17,12,0,29,40.0,WEST BENGAL,DURGAPUR
2020-05-01,0.0051334703907164,2.0,3.0,3.0,8.0,0,4,17,21,29.0,UTTAR PRADESH,PRATAPGARH
2020-05-01,0.0052048406544143,0.0,0.0,0.0,0.0,10,9,0,19,19.0,WEST BENGAL,KASIPUR
2020-05-01,0.0089833000994405,3.0,1.0,0.0,4.0,0,0,12,12,16.0,WEST BENGAL,KATWA
2020-06-01,0.0045822065875461,2.0,5.0,0.0,7.0,20,20,15,55,62.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2020-06-01,0.0182005823653105,4.0,5.0,3.0,12.0,20,16,0,36,48.0,WEST BENGAL,DURGAPUR
2020-06-01,0.0470266628354671,3.0,4.0,4.0,11.0,0,4,20,24,35.0,UTTAR PRADESH,PRATAPGARH
2020-06-01,0.0025879253409422,0.0,0.0,0.0,0.0,14,9,0,23,23.0,WEST BENGAL,KASIPUR
2020-06-01,0.0029610388565944,3.0,1.0,0.0,4.0,0,0,17,17,21.0,WEST BENGAL,KATWA
2020-07-01,0.0030612647925365,1.0,4.0,0.0,5.0,20,20,11,51,56.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2020-07-01,0.0081486687225043,4.0,5.0,3.0,12.0,20,19,0,39,51.0,WEST BENGAL,DURGAPUR
2020-07-01,0.004320147386671,3.0,4.0,4.0,11.0,0,1,20,21,32.0,UTTAR PRADESH,PRATAPGARH
2020-07-01,0.0282918876157012,1.0,0.0,1.0,2.0,15,9,0,24,26.0,WEST BENGAL,KASIPUR
2020-07-01,0.0028467195623893,3.0,1.0,0.0,4.0,0,0,20,20,24.0,WEST BENGAL,KATWA
2020-08-01,0.0216551436690559,2.0,4.0,0.0,6.0,20,20,7,47,53.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2020-08-01,0.0192019029092767,5.0,6.0,3.0,14.0,16,15,4,35,49.0,WEST BENGAL,DURGAPUR
2020-08-01,0.0035852573529094,3.0,4.0,4.0,11.0,3,3,20,26,37.0,UTTAR PRADESH,PRATAPGARH
2020-08-01,0.0094960709292985,1.0,0.0,1.0,2.0,13,6,1,20,22.0,WEST BENGAL,KASIPUR
2020-08-01,0.0020001007411133,2.0,0.0,0.0,2.0,0,0,20,20,22.0,WEST BENGAL,KATWA
2020-09-01,0.005934037982037,2.0,4.0,0.0,6.0,20,20,2,42,48.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2020-09-01,0.0029607149138651,3.0,4.0,4.0,11.0,8,8,20,36,47.0,UTTAR PRADESH,PRATAPGARH
2020-09-01,0.2374038863759466,5.0,6.0,3.0,14.0,11,10,9,30,44.0,WEST BENGAL,DURGAPUR
2020-09-01,0.0042100763460736,2.0,0.0,0.0,2.0,0,0,20,20,22.0,WEST BENGAL,KATWA
2020-09-01,0.0118749475126701,1.0,0.0,1.0,2.0,12,1,6,19,21.0,WEST BENGAL,KASIPUR
2020-10-01,0.0073405688350507,3.0,4.0,4.0,11.0,8,12,20,40,51.0,UTTAR PRADESH,PRATAPGARH
2020-10-01,0.0293294515302409,2.0,4.0,1.0,7.0,20,18,2,40,47.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2020-10-01,0.1229002076319107,6.0,6.0,4.0,16.0,11,6,13,30,46.0,WEST BENGAL,DURGAPUR
2020-10-01,0.0072791505364932,1.0,0.0,0.0,1.0,4,0,20,24,25.0,WEST BENGAL,KATWA
2020-10-01,0.0585801671663087,1.0,0.0,2.0,3.0,9,1,10,20,23.0,WEST BENGAL,KASIPUR
2020-11-01,0.0148812098822508,3.0,3.0,4.0,10.0,8,13,20,41,51.0,UTTAR PRADESH,PRATAPGARH
2020-11-01,0.0022286934536948,5.0,5.0,4.0,14.0,11,6,17,34,48.0,WEST BENGAL,DURGAPUR
2020-11-01,0.0048820314747409,2.0,3.0,1.0,6.0,18,17,6,41,47.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2020-11-01,0.0027464318328475,1.0,0.0,0.0,1.0,6,3,20,29,30.0,WEST BENGAL,KATWA
2020-11-01,0.1581024632909676,2.0,1.0,3.0,6.0,5,1,14,20,26.0,WEST BENGAL,KASIPUR
2020-12-01,0.0028074886395043,5.0,5.0,4.0,14.0,13,8,15,36,50.0,WEST BENGAL,DURGAPUR
2020-12-01,0.0047881898942415,3.0,2.0,4.0,9.0,7,12,20,39,48.0,UTTAR PRADESH,PRATAPGARH
2020-12-01,0.0027805844325997,1.0,2.0,1.0,4.0,13,13,11,37,41.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2020-12-01,0.0076007220994794,1.0,0.0,0.0,1.0,8,5,20,33,34.0,WEST BENGAL,KATWA
2020-12-01,0.2515681472608209,3.0,2.0,4.0,9.0,2,3,17,22,31.0,WEST BENGAL,KASIPUR
2021-01-01,0.0023075537106276,5.0,5.0,4.0,14.0,15,12,11,38,52.0,WEST BENGAL,DURGAPUR
2021-01-01,0.0512934554061668,4.0,2.0,5.0,11.0,6,7,19,32,43.0,WEST BENGAL,KASIPUR
2021-01-01,0.001997593412424,2.0,2.0,3.0,7.0,3,8,20,31,38.0,UTTAR PRADESH,PRATAPGARH
2021-01-01,0.0027296367193712,1.0,2.0,1.0,4.0,9,9,15,33,37.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2021-01-01,0.0038765488929467,1.0,0.0,0.0,1.0,8,6,20,34,35.0,WEST BENGAL,KATWA
2021-02-01,0.8499210073370389,5.0,3.0,6.0,14.0,11,12,20,43,57.0,WEST BENGAL,KASIPUR
2021-02-01,0.0028679067961877,4.0,4.0,3.0,11.0,14,15,8,37,48.0,WEST BENGAL,DURGAPUR
2021-02-01,0.0085654609410946,1.0,1.0,1.0,3.0,5,5,20,30,33.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2021-02-01,0.0031199798089344,1.0,0.0,0.0,1.0,7,6,19,32,33.0,WEST BENGAL,KATWA
2021-02-01,0.0057877397410111,2.0,1.0,3.0,6.0,0,4,21,25,31.0,UTTAR PRADESH,PRATAPGARH
2021-03-01,0.0099742952240051,5.0,3.0,6.0,14.0,15,15,19,49,63.0,WEST BENGAL,KASIPUR
2021-03-01,0.0020546149922139,3.0,3.0,2.0,8.0,9,14,3,26,34.0,WEST BENGAL,DURGAPUR
2021-03-01,0.0022299426898074,2.0,1.0,2.0,5.0,0,0,20,20,25.0,UTTAR PRADESH,PRATAPGARH
2021-03-01,0.0233411907281866,2.0,1.0,1.0,4.0,0,3,18,21,25.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2021-03-01,0.007255023376421,1.0,0.0,0.0,1.0,2,5,14,21,22.0,WEST BENGAL,KATWA
2021-04-01,0.0780277627508089,6.0,4.0,7.0,17.0,17,17,19,53,70.0,WEST BENGAL,KASIPUR
2021-04-01,0.0027284974196981,3.0,3.0,2.0,8.0,8,10,1,19,27.0,WEST BENGAL,DURGAPUR
2021-04-01,0.0313891708984963,2.0,2.0,2.0,6.0,0,0,18,18,24.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2021-04-01,0.002819461595424,1.0,1.0,1.0,3.0,0,0,20,20,23.0,UTTAR PRADESH,PRATAPGARH
2021-04-01,0.0085112561048797,1.0,0.0,0.0,1.0,3,1,14,18,19.0,WEST BENGAL,KATWA
2021-05-01,0.0016576346552919,6.0,4.0,7.0,17.0,13,13,19,45,62.0,WEST BENGAL,KASIPUR
2021-05-01,0.0071038661905481,3.0,2.0,2.0,7.0,4,1,17,22,29.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2021-05-01,0.0039837224860052,3.0,3.0,2.0,8.0,7,8,1,16,24.0,WEST BENGAL,DURGAPUR
2021-05-01,0.0034334162188981,1.0,1.0,1.0,3.0,0,0,19,19,22.0,UTTAR PRADESH,PRATAPGARH
2021-05-01,0.0054668547824449,0.0,0.0,0.0,0.0,6,3,13,22,22.0,WEST BENGAL,KATWA
2021-06-01,0.0004358605806982,6.0,4.0,7.0,17.0,11,13,20,44,61.0,WEST BENGAL,KASIPUR
2021-06-01,0.0010465160095064,4.0,2.0,2.0,8.0,5,2,18,25,33.0,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2021-06-01,0.0008655854632883,3.0,2.0,2.0,7.0,12,9,1,22,29.0,WEST BENGAL,DURGAPUR
2021-06-01,0.000911188210049,0.0,0.0,0.0,0.0,7,5,14,26,26.0,WEST BENGAL,KATWA
2021-06-01,0.0007257756111964,0.0,0.0,0.0,0.0,0,0,20,20,20.0,UTTAR PRADESH,PRATAPGARH
