DATE,VOLATILITY,VOLATILITY_SAMEMONTH,VOLATILITY_LASTMONTH,VOLATILITY_LASTYEAR,VOLATILITY_SUM,PRICE_SAMEMONTH,PRICE_LASTMONTH,PRICE_LASTYEAR,PRICE_SUM,SUM
2017-12-01,0.0,0.0,2.0,0.0,2.0,14,14,20,48,50.0
2018-01-01,0.0,0.0,2.0,0.0,2.0,15,15,21,51,53.0
2018-02-01,0.0,0.0,1.0,0.0,1.0,14,14,20,48,49.0
2018-03-01,0.0,0.0,1.0,0.0,1.0,18,14,20,52,53.0
2018-04-01,0.0,0.0,1.0,0.0,1.0,19,18,19,56,57.0
2018-05-01,0.0166067000853381,1.0,1.0,0.0,2.0,20,20,20,60,62.0
2018-06-01,0.0063793890620201,1.0,1.0,0.0,2.0,20,20,20,60,62.0
2018-07-01,0.0075154478208436,1.0,1.0,0.0,2.0,15,15,16,46,48.0
2018-08-01,0.0014935337967676,1.0,0.0,0.0,1.0,11,11,12,34,35.0
2018-09-01,0.0028633614184329,1.0,0.0,0.0,1.0,7,7,8,22,23.0
2018-10-01,0.0014929260509305,1.0,0.0,0.0,1.0,2,2,3,7,8.0
2018-11-01,0.002782023300166,1.0,0.0,0.0,1.0,0,0,0,0,1.0
2018-12-01,0.0077081242864378,2.0,0.0,0.0,2.0,0,0,0,0,2.0
2019-01-01,0.0013102324380135,2.0,0.0,0.0,2.0,1,0,0,1,3.0
2019-02-01,0.0022356535458436,2.0,0.0,0.0,2.0,2,0,0,2,4.0
2019-03-01,0.0014221526984797,2.0,0.0,0.0,2.0,2,0,0,2,4.0
2019-04-01,0.0076324625447222,2.0,1.0,0.0,3.0,2,0,0,2,5.0
2019-05-01,0.0104879208795702,2.0,1.0,0.0,3.0,3,1,0,4,7.0
2019-06-01,0.0036757706140124,2.0,1.0,0.0,3.0,1,5,0,6,9.0
2019-07-01,0.0032137871404206,2.0,1.0,0.0,3.0,1,5,0,6,9.0
2019-08-01,0.0025442179816807,2.0,1.0,0.0,3.0,1,5,0,6,9.0
2019-09-01,0.1044542145356583,3.0,2.0,1.0,6.0,1,5,0,6,12.0
2019-10-01,0.0017309667568401,3.0,2.0,1.0,6.0,0,2,0,2,8.0
2019-11-01,0.0078236838261348,4.0,3.0,1.0,8.0,0,0,0,0,8.0
2019-12-01,0.0036184609270538,3.0,3.0,1.0,7.0,0,0,0,0,7.0
2020-01-01,0.0025850321319802,3.0,3.0,1.0,7.0,0,0,0,0,7.0
2020-02-01,0.1050923949878012,4.0,4.0,2.0,10.0,4,0,0,4,14.0
2020-03-01,0.1382654910725857,5.0,5.0,3.0,13.0,8,3,0,11,24.0
2020-04-01,0.0081441335993634,5.0,4.0,3.0,12.0,13,8,0,21,33.0
2020-05-01,0.0050059713210983,4.0,4.0,3.0,11.0,17,12,0,29,40.0
2020-06-01,0.0182005823653105,4.0,5.0,3.0,12.0,20,16,0,36,48.0
2020-07-01,0.0081486687225043,4.0,5.0,3.0,12.0,20,19,0,39,51.0
2020-08-01,0.0192019029092767,5.0,6.0,3.0,14.0,16,15,4,35,49.0
2020-09-01,0.2374038863759466,5.0,6.0,3.0,14.0,11,10,9,30,44.0
2020-10-01,0.1229002076319107,6.0,6.0,4.0,16.0,11,6,13,30,46.0
2020-11-01,0.0022286934536948,5.0,5.0,4.0,14.0,11,6,17,34,48.0
2020-12-01,0.0028074886395043,5.0,5.0,4.0,14.0,13,8,15,36,50.0
2021-01-01,0.0023075537106276,5.0,5.0,4.0,14.0,15,12,11,38,52.0
2021-02-01,0.0028679067961877,4.0,4.0,3.0,11.0,14,15,8,37,48.0
2021-03-01,0.0020546149922139,3.0,3.0,2.0,8.0,9,14,3,26,34.0
2021-04-01,0.0027284974196981,3.0,3.0,2.0,8.0,8,10,1,19,27.0
2021-05-01,0.0039837224860052,3.0,3.0,2.0,8.0,7,8,1,16,24.0
2021-06-01,0.0008655854632883,3.0,2.0,2.0,7.0,12,9,1,22,29.0
