DATE,VOLATILITY,VOLATILITY_SAMEMONTH,VOLATILITY_LASTMONTH,VOLATILITY_LASTYEAR,VOLATILITY_SUM,PRICE_SAMEMONTH,PRICE_LASTMONTH,PRICE_LASTYEAR,PRICE_SUM,SUM
2016-01-01,0.0430838723998523,1.0,0.0,0.0,1.0,0,0,0,0,1.0
2016-02-01,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1.0
2016-03-01,0.0136946940189019,1.0,0.0,0.0,1.0,0,0,0,0,1.0
2016-04-01,0.007034203698677,1.0,0.0,0.0,1.0,3,2,0,5,6.0
2016-05-01,0.0,1.0,0.0,0.0,1.0,3,6,0,9,10.0
2016-06-01,0.0,1.0,0.0,0.0,1.0,3,7,0,10,11.0
2016-07-01,0.0087532356633348,1.0,1.0,0.0,2.0,6,7,0,13,15.0
2016-08-01,0.0096448544335613,2.0,1.0,0.0,3.0,8,9,0,17,20.0
2016-09-01,0.0088655015461656,2.0,2.0,0.0,4.0,11,8,0,19,23.0
2016-10-01,0.0,2.0,2.0,0.0,4.0,14,7,0,21,25.0
2016-11-01,0.0,2.0,2.0,0.0,4.0,19,11,0,30,34.0
2016-12-01,0.0,2.0,2.0,0.0,4.0,18,15,0,33,37.0
2017-01-01,0.0,1.0,2.0,0.0,3.0,18,15,0,33,36.0
2017-02-01,0.00933422012637,1.0,3.0,0.0,4.0,20,18,0,38,42.0
2017-03-01,0.0043715113714666,1.0,3.0,0.0,4.0,20,20,1,41,45.0
2017-04-01,0.0147341917713192,1.0,3.0,0.0,4.0,20,20,2,42,46.0
2017-05-01,0.0,1.0,3.0,0.0,4.0,17,20,2,39,43.0
2017-06-01,0.0066476814080471,1.0,3.0,0.0,4.0,17,20,2,39,43.0
2017-07-01,0.0,1.0,2.0,0.0,3.0,16,19,3,38,41.0
2017-08-01,0.008767534928161,0.0,3.0,0.0,3.0,17,20,7,44,47.0
2017-09-01,0.0,0.0,2.0,0.0,2.0,18,20,11,49,51.0
2017-10-01,0.0,0.0,2.0,0.0,2.0,18,20,15,53,55.0
2017-11-01,0.0,0.0,2.0,0.0,2.0,14,17,20,51,53.0
